"site_name","Year","month","water_class","WUE_T","SPEI_3","baseline_WUE_T","monthly_resistance","WUE_T_pct_change","EDI","EDI_class","response_EDI_pct_change","response_EDI_magnitude","response_EDI_direction","response_EDI_class"
"US-StJ",2015,6,"Saline",5.48056905586947,0.515872670516971,5.35937937447525,1.02261263346488,2.26126334648751,0.587751709763122,"Stress",0.604322336581756,0.604322336581756,"WUE_T increase","Very mild (0.5-1%)"
"US-StJ",2015,7,"Saline",6.78075241057304,0.330747021547404,6.08989798643648,1.1134426924187,11.3442692418698,0.591626426103715,"Stress",-2.81670909721765,2.81670909721765,"WUE_T decrease","Moderate (2.5-5%)"
"US-StJ",2015,8,"Saline",6.81833980219203,0.497397260734015,6.67857267935088,1.02092769361832,2.09276936183221,0.588138901025211,"Stress",6.51486156324111,6.51486156324111,"WUE_T increase","Strong (>=5%)"
"US-StJ",2015,9,"Saline",8.16585816443956,-0.772001250098444,8.3806625272345,0.974369047542853,-2.56309524571467,0.614456930737696,"Stress",-0.725833911207232,0.725833911207232,"WUE_T decrease","Very mild (0.5-1%)"
"US-StJ",2016,5,"Saline",4.75745733990212,0.223468419309032,6.52046128272048,0.729619751367836,-27.0380248632164,0.593866620788101,"Stress",-0.755576633545059,0.755576633545059,"WUE_T decrease","Very mild (0.5-1%)"
"US-StJ",2016,6,"Saline",4.36278755928345,0.634671011352784,5.35937937447525,0.814047160024125,-18.5952839975875,0.585259464190555,"Stress",0.604401321274597,0.604401321274597,"WUE_T increase","Very mild (0.5-1%)"
"US-StJ",2016,7,"Saline",6.5429603561666,0.764473702206611,6.08989798643648,1.07439572399065,7.43957239906465,0.582531367716115,"Stress",-2.81642735849886,2.81642735849886,"WUE_T decrease","Moderate (2.5-5%)"
"US-StJ",2016,8,"Saline",6.06108118135011,-0.550473767984011,6.67857267935088,0.907541397294372,-9.24586027056283,0.609907344006226,"Stress",6.51448032491792,6.51448032491792,"WUE_T increase","Strong (>=5%)"
"US-StJ",2016,9,"Saline",8.4048050798183,0.249656384359539,8.3806625272345,1.0028807451088,0.288074510879554,0.593320119453365,"Stress",-0.725586835598929,0.725586835598929,"WUE_T decrease","Very mild (0.5-1%)"
"US-StJ",2017,5,"Saline",7.23430135398302,0.596202682919601,6.52046128272048,1.10947692813609,10.9476928136088,0.586066967563269,"Stress",-0.755356327899015,0.755356327899015,"WUE_T decrease","Very mild (0.5-1%)"
"US-StJ",2017,6,"Saline",5.04917586651745,-0.0629887731111601,5.35937937447525,0.942119509315728,-5.78804906842719,0.599829086062063,"Stress",0.604034082708196,0.604034082708196,"WUE_T increase","Very mild (0.5-1%)"
"US-StJ",2017,7,"Saline",6.53871491212232,0.936305547353182,6.08989798643648,1.07369859506439,7.36985950643919,0.578912175760228,"Stress",-2.81629969849663,2.81629969849663,"WUE_T decrease","Moderate (2.5-5%)"
"US-StJ",2017,8,"Saline",6.62123357456237,0.927001080338974,6.67857267935088,0.991414467201085,-0.858553279891543,0.579108371223831,"Stress",6.51516477294131,6.51516477294131,"WUE_T increase","Strong (>=5%)"
"US-StJ",2017,9,"Saline",8.65224052422247,0.93399290241685,8.3806625272345,1.03240531355432,3.240531355432,0.578960942887143,"Stress",-0.725135882248752,0.725135882248752,"WUE_T decrease","Very mild (0.5-1%)"
"US-StJ",2018,5,"Saline",9.31031892371627,1.20815336308108,6.52046128272048,1.42786200546716,42.7862005467164,0.573169192674623,"Stress",-0.754903643044365,0.754903643044365,"WUE_T decrease","Very mild (0.5-1%)"
"US-StJ",2018,6,"Saline",7.10124745640274,1.14033547481194,5.35937937447525,1.32501302113886,32.501302113886,0.574603806239232,"Stress",0.604776256001252,0.604776256001252,"WUE_T increase","Very mild (0.5-1%)"
"US-StJ",2018,7,"Saline",6.7519121054385,1.26927308956886,6.08989798643648,1.10870693080187,10.8706930801873,0.571875215161653,"Stress",-2.81604648477142,2.81604648477142,"WUE_T decrease","Moderate (2.5-5%)"
"US-StJ",2018,8,"Saline",7.43201051944274,0.572004713591977,6.67857267935088,1.11281420091772,11.2814200917717,0.586574679714218,"Stress",6.51490997628887,6.51490997628887,"WUE_T increase","Strong (>=5%)"
