"model","water_class","EDI_0.30_SPEI3","EDI_0.50_SPEI3","EDI_0.70_SPEI3"
"Pooled","All",-5.80873686902706,-1.14053437692819,3.52766811517068
"Ecosystem","Upland",-2.34856754534529,-0.688043963058545,0.972479619228195
"Ecosystem","Freshwater",179.187252689965,-12.3132636088131,-203.813779907591
"Ecosystem","Saline",14.4108015609482,4.6159826765893,-5.17883620776963
