year,coast_region,water_class,mean_WUE_T_pct_change,mean_abs_WUE_T_pct_change,pct_pixels_increase,pct_pixels_decrease,pct_Stable,pct_Mild,pct_Moderate,pct_Large,pct_Strong
2019,Atlantic Coast,Saline,-2.8166,2.8166,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2020,AK Coast,Upland,0.8474,3.8233,45.41,54.59,6.05,6.0,20.08,48.23,19.64
2020,AK Coast,Freshwater,-2.6841,2.6841,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2020,AK Coast,Saline,-2.8167,2.8167,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2020,Pacific Coast,Upland,0.7436,1.3054,60.4,39.6,27.27,21.29,32.36,19.08,0.0
2020,Pacific Coast,Freshwater,-2.6837,2.6837,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2020,Pacific Coast,Saline,-2.8168,2.8168,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2020,Gulf Coast,Upland,1.7208,23.4418,45.61,54.39,0.73,0.73,2.34,4.24,91.96
2020,Gulf Coast,Freshwater,-2.6832,2.6832,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2020,Gulf Coast,Saline,-2.8167,2.8167,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2020,Atlantic Coast,Upland,-0.6826,1.5662,34.63,65.37,18.35,18.13,40.66,22.85,0.0
2020,Atlantic Coast,Freshwater,-2.6844,2.6844,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2020,Atlantic Coast,Saline,-2.8166,2.8166,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2021,AK Coast,Upland,2.5651,4.4438,62.32,37.68,5.94,5.99,20.13,37.15,30.78
2021,AK Coast,Freshwater,-2.6844,2.6844,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2021,AK Coast,Saline,-2.8165,2.8165,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2021,Pacific Coast,Upland,0.6845,1.5673,51.97,48.03,11.42,18.84,47.03,22.7,0.0
2021,Pacific Coast,Freshwater,-2.6837,2.6837,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2021,Pacific Coast,Saline,-2.8166,2.8166,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2021,Gulf Coast,Upland,27.2985,34.5456,76.9,23.1,0.58,0.58,2.05,3.65,93.13
2021,Gulf Coast,Freshwater,-2.6833,2.6833,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2021,Gulf Coast,Saline,-2.8169,2.8169,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2021,Atlantic Coast,Upland,-0.8768,1.8191,33.89,66.11,14.59,14.39,39.44,31.58,0.0
2021,Atlantic Coast,Freshwater,-2.6844,2.6844,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2021,Atlantic Coast,Saline,-2.8165,2.8165,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2022,AK Coast,Upland,2.2405,4.6007,54.13,45.87,5.06,5.23,21.28,37.68,30.75
2022,AK Coast,Freshwater,-2.6841,2.6841,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2022,AK Coast,Saline,-2.8166,2.8166,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2022,Pacific Coast,Upland,0.824,1.4978,62.19,37.81,18.05,17.11,43.35,21.5,0.0
2022,Pacific Coast,Freshwater,-2.6836,2.6836,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2022,Pacific Coast,Saline,-2.8167,2.8167,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2022,Gulf Coast,Upland,10.8011,26.584,54.53,45.47,0.88,1.31,2.34,5.26,90.21
2022,Gulf Coast,Freshwater,-2.6834,2.6834,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2022,Gulf Coast,Saline,-2.8168,2.8168,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2022,Atlantic Coast,Upland,0.3145,1.4275,56.47,43.53,21.54,17.71,43.15,17.6,0.0
2022,Atlantic Coast,Freshwater,-2.684,2.684,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2022,Atlantic Coast,Saline,-2.8167,2.8167,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2023,AK Coast,Upland,3.3309,5.1911,62.97,37.03,5.29,5.44,17.1,33.83,38.34
2023,AK Coast,Freshwater,-2.6844,2.6844,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2023,AK Coast,Saline,-2.8165,2.8165,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2023,Pacific Coast,Upland,0.4061,1.1189,56.16,43.84,27.15,23.7,38.6,10.54,0.0
2023,Pacific Coast,Freshwater,-2.6839,2.6839,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2023,Pacific Coast,Saline,-2.8167,2.8167,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2023,Gulf Coast,Upland,5.138,16.2513,58.77,41.23,0.58,0.73,4.09,7.89,86.7
2023,Gulf Coast,Freshwater,-2.6847,2.6847,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2023,Gulf Coast,Saline,-2.8161,2.8161,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2023,Atlantic Coast,Upland,0.2993,1.5587,58.18,41.82,18.81,17.42,40.15,23.62,0.0
2023,Atlantic Coast,Freshwater,-2.6839,2.6839,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2023,Atlantic Coast,Saline,-2.8168,2.8168,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2024,AK Coast,Upland,3.0221,4.8296,61.24,38.76,6.47,6.61,21.0,32.01,33.92
2024,AK Coast,Freshwater,-2.6844,2.6844,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2024,AK Coast,Saline,-2.8165,2.8165,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2024,Pacific Coast,Upland,-0.1792,0.8589,35.66,64.34,31.63,28.77,36.81,2.8,0.0
2024,Pacific Coast,Freshwater,-2.6844,2.6844,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2024,Pacific Coast,Saline,-2.8167,2.8167,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2024,Gulf Coast,Upland,10.1332,23.6486,54.68,45.32,0.58,1.02,4.38,5.41,88.6
2024,Gulf Coast,Freshwater,-2.6837,2.6837,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2024,Gulf Coast,Saline,-2.8167,2.8167,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2024,Atlantic Coast,Upland,-0.7491,1.8648,34.41,65.59,13.26,13.48,39.2,34.05,0.0
2024,Atlantic Coast,Freshwater,-2.6843,2.6843,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2024,Atlantic Coast,Saline,-2.8165,2.8165,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2025,AK Coast,Upland,3.2395,4.9189,64.72,35.28,6.35,6.71,18.23,30.95,37.76
2025,AK Coast,Freshwater,-2.6844,2.6844,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2025,AK Coast,Saline,-2.8165,2.8165,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2025,Pacific Coast,Upland,0.5081,1.1551,56.92,43.08,27.62,21.14,40.2,11.04,0.0
2025,Pacific Coast,Freshwater,-2.6839,2.6839,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2025,Pacific Coast,Saline,-2.8168,2.8168,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2025,Gulf Coast,Upland,9.1292,22.3272,59.36,40.64,0.29,0.73,3.22,4.24,91.52
2025,Gulf Coast,Freshwater,-2.6841,2.6841,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2025,Gulf Coast,Saline,-2.8166,2.8166,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2025,Atlantic Coast,Upland,0.5025,1.5449,61.7,38.3,17.18,16.51,45.84,20.48,0.0
2025,Atlantic Coast,Freshwater,-2.6838,2.6838,0.0,100.0,0.0,0.0,0.0,100.0,0.0
2025,Atlantic Coast,Saline,-2.8168,2.8168,0.0,100.0,0.0,0.0,0.0,100.0,0.0
