year,month,coast_region,n_pixels,mean_SPEI3,upland_mean_WUE_T_pct_change,upland_mean_abs_WUE_T_pct_change,upland_mean_lower_pct_change,upland_mean_upper_pct_change,upland_mean_prediction_interval_width,pct_pixels_decrease,pct_pixels_increase,pct_pixels_strong_decrease,pct_pixels_strong_increase,pct_pixels_robust_strong_response,pct_pixels_possible_strong_response,dry_n_pixels,dry_pct_pixels,dry_mean_WUE_T_pct_change,dry_mean_abs_WUE_T_pct_change,dry_pct_pixels_decrease,dry_pct_pixels_increase,dry_pct_pixels_strong_decrease,dry_pct_pixels_strong_increase
2002,8,Gulf Coast,57,-0.1454,1.7972,25.4613,-30.6884,34.2827,64.9711,56.14,43.86,56.14,36.84,24.56,100.0,8,14.04,48.0078,48.0078,0.0,100.0,0.0,100.0
2002,8,Atlantic Coast,835,-0.1231,0.1988,1.494,-29.0674,29.465,58.5323,49.58,50.42,0.0,0.0,0.0,100.0,178,21.32,2.5998,2.5998,0.0,100.0,0.0,0.0
2002,9,AK Coast,1904,-0.3952,-0.8069,3.0613,-29.8519,28.238,58.0899,71.59,28.41,0.0,10.45,0.0,100.0,463,24.32,-3.18,3.18,100.0,0.0,0.0,0.0
2002,9,Pacific Coast,283,-1.0537,1.8722,1.9919,-29.7547,33.4992,63.2539,9.19,90.81,0.0,0.0,0.0,100.0,185,65.37,2.4328,2.4328,0.0,100.0,0.0,0.0
2002,9,Gulf Coast,57,0.1479,-6.5832,22.0055,-38.9036,25.7372,64.6408,68.42,31.58,66.67,24.56,8.77,100.0,2,3.51,53.1418,53.1418,0.0,100.0,0.0,100.0
2002,9,Atlantic Coast,835,-0.1162,0.0977,1.5946,-29.1788,29.3741,58.5529,46.59,53.41,0.0,0.0,0.0,100.0,152,18.2,2.6486,2.6486,0.0,100.0,0.0,0.0
2002,10,AK Coast,1904,0.271,2.0287,3.6035,-26.7714,30.8288,57.6003,35.98,64.02,0.0,23.9,0.0,100.0,160,8.4,-3.4854,3.4854,100.0,0.0,0.0,0.0
2002,10,Pacific Coast,283,-1.617,2.7226,2.8037,-29.0266,34.4718,63.4984,7.07,92.93,0.0,0.0,0.0,100.0,238,84.1,3.1578,3.1578,0.0,100.0,0.0,0.0
2002,10,Gulf Coast,57,0.3412,-15.3698,18.5562,-47.4977,16.7582,64.2559,89.47,10.53,85.96,7.02,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2002,10,Atlantic Coast,835,0.4169,-0.8335,1.8395,-30.1622,28.4952,58.6573,63.47,36.53,0.0,0.0,0.0,100.0,74,8.86,2.6594,2.6594,0.0,100.0,0.0,0.0
2002,11,AK Coast,1904,0.7493,4.5044,5.5946,-24.3681,33.377,57.7451,20.75,79.25,0.0,37.82,0.0,100.0,59,3.1,-3.5187,3.5187,100.0,0.0,0.0,0.0
2002,11,Pacific Coast,283,-1.074,1.8876,2.1044,-29.7726,33.5477,63.3203,13.43,86.57,0.0,0.0,0.0,100.0,177,62.54,2.8796,2.8796,0.0,100.0,0.0,0.0
2002,11,Gulf Coast,57,0.7776,-16.2307,16.5018,-48.5877,16.1262,64.7139,94.74,5.26,84.21,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2002,11,Atlantic Coast,835,0.8009,-1.643,2.002,-30.9807,27.6948,58.6754,87.07,12.93,0.0,0.0,0.0,100.0,30,3.59,2.7348,2.7348,0.0,100.0,0.0,0.0
2002,12,AK Coast,1904,0.5402,3.3357,4.7381,-25.4892,32.1607,57.65,35.4,64.6,0.0,31.36,0.0,100.0,37,1.94,-3.5586,3.5586,100.0,0.0,0.0,0.0
2002,12,Pacific Coast,283,-0.0535,0.2411,1.4379,-31.3686,31.8508,63.2194,50.88,49.12,0.0,0.0,0.0,100.0,52,18.37,2.5297,2.5297,0.0,100.0,0.0,0.0
2002,12,Gulf Coast,57,0.7158,-19.1345,19.1459,-51.3232,13.0543,64.3775,98.25,1.75,94.74,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2002,12,Atlantic Coast,835,1.0587,-2.1835,2.3512,-31.5443,27.1773,58.7216,93.41,6.59,0.0,0.0,0.0,100.0,12,1.44,2.6632,2.6632,0.0,100.0,0.0,0.0
2003,1,AK Coast,1904,0.0189,0.6894,3.8727,-28.1365,29.5152,57.6517,56.72,43.28,0.0,18.96,0.0,100.0,116,6.09,-3.5867,3.5867,100.0,0.0,0.0,0.0
2003,1,Pacific Coast,283,0.3282,-0.4682,0.7625,-32.02,31.0836,63.1036,80.57,19.43,0.0,0.0,0.0,100.0,3,1.06,1.8708,1.8708,0.0,100.0,0.0,0.0
2003,1,Gulf Coast,57,-0.1674,-2.5233,10.2064,-34.7741,29.7274,64.5015,57.89,42.11,38.6,31.58,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,1,Atlantic Coast,835,0.4368,-0.9637,1.2757,-30.2071,28.2798,58.487,73.89,26.11,0.0,0.0,0.0,100.0,4,0.48,2.2726,2.2726,0.0,100.0,0.0,0.0
2003,2,AK Coast,1904,0.1453,0.9252,2.6821,-27.8243,29.6746,57.4989,42.17,57.83,0.0,11.92,0.0,100.0,93,4.88,-3.3848,3.3848,100.0,0.0,0.0,0.0
2003,2,Pacific Coast,283,0.1939,-0.3708,0.6034,-31.9057,31.1642,63.0699,69.96,30.04,0.0,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,2,Gulf Coast,57,-0.0648,-8.7509,11.8521,-40.9393,23.4376,64.377,70.18,29.82,61.4,8.77,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,2,Atlantic Coast,835,0.3064,-0.7499,1.4739,-30.0045,28.5046,58.5091,69.82,30.18,0.0,0.0,0.0,100.0,18,2.16,2.4294,2.4294,0.0,100.0,0.0,0.0
2003,3,AK Coast,1904,-0.1009,-0.4119,2.4922,-29.1819,28.3581,57.5399,60.5,39.5,0.0,6.36,0.0,100.0,101,5.3,-3.4889,3.4889,100.0,0.0,0.0,0.0
2003,3,Pacific Coast,283,-0.1778,0.3343,1.144,-31.2269,31.8955,63.1224,49.47,50.53,0.0,0.0,0.0,100.0,54,19.08,2.1455,2.1455,0.0,100.0,0.0,0.0
2003,3,Gulf Coast,57,-0.2631,5.4074,24.2733,-27.0354,37.8502,64.8857,59.65,40.35,52.63,38.6,24.56,100.0,4,7.02,52.9757,52.9757,0.0,100.0,0.0,100.0
2003,3,Atlantic Coast,835,0.3949,-0.8684,1.4533,-30.1237,28.3869,58.5107,71.02,28.98,0.0,0.0,0.0,100.0,17,2.04,2.3027,2.3027,0.0,100.0,0.0,0.0
2003,4,AK Coast,1904,-0.1277,0.5017,3.2222,-28.4678,29.4712,57.9391,48.48,51.52,0.0,12.97,0.0,100.0,403,21.17,-3.2241,3.2241,100.0,0.0,0.0,0.0
2003,4,Pacific Coast,283,0.2992,-0.5141,0.7184,-32.052,31.0237,63.0757,79.51,20.49,0.0,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,4,Gulf Coast,57,0.6419,-15.6858,15.9155,-47.991,16.6194,64.6104,96.49,3.51,89.47,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,4,Atlantic Coast,835,0.7793,-1.6042,1.8706,-30.9299,27.7214,58.6513,82.28,17.72,0.0,0.0,0.0,100.0,3,0.36,2.7262,2.7262,0.0,100.0,0.0,0.0
2003,5,AK Coast,1904,-0.3937,-0.9617,2.7194,-29.9574,28.0341,57.9915,67.33,32.67,0.0,3.89,0.0,100.0,550,28.89,-3.4315,3.4315,100.0,0.0,0.0,0.0
2003,5,Pacific Coast,283,0.8159,-1.0917,1.0917,-32.663,30.4797,63.1427,100.0,0.0,0.0,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,5,Gulf Coast,57,0.8427,-14.9521,15.1137,-47.3715,17.4673,64.8387,98.25,1.75,84.21,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,5,Atlantic Coast,835,0.5986,-1.1895,1.9576,-30.5135,28.1344,58.6479,68.86,31.14,0.0,0.0,0.0,100.0,36,4.31,2.388,2.388,0.0,100.0,0.0,0.0
2003,6,AK Coast,1904,-0.0508,-0.0894,2.5924,-28.8752,28.6964,57.5716,57.93,42.07,0.0,7.35,0.0,100.0,119,6.25,-3.259,3.259,100.0,0.0,0.0,0.0
2003,6,Pacific Coast,283,0.2937,-0.1938,1.0349,-31.7841,31.3964,63.1805,56.54,43.46,0.0,0.0,0.0,100.0,12,4.24,2.1054,2.1054,0.0,100.0,0.0,0.0
2003,6,Gulf Coast,57,1.394,6.1377,7.6408,-28.2433,40.5188,68.7621,19.3,80.7,7.02,57.89,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,6,Atlantic Coast,835,0.7455,-1.5365,2.1189,-30.8667,27.7937,58.6604,79.88,20.12,0.0,0.0,0.0,100.0,19,2.28,2.3118,2.3118,0.0,100.0,0.0,0.0
2003,7,AK Coast,1904,0.226,1.3647,2.9302,-27.3566,30.0861,57.4427,39.34,60.66,0.0,15.7,0.0,100.0,40,2.1,-3.3852,3.3852,100.0,0.0,0.0,0.0
2003,7,Pacific Coast,283,-0.7955,1.4337,1.7323,-30.1762,33.0437,63.2199,23.32,76.68,0.0,0.0,0.0,100.0,151,53.36,2.4543,2.4543,0.0,100.0,0.0,0.0
2003,7,Gulf Coast,57,1.0568,-6.3006,11.8392,-39.5527,26.9515,66.5042,61.4,38.6,50.88,19.3,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,7,Atlantic Coast,835,0.8026,-1.674,1.9643,-30.998,27.65,58.648,80.0,20.0,0.0,0.0,0.0,100.0,4,0.48,2.2933,2.2933,0.0,100.0,0.0,0.0
2003,8,AK Coast,1904,0.3742,2.4112,3.7718,-26.3352,31.1576,57.4928,35.03,64.97,0.0,27.52,0.0,100.0,32,1.68,-3.012,3.012,100.0,0.0,0.0,0.0
2003,8,Pacific Coast,283,-1.2116,2.039,2.1629,-29.6396,33.7177,63.3573,10.95,89.05,0.0,0.0,0.0,100.0,173,61.13,3.036,3.036,0.0,100.0,0.0,0.0
2003,8,Gulf Coast,57,0.8923,-9.4656,14.1823,-42.5705,23.6393,66.2098,70.18,29.82,63.16,17.54,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,8,Atlantic Coast,835,0.8703,-1.8713,2.118,-31.1933,27.4507,58.6439,86.83,13.17,0.0,0.0,0.0,100.0,13,1.56,2.6849,2.6849,0.0,100.0,0.0,0.0
2003,9,AK Coast,1904,-0.2249,0.0355,3.3705,-28.9634,29.0344,57.9978,60.5,39.5,0.0,14.81,0.0,100.0,431,22.64,-3.2877,3.2877,100.0,0.0,0.0,0.0
2003,9,Pacific Coast,283,-0.6345,1.09,1.3815,-30.4987,32.6787,63.1774,23.32,76.68,0.0,0.0,0.0,100.0,98,34.63,2.5024,2.5024,0.0,100.0,0.0,0.0
2003,9,Gulf Coast,57,0.1771,-6.669,17.1446,-39.0256,25.6876,64.7131,68.42,31.58,63.16,22.81,3.51,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,9,Atlantic Coast,835,0.5622,-1.26,1.6724,-30.5418,28.0218,58.5636,78.56,21.44,0.0,0.0,0.0,100.0,17,2.04,2.6043,2.6043,0.0,100.0,0.0,0.0
2003,10,AK Coast,1904,-0.1606,0.015,3.1285,-28.8912,28.9213,57.8125,54.83,45.17,0.0,10.45,0.0,100.0,372,19.54,-3.4467,3.4467,100.0,0.0,0.0,0.0
2003,10,Pacific Coast,283,-0.0968,0.427,1.1513,-31.1642,32.0181,63.1823,38.52,61.48,0.0,0.0,0.0,100.0,50,17.67,2.0863,2.0863,0.0,100.0,0.0,0.0
2003,10,Gulf Coast,57,-0.3259,12.1257,19.2015,-20.3688,44.6201,64.989,33.33,66.67,22.81,59.65,17.54,100.0,2,3.51,53.4403,53.4403,0.0,100.0,0.0,100.0
2003,10,Atlantic Coast,835,0.6183,-1.3393,1.736,-30.6229,27.9443,58.5672,81.44,18.56,0.0,0.0,0.0,100.0,20,2.4,2.5456,2.5456,0.0,100.0,0.0,0.0
2003,11,AK Coast,1904,-0.1006,0.6425,3.9427,-28.3436,29.6286,57.9722,56.04,43.96,0.0,19.8,0.0,100.0,415,21.8,-3.407,3.407,100.0,0.0,0.0,0.0
2003,11,Pacific Coast,283,-0.0037,0.2103,0.9588,-31.3654,31.7861,63.1515,38.87,61.13,0.0,0.0,0.0,100.0,13,4.59,1.9244,1.9244,0.0,100.0,0.0,0.0
2003,11,Gulf Coast,57,-0.0054,-10.9416,15.5656,-43.1177,21.2345,64.3522,80.7,19.3,73.68,14.04,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,11,Atlantic Coast,835,0.2853,-0.6672,1.3781,-29.9168,28.5825,58.4994,62.99,37.01,0.0,0.0,0.0,100.0,17,2.04,2.4598,2.4598,0.0,100.0,0.0,0.0
2003,12,AK Coast,1904,0.5142,3.2474,4.6118,-25.5253,32.0202,57.5455,30.78,69.22,0.0,35.92,0.0,100.0,6,0.32,-3.1788,3.1788,100.0,0.0,0.0,0.0
2003,12,Pacific Coast,283,0.2122,-0.4717,0.6663,-32.026,31.0825,63.1085,81.27,18.73,0.0,0.0,0.0,100.0,5,1.77,3.5518,3.5518,0.0,100.0,0.0,0.0
2003,12,Gulf Coast,57,-0.0789,-7.8482,14.7772,-40.0498,24.3535,64.4033,75.44,24.56,68.42,19.3,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2003,12,Atlantic Coast,835,0.1574,-0.3546,1.2149,-29.5897,28.8805,58.4702,58.8,41.2,0.0,0.0,0.0,100.0,22,2.63,2.4816,2.4816,0.0,100.0,0.0,0.0
2004,1,AK Coast,1904,-0.0584,-0.0485,2.6569,-28.8205,28.7235,57.5439,57.77,42.23,0.0,8.61,0.0,100.0,131,6.88,-3.5891,3.5891,100.0,0.0,0.0,0.0
2004,1,Pacific Coast,283,0.0398,-0.1434,0.5422,-31.6766,31.3897,63.0663,57.95,42.05,0.0,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,1,Gulf Coast,57,-0.364,10.7356,15.2184,-21.6849,43.156,64.8409,31.58,68.42,15.79,57.89,8.77,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,1,Atlantic Coast,835,-0.4258,0.8376,1.439,-28.4263,30.1016,58.5279,27.19,72.81,0.0,0.0,0.0,100.0,200,23.95,2.6295,2.6295,0.0,100.0,0.0,0.0
2004,2,AK Coast,1904,-0.3193,-0.1957,3.1886,-29.279,28.8876,58.1666,62.29,37.71,0.0,13.81,0.0,100.0,641,33.67,-3.3294,3.3294,100.0,0.0,0.0,0.0
2004,2,Pacific Coast,283,0.1458,-0.1919,0.8651,-31.7427,31.359,63.1016,60.42,39.58,0.0,0.0,0.0,100.0,8,2.83,1.859,1.859,0.0,100.0,0.0,0.0
2004,2,Gulf Coast,57,-0.2063,-0.8784,7.9348,-33.1367,31.38,64.5167,56.14,43.86,33.33,29.82,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,2,Atlantic Coast,835,-0.1294,0.1788,0.9135,-29.05,29.4077,58.4576,49.34,50.66,0.0,0.0,0.0,100.0,72,8.62,2.6882,2.6882,0.0,100.0,0.0,0.0
2004,3,AK Coast,1904,-0.1795,0.2965,4.0265,-28.7133,29.3063,58.0196,66.18,33.82,0.0,21.59,0.0,100.0,432,22.69,-3.3481,3.3481,100.0,0.0,0.0,0.0
2004,3,Pacific Coast,283,-0.365,0.5267,0.6739,-31.012,32.0654,63.0774,30.04,69.96,0.0,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,3,Gulf Coast,57,-0.5842,27.4879,27.4879,-5.1524,60.1283,65.2807,0.0,100.0,0.0,100.0,15.79,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,3,Atlantic Coast,835,-0.7555,1.3842,1.6327,-27.9223,30.6906,58.6128,14.01,85.99,0.0,0.0,0.0,100.0,283,33.89,2.7046,2.7046,0.0,100.0,0.0,0.0
2004,4,AK Coast,1904,0.4492,3.6139,5.4456,-25.307,32.5347,57.8417,32.93,67.07,0.0,46.48,0.0,100.0,232,12.18,-3.4172,3.4172,100.0,0.0,0.0,0.0
2004,4,Pacific Coast,283,-1.1775,1.9296,1.9373,-29.7324,33.5917,63.3241,3.18,96.82,0.0,0.0,0.0,100.0,153,54.06,2.9668,2.9668,0.0,100.0,0.0,0.0
2004,4,Gulf Coast,57,-0.3458,9.2834,13.3348,-23.1068,41.6737,64.7805,31.58,68.42,21.05,54.39,5.26,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,4,Atlantic Coast,835,-0.3213,0.6493,0.9929,-28.5795,29.8781,58.4576,25.39,74.61,0.0,0.0,0.0,100.0,64,7.66,2.6214,2.6214,0.0,100.0,0.0,0.0
2004,5,AK Coast,1904,0.5555,3.2455,3.5767,-25.4528,31.9437,57.3965,15.39,84.61,0.0,27.31,0.0,100.0,5,0.26,-2.4251,2.4251,100.0,0.0,0.0,0.0
2004,5,Pacific Coast,283,-1.38,2.4723,2.4723,-29.1938,34.1383,63.3321,0.0,100.0,0.0,0.0,0.0,100.0,271,95.76,2.5164,2.5164,0.0,100.0,0.0,0.0
2004,5,Gulf Coast,57,-1.1956,48.9587,48.9587,15.3411,82.5764,67.2353,0.0,100.0,0.0,100.0,91.23,100.0,46,80.7,49.2684,49.2684,0.0,100.0,0.0,100.0
2004,5,Atlantic Coast,835,-0.5649,1.0542,1.6869,-28.2409,30.3493,58.5902,29.94,70.06,0.0,0.0,0.0,100.0,319,38.2,2.6371,2.6371,0.0,100.0,0.0,0.0
2004,6,AK Coast,1904,0.2269,2.3559,4.5503,-26.5848,31.2966,57.8814,39.6,60.4,0.0,31.78,0.0,100.0,315,16.54,-3.3582,3.3582,100.0,0.0,0.0,0.0
2004,6,Pacific Coast,283,-1.2621,2.2142,2.2142,-29.4268,33.8551,63.2819,0.0,100.0,0.0,0.0,0.0,100.0,230,81.27,2.4259,2.4259,0.0,100.0,0.0,0.0
2004,6,Gulf Coast,57,-0.9067,40.2617,40.2617,7.105,73.4184,66.3134,0.0,100.0,0.0,96.49,63.16,100.0,21,36.84,50.4063,50.4063,0.0,100.0,0.0,100.0
2004,6,Atlantic Coast,835,0.1068,-0.2847,1.5228,-29.5531,28.9837,58.5368,60.36,39.64,0.0,0.0,0.0,100.0,129,15.45,2.5886,2.5886,0.0,100.0,0.0,0.0
2004,7,AK Coast,1904,-0.2039,0.3166,2.9626,-28.7198,29.3529,58.0727,51.68,48.32,0.0,11.13,0.0,100.0,483,25.37,-3.1495,3.1495,100.0,0.0,0.0,0.0
2004,7,Pacific Coast,283,-0.6681,1.1051,1.1179,-30.4545,32.6647,63.1193,2.47,97.53,0.0,0.0,0.0,100.0,39,13.78,2.0848,2.0848,0.0,100.0,0.0,0.0
2004,7,Gulf Coast,57,-1.362,44.2227,44.3824,10.2224,78.2229,68.0005,1.75,98.25,0.0,98.25,73.68,100.0,51,89.47,44.8366,45.0151,1.96,98.04,0.0,98.04
2004,7,Atlantic Coast,835,0.1472,-0.3685,1.6262,-29.6464,28.9094,58.5558,61.56,38.44,0.0,0.0,0.0,100.0,117,14.01,2.6584,2.6584,0.0,100.0,0.0,0.0
2004,8,AK Coast,1904,-0.7909,-2.0088,2.8072,-31.2782,27.2606,58.5388,85.77,14.23,0.0,2.68,0.0,100.0,822,43.17,-3.2021,3.2021,100.0,0.0,0.0,0.0
2004,8,Pacific Coast,283,0.2494,-0.3958,0.7255,-31.9401,31.1486,63.0887,78.8,21.2,0.0,0.0,0.0,100.0,2,0.71,1.842,1.842,0.0,100.0,0.0,0.0
2004,8,Gulf Coast,57,-0.381,12.749,23.7589,-19.7534,45.2514,65.0048,38.6,61.4,33.33,54.39,29.82,100.0,2,3.51,52.9944,52.9944,0.0,100.0,0.0,100.0
2004,8,Atlantic Coast,835,0.5318,-1.1403,1.494,-30.4046,28.124,58.5285,81.56,18.44,0.0,0.0,0.0,100.0,15,1.8,2.3724,2.3724,0.0,100.0,0.0,0.0
2004,9,AK Coast,1904,-0.7434,-2.0004,3.0552,-31.2185,27.2176,58.4361,82.77,17.23,0.0,2.42,0.0,100.0,726,38.13,-3.2313,3.2313,100.0,0.0,0.0,0.0
2004,9,Pacific Coast,283,0.7948,-0.7197,0.8521,-32.3385,30.8991,63.2376,79.15,20.85,0.0,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,9,Gulf Coast,57,-0.8093,36.902,36.902,3.8641,69.9398,66.0758,0.0,100.0,0.0,96.49,54.39,100.0,18,31.58,52.9558,52.9558,0.0,100.0,0.0,100.0
2004,9,Atlantic Coast,835,0.7082,-1.5,2.3322,-30.8592,27.8591,58.7183,75.21,24.79,0.0,0.0,0.0,100.0,81,9.7,2.5127,2.5127,0.0,100.0,0.0,0.0
2004,10,AK Coast,1904,-0.414,-1.361,2.424,-30.3232,27.6011,57.9243,77.26,22.74,0.0,1.68,0.0,100.0,337,17.7,-3.12,3.12,100.0,0.0,0.0,0.0
2004,10,Pacific Coast,283,1.3842,-1.2385,1.2385,-32.9109,30.434,63.3449,100.0,0.0,0.0,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,10,Gulf Coast,57,2.525,21.8538,21.8538,-23.3868,67.0944,90.4812,0.0,100.0,0.0,100.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,10,Atlantic Coast,835,0.5921,-1.2244,1.8059,-30.5193,28.0706,58.5899,73.65,26.35,0.0,0.0,0.0,100.0,8,0.96,2.2313,2.2313,0.0,100.0,0.0,0.0
2004,11,AK Coast,1904,0.5029,2.9229,3.6945,-25.7886,31.6343,57.4229,20.9,79.1,0.0,29.36,0.0,100.0,12,0.63,-3.7514,3.7514,100.0,0.0,0.0,0.0
2004,11,Pacific Coast,283,0.11,-0.0765,0.7288,-31.6349,31.4819,63.1167,45.23,54.77,0.0,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,11,Gulf Coast,57,2.1632,19.7428,19.7428,-23.5811,63.0666,86.6477,0.0,100.0,0.0,100.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,11,Atlantic Coast,835,0.41,-0.89,1.5586,-30.1675,28.3875,58.5549,72.81,27.19,0.0,0.0,0.0,100.0,28,3.35,2.6949,2.6949,0.0,100.0,0.0,0.0
2004,12,AK Coast,1904,0.6944,4.5475,5.4214,-24.259,33.3539,57.613,16.75,83.25,0.0,50.79,0.0,100.0,85,4.46,-3.4885,3.4885,100.0,0.0,0.0,0.0
2004,12,Pacific Coast,283,-0.1582,0.425,1.1509,-31.1762,32.0261,63.2023,37.1,62.9,0.0,0.0,0.0,100.0,18,6.36,2.3286,2.3286,0.0,100.0,0.0,0.0
2004,12,Gulf Coast,57,2.1597,22.8213,22.8213,-23.6358,69.2783,92.914,0.0,100.0,0.0,100.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2004,12,Atlantic Coast,835,-0.1429,0.2684,1.2055,-28.9739,29.5107,58.4846,36.05,63.95,0.0,0.0,0.0,100.0,47,5.63,2.7714,2.7714,0.0,100.0,0.0,0.0
2005,1,AK Coast,1904,0.6417,3.8511,4.1005,-24.8668,32.5691,57.4358,9.98,90.02,0.0,35.82,0.0,100.0,5,0.26,-2.0907,2.0907,100.0,0.0,0.0,0.0
2005,1,Pacific Coast,283,-0.5131,1.0097,1.576,-30.5907,32.6102,63.2009,29.68,70.32,0.0,0.0,0.0,100.0,123,43.46,2.3548,2.3548,0.0,100.0,0.0,0.0
2005,1,Gulf Coast,57,1.6817,15.3012,15.4838,-24.6287,55.2312,79.8599,5.26,94.74,0.0,87.72,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2005,1,Atlantic Coast,835,-0.0114,0.0174,1.0814,-29.2097,29.2445,58.4542,44.55,55.45,0.0,0.0,0.0,100.0,24,2.87,2.5676,2.5676,0.0,100.0,0.0,0.0
2005,2,AK Coast,1904,0.4504,2.542,3.2934,-26.1614,31.2455,57.4068,21.38,78.62,0.0,19.01,0.0,100.0,7,0.37,-3.7432,3.7432,100.0,0.0,0.0,0.0
2005,2,Pacific Coast,283,-0.6507,1.2514,1.7767,-30.3733,32.8761,63.2494,28.62,71.38,0.0,0.0,0.0,100.0,143,50.53,2.5928,2.5928,0.0,100.0,0.0,0.0
2005,2,Gulf Coast,57,1.666,14.5159,14.7772,-25.0792,54.111,79.1901,5.26,94.74,1.75,80.7,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2005,2,Atlantic Coast,835,-0.2414,0.4306,0.9358,-28.7979,29.6592,58.4571,40.72,59.28,0.0,0.0,0.0,100.0,82,9.82,2.6079,2.6079,0.0,100.0,0.0,0.0
2005,3,AK Coast,1904,0.2764,1.5697,2.957,-27.1439,30.2833,57.4272,35.66,64.34,0.0,15.13,0.0,100.0,31,1.63,-3.5914,3.5914,100.0,0.0,0.0,0.0
2005,3,Pacific Coast,283,-0.7209,1.2973,1.6709,-30.3084,32.903,63.2114,27.21,72.79,0.0,0.0,0.0,100.0,160,56.54,2.4078,2.4078,0.0,100.0,0.0,0.0
2005,3,Gulf Coast,57,1.3398,3.7085,10.4577,-30.818,38.235,69.053,33.33,66.67,24.56,56.14,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2005,3,Atlantic Coast,835,0.2806,-0.6289,1.1775,-29.8583,28.6005,58.4588,74.13,25.87,0.0,0.0,0.0,100.0,15,1.8,2.4139,2.4139,0.0,100.0,0.0,0.0
2005,4,AK Coast,1904,0.1148,1.0019,3.1257,-27.7771,29.7809,57.558,47.16,52.84,0.0,16.86,0.0,100.0,117,6.14,-3.5156,3.5156,100.0,0.0,0.0,0.0
2005,4,Pacific Coast,283,-0.3965,0.6626,1.0086,-30.894,32.2192,63.1132,25.44,74.56,0.0,0.0,0.0,100.0,34,12.01,2.1296,2.1296,0.0,100.0,0.0,0.0
2005,4,Gulf Coast,57,0.8661,-14.4994,15.1368,-46.9128,17.914,64.8268,94.74,5.26,89.47,1.75,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2005,4,Atlantic Coast,835,0.5986,-1.3125,1.7142,-30.6039,27.9789,58.5827,75.81,24.19,0.0,0.0,0.0,100.0,9,1.08,2.4014,2.4014,0.0,100.0,0.0,0.0
2005,5,AK Coast,1904,0.0682,0.419,2.6955,-28.3127,29.1507,57.4633,54.57,45.43,0.0,11.97,0.0,100.0,48,2.52,-3.569,3.569,100.0,0.0,0.0,0.0
2005,5,Pacific Coast,283,0.683,-0.9674,0.9747,-32.5266,30.5918,63.1184,98.59,1.41,0.0,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2005,5,Gulf Coast,57,0.2859,-23.7095,23.7095,-55.8023,8.3834,64.1857,100.0,0.0,100.0,0.0,0.0,100.0,0,0.0,nan,nan,nan,nan,nan,nan
2005,5,Atlantic Coast,835,0.745,-1.557,1.9841,-30.8831,27.769,58.6521,78.92,21.08,0.0,0.0,0.0,100.0,31,3.71,2.4795,2.4795,0.0,100.0,0.0,0.0
2005,6,AK Coast,1904,-0.5002,-1.6164,2.7742,-30.6247,27.3918,58.0165,78.31,21.69,0.0,2.84,0.0,100.0,560,29.41,-3.4457,3.4457,100.0,0.0,0.0,0.0
2005,6,Pacific Coast,283,1.1304,-1.1435,1.1686,-32.7834,30.4965,63.2798,99.65,0.35,0.0,0.0,0.0,100.0,1,0.35,3.5518,3.5518,0.0,100.0,0.0,0.0
