"metric","SPEI_timescale","water_class","coast_region","dry_SPEI_prob_25","dry_SPEI_prob_50","dry_SPEI_prob_75","wet_SPEI_prob_25","wet_SPEI_prob_50","wet_SPEI_prob_75","min_decline_probability_5","max_decline_probability_5"
"WUE_ET","SPEI_1","Upland","Atlantic Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.337960806752055,0.338046430733691
"WUE_ET","SPEI_1","Upland","Pacific Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.351685419590801,0.351772673170116
"WUE_ET","SPEI_1","Upland","Gulf Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.39767508865414,0.397766751780973
"WUE_ET","SPEI_1","Upland","AK Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.350445762777661,0.35053287508937
"WUE_ET","SPEI_1","Freshwater","Atlantic Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.328481477930341,0.32856589219427
"WUE_ET","SPEI_1","Freshwater","Pacific Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.34202000906891,0.342106130037744
"WUE_ET","SPEI_1","Freshwater","Gulf Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.387501202317292,0.387592029415996
"WUE_ET","SPEI_1","Freshwater","AK Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.340796512661537,0.340882485159852
"WUE_ET","SPEI_1","Saline","Atlantic Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.353811843884354,0.353899337045189
"WUE_ET","SPEI_1","Saline","Pacific Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.367822528500671,0.36791151369598
"WUE_ET","SPEI_1","Saline","Gulf Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.414573017363501,0.414665893986385
"WUE_ET","SPEI_1","Saline","AK Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.366558150980688,0.366647007697177
"WUE_ET","SPEI_3","Upland","Atlantic Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.336539570518782,0.33654784226944
"WUE_ET","SPEI_3","Upland","Pacific Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.350237000475567,0.350245431164286
"WUE_ET","SPEI_3","Upland","Gulf Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.396152999092892,0.396161861162881
"WUE_ET","SPEI_3","Upland","AK Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.348999700794266,0.349008117697132
"WUE_ET","SPEI_3","Freshwater","Atlantic Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.327080410735328,0.327088564611856
"WUE_ET","SPEI_3","Freshwater","Pacific Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.34059048447546,0.340598804678565
"WUE_ET","SPEI_3","Freshwater","Gulf Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.385993098586733,0.386001878662621
"WUE_ET","SPEI_3","Freshwater","AK Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.339369464293915,0.339377770020569
"WUE_ET","SPEI_3","Saline","Atlantic Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.352359426887525,0.352367880959906
"WUE_ET","SPEI_3","Saline","Pacific Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.366345203800006,0.366353803613446
"WUE_ET","SPEI_3","Saline","Gulf Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.413030601797267,0.413039583170247
"WUE_ET","SPEI_3","Saline","AK Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.365082971838367,0.365091559093487
"WUE_ET","SPEI_6","Upland","Atlantic Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.3311369724347,0.331176824106744
"WUE_ET","SPEI_6","Upland","Pacific Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.344728765455251,0.344769409717891
"WUE_ET","SPEI_6","Upland","Gulf Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.390356466886753,0.390399285678271
"WUE_ET","SPEI_6","Upland","AK Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.343500637772736,0.343541213150676
"WUE_ET","SPEI_6","Freshwater","Atlantic Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.321756021274649,0.321795287128565
"WUE_ET","SPEI_6","Freshwater","Pacific Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.335155706716834,0.335195799659548
"WUE_ET","SPEI_6","Freshwater","Gulf Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.380251613004421,0.380294014806625
"WUE_ET","SPEI_6","Freshwater","AK Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.333944303133845,0.333984323960091
"WUE_ET","SPEI_6","Saline","Atlantic Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.346835629824044,0.346876390994704
"WUE_ET","SPEI_6","Saline","Pacific Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.360724275350442,0.360765767215275
"WUE_ET","SPEI_6","Saline","Gulf Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.407153628328674,0.407197058967664
"WUE_ET","SPEI_6","Saline","AK Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.359470423440385,0.359511852189541
"WUE_ET","SPEI_12","Upland","Atlantic Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.34018785141128,0.340197952455863
"WUE_ET","SPEI_12","Upland","Pacific Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.353954551353576,0.353964841877423
"WUE_ET","SPEI_12","Upland","Gulf Coast",-1.00254315838463,NA,NA,1.01784183213619,NA,NA,0.400057847244973,0.400068648101092
