"metric","SPEI_timescale","water_class","coast_region","SPEI_value","month_f","site_name","model_group","decline_probability_5","decline_probability_5_lower","decline_probability_5_upper"
"WUE_T","SPEI_6","Freshwater","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_6",0.333914568955281,0.230650604201607,0.456007964852117
"WUE_ET","SPEI_12","Freshwater","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_12",0.330686837098241,0.231732978616391,0.447294306361325
"WUE_T","SPEI_12","Freshwater","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_12",0.319356649789671,0.217831730979759,0.441491049790317
"WUE_ET","SPEI_24","Freshwater","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_24",0.324018093112856,0.226331416081564,0.439894390138891
"WUE_T","SPEI_24","Freshwater","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_24",0.302211807311335,0.204183986187068,0.422326910762575
"WUE_ET","SPEI_36","Freshwater","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_36",0.423375237992494,0.29338857197501,0.564910924525126
"WUE_T","SPEI_36","Freshwater","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_36",0.36232385660184,0.257487663703534,0.48212848559577
"WUE_ET","SPEI_48","Freshwater","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_48",0.474258509854728,0.340072205285776,0.612268616275298
"WUE_T","SPEI_48","Freshwater","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_48",0.435776338900204,0.30506659990763,0.576065567932217
"WUE_ET","SPEI_1","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_1",0.353898459538958,0.271521327156547,0.445967907617418
"WUE_T","SPEI_1","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_1",0.385760768246824,0.299439859899825,0.479918924954142
"WUE_ET","SPEI_3","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_3",0.352359568924475,0.270192469442688,0.44430194253066
"WUE_T","SPEI_3","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_3",0.355274435114508,0.265566387403838,0.456452205290597
"WUE_ET","SPEI_6","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_6",0.346875678181122,0.26553379625946,0.438266526451219
"WUE_T","SPEI_6","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_6",0.359439642974262,0.271248743016126,0.45827278662461
"WUE_ET","SPEI_12","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_12",0.356097083983454,0.273501745908003,0.448245766748437
"WUE_T","SPEI_12","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_12",0.344344187571361,0.256597578142684,0.444168784486461
"WUE_ET","SPEI_24","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_24",0.349183245863862,0.267465245377043,0.440843022731812
"WUE_T","SPEI_24","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_24",0.326501371804157,0.241139250067513,0.425151759536598
"WUE_ET","SPEI_36","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_36",0.451107441666137,0.337315608000975,0.570253494944804
"WUE_T","SPEI_36","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_36",0.388753126476301,0.302044531149149,0.483123413866366
"WUE_ET","SPEI_48","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_48",0.502419631851473,0.38771415348921,0.6168709810382
"WUE_T","SPEI_48","Saline","Atlantic Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_48",0.463667667931054,0.350176313948266,0.58105175366887
"WUE_ET","SPEI_1","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_1",0.351771798066045,0.252182148799878,0.466173630723368
"WUE_T","SPEI_1","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_1",0.383556303065013,0.278867084597775,0.500281766099628
"WUE_ET","SPEI_3","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_3",0.350237142119636,0.250964773152263,0.464430051587416
"WUE_T","SPEI_3","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_3",0.353144024478925,0.247763786515347,0.475040560030366
"WUE_ET","SPEI_6","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_6",0.344768698948481,0.246482690962202,0.458404139419838
"WUE_T","SPEI_6","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_6",0.357298097359219,0.252811071610536,0.477379069311413
"WUE_ET","SPEI_12","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_12",0.353964448628148,0.254048192101783,0.468497012433974
"WUE_T","SPEI_12","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_12",0.342244527467107,0.239032214728022,0.46291253305021
"WUE_ET","SPEI_24","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_24",0.347069698467931,0.248266710333585,0.461076028527212
"WUE_T","SPEI_24","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_24",0.324456669952897,0.224437806728451,0.443556347810675
"WUE_ET","SPEI_36","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_36",0.448802398407563,0.318619277337955,0.586400034978317
"WUE_T","SPEI_36","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_36",0.386542322329489,0.281360264815968,0.503496046196488
"WUE_ET","SPEI_48","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_48",0.500091277452547,0.367169375108591,0.633000279358465
"WUE_T","SPEI_48","Upland","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_48",0.461352388995042,0.330710341521068,0.597527901021589
"WUE_ET","SPEI_1","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_1",0.342105266289953,0.24388079232376,0.456030518576126
"WUE_T","SPEI_1","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_1",0.373519628401335,0.270005536895722,0.490076480266696
"WUE_ET","SPEI_3","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_3",0.340590624263211,0.242675119821068,0.454313318003861
"WUE_T","SPEI_3","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_3",0.34345976397772,0.23952826556957,0.464917615107429
"WUE_ET","SPEI_6","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_6",0.335195098530196,0.238322983470229,0.448269283226949
"WUE_T","SPEI_6","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_6",0.347561128394283,0.24443986457353,0.46728088911364
"WUE_ET","SPEI_12","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_12",0.344269663790582,0.245737468855959,0.458304053345908
"WUE_T","SPEI_12","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_12",0.332705428411283,0.230982713648679,0.45284614571991
"WUE_ET","SPEI_24","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_24",0.337465111227057,0.2400678491769,0.450929804650092
"WUE_T","SPEI_24","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_24",0.315175791932443,0.216692937611345,0.43363888028032
"WUE_ET","SPEI_36","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_36",0.438272254683461,0.309178453913239,0.576301519651693
"WUE_T","SPEI_36","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_36",0.376475230826234,0.272488868011645,0.493240179946909
"WUE_ET","SPEI_48","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_48",0.489426274101964,0.356978469681336,0.62337548129073
"WUE_T","SPEI_48","Freshwater","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_48",0.450768594696201,0.321022951703998,0.587573471681673
"WUE_ET","SPEI_1","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_1",0.367910621230235,0.280387636011927,0.465096380611843
"WUE_T","SPEI_1","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_1",0.400252962428705,0.308828970770557,0.499194314177975
"WUE_ET","SPEI_3","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_3",0.366345348285626,0.279037589801596,0.463411827280898
"WUE_T","SPEI_3","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_3",0.369309936186547,0.274589430318632,0.475296164012863
"WUE_ET","SPEI_6","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_6",0.360765041625413,0.274282037560252,0.457332564435941
"WUE_T","SPEI_6","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_6",0.373544356674883,0.280242142662698,0.477310192740715
"WUE_ET","SPEI_12","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_12",0.37014642617174,0.282397253159305,0.467402294903164
"WUE_T","SPEI_12","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_12",0.358187777154848,0.265268473160214,0.463138482810394
"WUE_ET","SPEI_24","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_24",0.363113637377627,0.276187163258468,0.460011405146648
"WUE_T","SPEI_24","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_24",0.339999612741313,0.24943386768237,0.443996491990149
"WUE_ET","SPEI_36","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_36",0.466191339497321,0.348057894905857,0.588242406647198
"WUE_T","SPEI_36","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_36",0.403283929125845,0.311467012713389,0.502417152553732
"WUE_ET","SPEI_48","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_48",0.517601341033893,0.398791333806076,0.634454009815746
"WUE_T","SPEI_48","Saline","Pacific Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_48",0.478805192755403,0.360819481700429,0.599203872427615
"WUE_ET","SPEI_1","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_1",0.397765832467651,0.280129267752847,0.528532649791241
"WUE_T","SPEI_1","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_1",0.430943357790027,0.308545519317996,0.562403253405247
"WUE_ET","SPEI_3","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_3",0.39615314798485,0.278804821777581,0.526813840825009
"WUE_T","SPEI_3","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_3",0.399206983550233,0.275831157811987,0.536856716817358
"WUE_ET","SPEI_6","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_6",0.390398536887673,0.274026262280737,0.520741913224734
"WUE_T","SPEI_6","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_6",0.403564851069082,0.281153981829767,0.539288348825126
"WUE_ET","SPEI_12","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_12",0.400068235350447,0.282145838089849,0.530831018619493
"WUE_T","SPEI_12","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_12",0.387737983029787,0.266571685353473,0.52458656453613
"WUE_ET","SPEI_24","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_24",0.392821497987608,0.275985319757614,0.523365210705946
"WUE_T","SPEI_24","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_24",0.368911797799196,0.250835885062931,0.505095596607805
"WUE_ET","SPEI_36","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_36",0.497741660965414,0.351945634083133,0.64392274469833
"WUE_T","SPEI_36","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_36",0.434038537902062,0.311233896456124,0.565514094084224
"WUE_ET","SPEI_48","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_48",0.549052307332843,0.40245077660505,0.687605528396286
"WUE_T","SPEI_48","Upland","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_48",0.510392960521674,0.364642576014964,0.654397511338233
"WUE_ET","SPEI_1","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_1",0.387591118483906,0.258054756073323,0.535242772935764
"WUE_T","SPEI_1","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_1",0.420512561307136,0.285116955915231,0.569026454360781
"WUE_ET","SPEI_3","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_3",0.385993246101051,0.256781340397164,0.533547840255004
"WUE_T","SPEI_3","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_3",0.389019218184309,0.25451093266119,0.542850418300353
"WUE_ET","SPEI_6","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_6",0.380293273306773,0.252267382515215,0.527459505228856
"WUE_T","SPEI_6","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_6",0.39333868382538,0.25938220516415,0.545519302286765
"WUE_ET","SPEI_12","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_12",0.389872753768555,0.259987942149988,0.537513617744378
"WUE_T","SPEI_12","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_12",0.377658922141933,0.245687821943475,0.530649257833972
"WUE_ET","SPEI_24","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_24",0.382692889571574,0.254133488332194,0.530068499285241
"WUE_T","SPEI_24","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_24",0.359035139718212,0.230794143721864,0.511179068680497
"WUE_ET","SPEI_36","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_36",0.487077943703768,0.328521402436742,0.648278491125261
"WUE_T","SPEI_36","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_36",0.423588590248223,0.287719462384825,0.572086215598493
"WUE_ET","SPEI_48","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_48",0.538467841575918,0.377364772582282,0.691917822206572
"WUE_T","SPEI_48","Freshwater","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_48",0.499727877695212,0.340673120498263,0.658837728090676
"WUE_ET","SPEI_1","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_1",0.414664962508558,0.295685669370828,0.544507072734
"WUE_T","SPEI_1","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_1",0.448203003436228,0.324966925256558,0.578146784991286
"WUE_ET","SPEI_3","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_3",0.413030752693733,0.29427263685487,0.542850022312057
"WUE_T","SPEI_3","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_3",0.416125034791261,0.291140252038967,0.552913730491082
"WUE_ET","SPEI_6","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_6",0.407196299479682,0.289367135325812,0.536764480297156
"WUE_T","SPEI_6","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_6",0.42053831228597,0.296635488953887,0.555333252122457
"WUE_ET","SPEI_12","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_12",0.416997452459697,0.297771608685593,0.546789952127347
"WUE_T","SPEI_12","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_12",0.404497229377128,0.281571354428868,0.540699300084238
"WUE_ET","SPEI_24","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_24",0.409653455435655,0.291403277144051,0.539363898214178
"WUE_T","SPEI_24","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_24",0.385369492756851,0.265178777759919,0.521383354504242
"WUE_ET","SPEI_36","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_36",0.515254249925548,0.369304785873041,0.658647388574417
"WUE_T","SPEI_36","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_36",0.451323830728761,0.327732438619189,0.581226974612797
"WUE_ET","SPEI_48","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_48",0.566334580499204,0.420715914702381,0.701334059749524
"WUE_T","SPEI_48","Saline","Gulf Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_48",0.527882839867483,0.382277098573062,0.668894351128897
"WUE_ET","SPEI_1","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_1",0.350532001401723,0.2721838668321,0.437864730400354
"WUE_T","SPEI_1","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_1",0.38227054540029,0.300146339336227,0.471719494772093
"WUE_ET","SPEI_3","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_3",0.348999842206713,0.270920620839681,0.436120970618466
"WUE_T","SPEI_3","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_3",0.351902016974532,0.26587082666678,0.448754619488639
"WUE_ET","SPEI_6","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_6",0.343540503585737,0.266122100037017,0.43027616094669
"WUE_T","SPEI_6","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_6",0.356049521707046,0.271595583237875,0.450522026270904
"WUE_ET","SPEI_12","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_12",0.352721129075894,0.274080935794326,0.440241035859859
"WUE_T","SPEI_12","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_12",0.341020644163952,0.256709597318521,0.436751375561379
"WUE_ET","SPEI_24","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_24",0.345837632552913,0.2680448100427,0.432856213677308
"WUE_T","SPEI_24","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_24",0.323265134561275,0.241213566130038,0.417857255167724
"WUE_ET","SPEI_36","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_36",0.447456683115348,0.336899648335054,0.563465092219779
"WUE_T","SPEI_36","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_36",0.385252810616114,0.302747615960561,0.474927362008378
"WUE_ET","SPEI_48","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_48",0.498730923630118,0.387284339205264,0.610303750600368
"WUE_T","SPEI_48","Upland","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_48",0.460000447612963,0.349709701394856,0.574352992396393
"WUE_ET","SPEI_1","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_1",0.340881622900742,0.261563593339337,0.43023848353112
"WUE_T","SPEI_1","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_1",0.372247198763501,0.288868390120938,0.463989880742016
"WUE_ET","SPEI_3","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_3",0.339369603838441,0.260309867317227,0.428530100921885
"WUE_T","SPEI_3","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_3",0.342233796044307,0.255545884443817,0.440911985097856
"WUE_ET","SPEI_6","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_6",0.333983624091734,0.255673691960755,0.422659076472912
"WUE_T","SPEI_6","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_6",0.346328243284654,0.261049887362965,0.442772437350892
"WUE_ET","SPEI_12","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_12",0.343042315447921,0.26345604918501,0.432551340755063
"WUE_T","SPEI_12","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_12",0.331498465337031,0.246599344507239,0.42898371013531
"WUE_ET","SPEI_24","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_24",0.336249582084439,0.257550342774649,0.425223790357027
"WUE_T","SPEI_24","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_24",0.314002497322627,0.231475346801734,0.410246409423099
"WUE_ET","SPEI_36","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_36",0.436933084794162,0.325518495919666,0.555097381599384
"WUE_T","SPEI_36","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_36",0.375198762692956,0.291465866792024,0.467127488992605
"WUE_ET","SPEI_48","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_48",0.488066607509613,0.375035907100388,0.602331005523053
"WUE_T","SPEI_48","Freshwater","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_48",0.449421790819497,0.338024184783794,0.56613453347004
"WUE_ET","SPEI_1","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_1",0.366646116519567,0.306212594764667,0.431587176434199
"WUE_T","SPEI_1","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_1",0.398947457000279,0.33606989394427,0.465343773100709
"WUE_ET","SPEI_3","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_3",0.365083116112988,0.304794229325633,0.429922556064456
"WUE_T","SPEI_3","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_3",0.368043422407908,0.29693608060145,0.44539154551256
"WUE_ET","SPEI_6","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_6",0.359511127703255,0.299680816897376,0.424053537802805
"WUE_T","SPEI_6","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_6",0.372271892855108,0.303649073505449,0.446459998186441
"WUE_ET","SPEI_12","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_12",0.368878721556592,0.308248452373446,0.433953336593082
"WUE_T","SPEI_12","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_12",0.356937819159273,0.28715876873818,0.433364709388661
"WUE_ET","SPEI_24","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_24",0.3618561813274,0.301744559800581,0.426626232876559
"WUE_T","SPEI_24","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_24",0.338779622548199,0.270197345185662,0.414873798971529
"WUE_ET","SPEI_36","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_36",0.464837455048795,0.369099036800864,0.563239124837493
"WUE_T","SPEI_36","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_36",0.401975163666578,0.338815294556085,0.468565057278373
"WUE_ET","SPEI_48","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_ET__SPEI_48",0.516242543490261,0.421826389771217,0.609513200332264
"WUE_T","SPEI_48","Saline","AK Coast",-2.04678708606955,"7","US-A03","WUE_T__SPEI_48",0.477447440543096,0.382709147451696,0.573836646846861
"WUE_ET","SPEI_1","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_ET__SPEI_1",0.338045389077354,0.243768831079708,0.447220633344021
"WUE_T","SPEI_1","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_T__SPEI_1",0.369296564087056,0.26988641786615,0.481190737990721
"WUE_ET","SPEI_3","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_ET__SPEI_3",0.336539740202526,0.242576130514027,0.445492973429001
"WUE_T","SPEI_3","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_T__SPEI_3",0.339617059497475,0.239575707243465,0.456362478908728
"WUE_ET","SPEI_6","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_ET__SPEI_6",0.3311759841502,0.238195824951136,0.439511284160398
"WUE_T","SPEI_6","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_T__SPEI_6",0.343670418358621,0.244560695619113,0.458564247324683
"WUE_ET","SPEI_12","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_ET__SPEI_12",0.340197487614508,0.245600317385179,0.449519642874606
"WUE_T","SPEI_12","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_T__SPEI_12",0.329152289085717,0.23134396985662,0.444404500849843
"WUE_ET","SPEI_24","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_ET__SPEI_24",0.333431659884946,0.239989674875357,0.442092665807911
"WUE_T","SPEI_24","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_T__SPEI_24",0.311838655870459,0.217212783790626,0.42529071954515
"WUE_ET","SPEI_36","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_ET__SPEI_36",0.431550339659299,0.307004898583641,0.56539868751033
"WUE_T","SPEI_36","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_T__SPEI_36",0.37223830390267,0.272339260366259,0.484388474982912
"WUE_ET","SPEI_48","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_ET__SPEI_48",0.482824608173443,0.355037960606564,0.612897816410823
"WUE_T","SPEI_48","Upland","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_T__SPEI_48",0.447053118672803,0.32172425834114,0.579492407419166
"WUE_ET","SPEI_1","Freshwater","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_ET__SPEI_1",0.328564865251042,0.229947560618654,0.44503331439783
"WUE_T","SPEI_1","Freshwater","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_T__SPEI_1",0.359415471548797,0.255083005664845,0.478982308249972
"WUE_ET","SPEI_3","Freshwater","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_ET__SPEI_3",0.327080578000986,0.228784856388693,0.443331339428873
"WUE_T","SPEI_3","Freshwater","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_T__SPEI_3",0.330114439371828,0.226209678213219,0.453758407925146
"WUE_ET","SPEI_6","Freshwater","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_ET__SPEI_6",0.321794459517983,0.224605184162834,0.437319838171102
"WUE_T","SPEI_6","Freshwater","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_T__SPEI_6",0.334111764211877,0.230885917519619,0.456118938956214
"WUE_ET","SPEI_12","Freshwater","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_ET__SPEI_12",0.330686759364817,0.231733058306196,0.447294022049891
"WUE_T","SPEI_12","Freshwater","Atlantic Coast",-2.02408613111988,"7","US-A03","WUE_T__SPEI_12",0.319800680366774,0.218279690358723,0.441850293250945
