"metric","SPEI_timescale","water_class","coast_region","SPEI_value","month_f","site_name","model_group","decline_probability_10","decline_probability_10_lower","decline_probability_10_upper"
"WUE_T","SPEI_3","Upland","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_3",0.346512315864433,0.199321703666932,0.530394594350619
"WUE_ET","SPEI_6","Upland","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_6",0.364568863106137,0.218074478613884,0.541341976731761
"WUE_T","SPEI_6","Upland","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_6",0.345462105109394,0.200003304200049,0.527018819022626
"WUE_ET","SPEI_12","Upland","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_12",0.370536526306777,0.222395856259929,0.547835014940831
"WUE_T","SPEI_12","Upland","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_12",0.365232729632651,0.214570730371079,0.547888669914331
"WUE_ET","SPEI_24","Upland","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_24",0.372654038406315,0.220055358760335,0.55568021415622
"WUE_T","SPEI_24","Upland","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_24",0.323996097346609,0.184987924025426,0.502994370574106
"WUE_ET","SPEI_36","Upland","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_36",0.458374092763104,0.278698128364854,0.649569787366149
"WUE_T","SPEI_36","Upland","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_36",0.398272736788592,0.239728036586674,0.581476279420619
"WUE_ET","SPEI_48","Upland","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_48",0.469982485713275,0.289396972171836,0.658785201424785
"WUE_T","SPEI_48","Upland","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_48",0.472405832750003,0.290904383904268,0.661507161469387
"WUE_ET","SPEI_1","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_1",0.37632629899286,0.206032455784395,0.583866784456729
"WUE_T","SPEI_1","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_1",0.355785096927692,0.190786580327023,0.564020727838701
"WUE_ET","SPEI_3","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_3",0.351877211212551,0.191844993174671,0.553907257156656
"WUE_T","SPEI_3","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_3",0.33529006838999,0.176237595292713,0.543226731274778
"WUE_ET","SPEI_6","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_6",0.353077788745329,0.192714608080117,0.555122920970293
"WUE_T","SPEI_6","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_6",0.334256472834698,0.176666354434537,0.540189791070799
"WUE_ET","SPEI_12","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_12",0.35896361281726,0.196679123705338,0.561548822159653
"WUE_T","SPEI_12","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_12",0.353732378897361,0.189925398647443,0.560982115529726
"WUE_ET","SPEI_24","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_24",0.361052923779091,0.194950223005771,0.568704058336274
"WUE_T","SPEI_24","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_24",0.313153623348364,0.163040684045411,0.516229834189778
"WUE_ET","SPEI_36","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_36",0.446001589388328,0.249974366422665,0.660398462357323
"WUE_T","SPEI_36","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_36",0.386365266371251,0.212950789877493,0.594354514177672
"WUE_ET","SPEI_48","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_48",0.457561350227954,0.259800890894822,0.669666184328109
"WUE_T","SPEI_48","Freshwater","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_48",0.459976233587417,0.261265106657345,0.672282533987167
"WUE_ET","SPEI_1","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_1",0.406669119861449,0.249542566376254,0.585537747276917
"WUE_T","SPEI_1","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_1",0.385495415696224,0.231814756026254,0.565992286646526
"WUE_ET","SPEI_3","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_3",0.381454426109631,0.233687317716191,0.554988516609925
"WUE_T","SPEI_3","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_3",0.364256630916814,0.214756368515824,0.545527835106457
"WUE_ET","SPEI_6","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_6",0.382696331535526,0.234703095606807,0.556187686063673
"WUE_T","SPEI_6","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_6",0.363182529159653,0.215471779409555,0.54217394053938
"WUE_ET","SPEI_12","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_12",0.388779174973886,0.239262762328877,0.562627376663151
"WUE_T","SPEI_12","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_12",0.383373291994048,0.230886751037536,0.562865941455145
"WUE_ET","SPEI_24","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_24",0.390936191912223,0.236630469924542,0.570645469770957
"WUE_T","SPEI_24","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_24",0.341189391307631,0.199545656794238,0.518276771333572
"WUE_ET","SPEI_36","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_36",0.477659657403477,0.29792100592269,0.663376082820655
"WUE_T","SPEI_36","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_36",0.416976348468703,0.257375901412702,0.596103540422225
"WUE_ET","SPEI_48","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_48",0.48931522138596,0.309066178475009,0.672386194988614
"WUE_T","SPEI_48","Saline","Gulf Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_48",0.491745766480432,0.310619163873183,0.675065561407245
"WUE_ET","SPEI_1","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_1",0.343597338420851,0.242488742295632,0.461196975599225
"WUE_T","SPEI_1","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_1",0.323914770585106,0.224439774130838,0.44233295421647
"WUE_ET","SPEI_3","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_3",0.320182959859126,0.228774596817261,0.427852384850226
"WUE_T","SPEI_3","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_3",0.304388184991421,0.207405575979874,0.422543565106163
"WUE_ET","SPEI_6","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_6",0.321329012344304,0.229652686066285,0.429211623185465
"WUE_T","SPEI_6","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_6",0.303406368592449,0.208722368768507,0.418334445599885
"WUE_ET","SPEI_12","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_12",0.326953066394345,0.234070906430441,0.435724767927294
"WUE_T","SPEI_12","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_12",0.321954034980894,0.223842332968777,0.438759313635828
"WUE_ET","SPEI_24","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_24",0.328951671451214,0.229540858842393,0.446467204969766
"WUE_T","SPEI_24","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_24",0.283422028609312,0.193089124923231,0.395311672264232
"WUE_ET","SPEI_36","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_36",0.411208307957559,0.286037943842028,0.549031980934865
"WUE_T","SPEI_36","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_36",0.353257748553301,0.250044709649031,0.472247075042897
"WUE_ET","SPEI_48","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_48",0.422554104608347,0.29748807758062,0.558405587736415
"WUE_T","SPEI_48","Upland","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_48",0.424928963293287,0.298801287800856,0.561652023821016
"WUE_ET","SPEI_1","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_1",0.33242147338309,0.229866603823254,0.453771865531286
"WUE_T","SPEI_1","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_1",0.313073757740649,0.2125924176729,0.434821251342323
"WUE_ET","SPEI_3","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_3",0.309409686081802,0.216464514553072,0.420828972445131
"WUE_T","SPEI_3","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_3",0.293916590963964,0.196246676063368,0.415091921780032
"WUE_ET","SPEI_6","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_6",0.310534791637339,0.217346940022585,0.422127475795918
"WUE_T","SPEI_6","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_6",0.292954326246684,0.197371475175394,0.411116263035065
"WUE_ET","SPEI_12","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_12",0.316057902961652,0.221619817133498,0.428580762317388
"WUE_T","SPEI_12","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_12",0.311148444238958,0.211927002679806,0.431394829847941
"WUE_ET","SPEI_24","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_24",0.318021377093658,0.217440052445189,0.439026946431061
"WUE_T","SPEI_24","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_24",0.273388238210756,0.182382466194222,0.388241485690686
"WUE_ET","SPEI_36","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_36",0.399170649442392,0.2725256667561,0.540908861193445
"WUE_T","SPEI_36","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_36",0.341931348468369,0.2372017173908,0.464729716288414
"WUE_ET","SPEI_48","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_48",0.410415824877944,0.283530910862476,0.550457823534805
"WUE_T","SPEI_48","Freshwater","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_48",0.41277122870406,0.284832944784763,0.553685108152852
"WUE_ET","SPEI_1","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_1",0.361274905580403,0.289524119012814,0.439800058966582
"WUE_T","SPEI_1","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_1",0.34110592650474,0.268123904497421,0.422485746963183
"WUE_ET","SPEI_3","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_3",0.337274861513394,0.277294109036847,0.402995176270988
"WUE_T","SPEI_3","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_3",0.321035102913318,0.247861364519889,0.404202025232825
"WUE_ET","SPEI_6","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_6",0.338451634205635,0.27832970161847,0.404285118628954
"WUE_T","SPEI_6","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_6",0.320024294357007,0.250311204279912,0.39882410192977
"WUE_ET","SPEI_12","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_12",0.344223374018275,0.283261482379633,0.410785717077245
"WUE_T","SPEI_12","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_12",0.339093321481157,0.267777570559975,0.4185455457932
"WUE_ET","SPEI_24","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_24",0.346273234918579,0.274178727344254,0.426193440122456
"WUE_T","SPEI_24","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_24",0.299415864175257,0.232305710435331,0.376407530400197
"WUE_ET","SPEI_36","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_36",0.430085202072024,0.332000437542016,0.53398356357778
"WUE_T","SPEI_36","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_36",0.371151301741777,0.297728705581738,0.451051113766172
"WUE_ET","SPEI_48","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_ET__SPEI_48",0.441561237297546,0.345067282474661,0.542680029763629
"WUE_T","SPEI_48","Saline","AK Coast",-2.11488995091857,"7","US-A03","WUE_T__SPEI_48",0.443960790103028,0.346216193263144,0.546244502159238
"WUE_ET","SPEI_1","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_1",0.266576176962962,0.160594283959179,0.408465045236908
"WUE_T","SPEI_1","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_1",0.250095596112364,0.148135236808431,0.390097393380138
"WUE_ET","SPEI_3","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_3",0.246642808351017,0.149676570132989,0.378467831047293
"WUE_T","SPEI_3","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_3",0.233546597239966,0.136206502604826,0.370604826884745
"WUE_ET","SPEI_6","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_6",0.247621545297506,0.150367969351877,0.379667940524604
"WUE_T","SPEI_6","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_6",0.232853747993622,0.136918873739603,0.36739382821537
"WUE_ET","SPEI_12","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_12",0.252431048669045,0.153593552906284,0.385874532152539
"WUE_T","SPEI_12","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_12",0.248470120010459,0.147652619234763,0.386880280873295
"WUE_ET","SPEI_24","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_24",0.253904130391345,0.151391798605356,0.39363255703022
"WUE_T","SPEI_24","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_24",0.216231996598165,0.126027511083143,0.345478578866536
"WUE_ET","SPEI_36","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_36",0.324868028795057,0.194522832496206,0.489478305873163
"WUE_T","SPEI_36","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_36",0.275139245199586,0.16636443404864,0.419265588105789
"WUE_ET","SPEI_48","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_48",0.336223595899892,0.203826996307465,0.500551756820231
"WUE_T","SPEI_48","Upland","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_48",0.339968350944374,0.206135365654178,0.505377136404351
"WUE_ET","SPEI_1","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_1",0.256924939087242,0.147154236735844,0.40928335746477
"WUE_T","SPEI_1","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_1",0.240845090992045,0.135663363429509,0.390712550650863
"WUE_ET","SPEI_3","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_3",0.237479570934974,0.136807710894877,0.379649947024258
"WUE_T","SPEI_3","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_3",0.224724771999434,0.124631493120262,0.371123560746527
"WUE_ET","SPEI_6","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_6",0.238433454330961,0.137465741516137,0.380818757279023
"WUE_T","SPEI_6","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_6",0.224050443561905,0.125179429476793,0.368149914999246
"WUE_ET","SPEI_12","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_12",0.243122165989421,0.14047484085284,0.3870038747395
"WUE_T","SPEI_12","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_12",0.239260555300631,0.135143678819829,0.387638250325016
"WUE_ET","SPEI_24","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_24",0.244558696042891,0.138631328721079,0.394367780017354
"WUE_T","SPEI_24","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_24",0.207886807080091,0.115088966370098,0.346232906948589
"WUE_ET","SPEI_36","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_36",0.31400992968662,0.179420233781817,0.489352436131366
"WUE_T","SPEI_36","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_36",0.265290125465297,0.152559560439833,0.420033024245825
"WUE_ET","SPEI_48","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_48",0.325168758282095,0.188061231501802,0.500605157886452
"WUE_T","SPEI_48","Freshwater","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_48",0.328851387329587,0.190262857000982,0.505383241852529
"WUE_ET","SPEI_1","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_1",0.281993481394297,0.189235860710029,0.397903940773533
"WUE_T","SPEI_1","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_1",0.264904019340733,0.17473687421878,0.38016545692175
"WUE_ET","SPEI_3","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_3",0.261318030389674,0.177476850647245,0.367089772733164
"WUE_T","SPEI_3","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_3",0.247698799427855,0.160772532655342,0.361385596533546
"WUE_ET","SPEI_6","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_6",0.262334723528049,0.178307315922368,0.368215518817942
"WUE_T","SPEI_6","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_6",0.246977494507045,0.161844887801735,0.357775782136843
"WUE_ET","SPEI_12","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_12",0.267328460336188,0.181994062591127,0.374363265710244
"WUE_T","SPEI_12","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_12",0.263216079440963,0.174260502679077,0.376856883111194
"WUE_ET","SPEI_24","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_24",0.268857211608508,0.178511276973671,0.383577655936357
"WUE_T","SPEI_24","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_24",0.229649358458432,0.149274158018927,0.33619902876006
"WUE_ET","SPEI_36","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_36",0.342084178455782,0.225813827541505,0.481024415558717
"WUE_T","SPEI_36","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_36",0.290855391839279,0.19572908901227,0.40871939571023
"WUE_ET","SPEI_48","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_48",0.353726231187464,0.236421418267128,0.49175081386268
"WUE_T","SPEI_48","Saline","Atlantic Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_48",0.357560916111557,0.238895680560383,0.496702782581777
"WUE_ET","SPEI_1","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_1",0.299695987895518,0.180854562105188,0.453404730098073
"WUE_T","SPEI_1","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_1",0.281954997212209,0.167185282452842,0.43441482045071
"WUE_ET","SPEI_3","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_3",0.278225552269948,0.168744493749932,0.422624289962898
"WUE_T","SPEI_3","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_3",0.264040118919631,0.154026132007144,0.414162774431372
"WUE_ET","SPEI_6","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_6",0.279283155725402,0.169506683028129,0.423868464022564
"WUE_T","SPEI_6","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_6",0.26328788178189,0.154718260910284,0.410999720388018
"WUE_ET","SPEI_12","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_12",0.284475100244927,0.173052414382498,0.430308020640217
"WUE_T","SPEI_12","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_12",0.28019982377811,0.166549098355421,0.431273638189679
"WUE_ET","SPEI_24","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_24",0.286063622136866,0.170691975767854,0.4382104116704
"WUE_T","SPEI_24","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_24",0.24518800221635,0.142596621819227,0.388173059332361
"WUE_ET","SPEI_36","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_36",0.361658868603047,0.218199829076416,0.53490439784389
"WUE_T","SPEI_36","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_36",0.308874897207609,0.187166455206885,0.464499571868358
"WUE_ET","SPEI_48","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_48",0.373588819730567,0.228145347211244,0.54614603484438
"WUE_T","SPEI_48","Upland","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_48",0.377513050930556,0.230653254230312,0.550920654634741
"WUE_ET","SPEI_1","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_1",0.289318676954198,0.172409257642984,0.443062298745972
"WUE_T","SPEI_1","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_1",0.271953432398334,0.15928059605884,0.424121244996734
"WUE_ET","SPEI_3","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_3",0.268306846597431,0.16072459710473,0.41250647024059
"WUE_T","SPEI_3","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_3",0.254448843399938,0.146619108947315,0.404035094733836
"WUE_ET","SPEI_6","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_6",0.26934081621628,0.161478722229519,0.413704359375471
"WUE_T","SPEI_6","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_6",0.253714511295934,0.147232193676686,0.40099506908342
"WUE_ET","SPEI_12","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_12",0.274418305759045,0.16490103835187,0.420082332133195
"WUE_T","SPEI_12","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_12",0.270237087257068,0.158628490761575,0.42107263258052
"WUE_ET","SPEI_24","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_24",0.275972329597371,0.16263343489433,0.427931675493872
"WUE_T","SPEI_24","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_24",0.236061877556792,0.135594054431018,0.378385011217865
"WUE_ET","SPEI_36","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_36",0.350208964920378,0.20861942975511,0.524237408818229
"WUE_T","SPEI_36","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_36",0.298315145288617,0.178515090741394,0.454072971467098
"WUE_ET","SPEI_48","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_48",0.36197539534414,0.2181969587092,0.535590580526793
"WUE_T","SPEI_48","Freshwater","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_48",0.365848883901066,0.220633806817349,0.540372624322198
"WUE_ET","SPEI_1","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_1",0.316202939727759,0.211910955444461,0.442971988143204
"WUE_T","SPEI_1","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_1",0.297900462942598,0.196178295511388,0.424512031287275
"WUE_ET","SPEI_3","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_3",0.294046476442035,0.198915986087485,0.411313070401187
"WUE_T","SPEI_3","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_3",0.279366620003542,0.180927451773747,0.404889100245567
"WUE_ET","SPEI_6","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_6",0.295139627678136,0.199820856548194,0.412488387374285
"WUE_T","SPEI_6","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_6",0.278587246986016,0.181957129517293,0.401356383812232
"WUE_ET","SPEI_12","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_12",0.300503441016366,0.203833434411701,0.418898185542694
"WUE_T","SPEI_12","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_12",0.296086959094976,0.195509220729557,0.421309199079931
"WUE_ET","SPEI_24","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_24",0.302143671595538,0.200182198705659,0.428232733863927
"WUE_T","SPEI_24","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_24",0.259806515232569,0.168072220476692,0.378811229200255
"WUE_ET","SPEI_36","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_36",0.379728111009451,0.251930556722731,0.526708928260915
"WUE_T","SPEI_36","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_36",0.325652318428786,0.218942873051757,0.454130931903224
"WUE_ET","SPEI_48","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_48",0.39188818547982,0.26311397993898,0.537698689074053
"WUE_T","SPEI_48","Saline","Pacific Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_48",0.395883156016101,0.26577993601883,0.54260719160458
"WUE_ET","SPEI_1","Upland","Gulf Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_1",0.387860337290091,0.232114868745885,0.570472082090475
"WUE_T","SPEI_1","Upland","Gulf Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_1",0.367640161573168,0.215737469697057,0.551312131872051
"WUE_ET","SPEI_3","Upland","Gulf Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_3",0.363350865726992,0.217136906728289,0.540096281192359
"WUE_T","SPEI_3","Upland","Gulf Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_3",0.346911320123566,0.199733206812693,0.530630390345323
"WUE_ET","SPEI_6","Upland","Gulf Coast",-2.0921889959689,"7","US-A03","WUE_ET__SPEI_6",0.364568609843532,0.218074444465181,0.541341483563164
"WUE_T","SPEI_6","Upland","Gulf Coast",-2.0921889959689,"7","US-A03","WUE_T__SPEI_6",0.346033994765908,0.200493068344121,0.527516876468664
