"metric","water_class","SPEI_value","month_f","site_name","SPEI_timescale","model_group","decline_probability_2_5","decline_probability_2_5_lower","decline_probability_2_5_upper"
"WUE_ET","Freshwater",-1.45148988405946,"7","US-A03","SPEI_48","WUE_ET",0.511674641757491,0.37989147524367,0.641854656489527
"WUE_T","Freshwater",-1.45148988405946,"7","US-A03","SPEI_48","WUE_T",0.455222718760031,0.33662751004508,0.579124185847081
"WUE_ET","Saline",-1.45148988405946,"7","US-A03","SPEI_48","WUE_ET",0.572525908987095,0.445668423173729,0.690512508397359
"WUE_T","Saline",-1.45148988405946,"7","US-A03","SPEI_48","WUE_T",0.516460797054552,0.399593960925506,0.631554446534161
"WUE_ET","Upland",-1.4285196178589,"7","US-A03","SPEI_48","WUE_ET",0.496482582082954,0.368422285375543,0.625006040190176
"WUE_T","Upland",-1.4285196178589,"7","US-A03","SPEI_48","WUE_T",0.442528373626458,0.327871524024361,0.563656100533949
"WUE_ET","Freshwater",-1.4285196178589,"7","US-A03","SPEI_48","WUE_ET",0.509310000267795,0.377896893809125,0.639448911048727
"WUE_T","Freshwater",-1.4285196178589,"7","US-A03","SPEI_48","WUE_T",0.455222085711307,0.336627285490362,0.579123186574212
"WUE_ET","Saline",-1.4285196178589,"7","US-A03","SPEI_48","WUE_ET",0.570208422290781,0.443592326952581,0.68826026687271
"WUE_T","Saline",-1.4285196178589,"7","US-A03","SPEI_48","WUE_T",0.516460159579283,0.399593726676547,0.631553485750203
"WUE_ET","Upland",-1.40554935165834,"7","US-A03","SPEI_48","WUE_ET",0.494119945119042,0.366471675190156,0.622539433303793
"WUE_T","Upland",-1.40554935165834,"7","US-A03","SPEI_48","WUE_T",0.442527735611479,0.32787131201886,0.56365506498894
"WUE_ET","Freshwater",-1.40554935165834,"7","US-A03","SPEI_48","WUE_ET",0.506947779173882,0.37590208606239,0.637045680585125
"WUE_T","Freshwater",-1.40554935165834,"7","US-A03","SPEI_48","WUE_T",0.455221444339572,0.336627054137923,0.579122178359727
"WUE_ET","Saline",-1.40554935165834,"7","US-A03","SPEI_48","WUE_ET",0.56789063956187,0.441512483363583,0.686008971072052
"WUE_T","Saline",-1.40554935165834,"7","US-A03","SPEI_48","WUE_T",0.516459513722602,0.399593484497587,0.631552517037197
"WUE_ET","Upland",-1.38257908545777,"7","US-A03","SPEI_48","WUE_ET",0.491760540677345,0.364520560569831,0.620077017405171
"WUE_T","Upland",-1.38257908545777,"7","US-A03","SPEI_48","WUE_T",0.442527089450202,0.327871092857878,0.563654021185883
"WUE_ET","Freshwater",-1.38257908545777,"7","US-A03","SPEI_48","WUE_ET",0.504588218315399,0.373907114568711,0.634645417981615
"WUE_T","Freshwater",-1.38257908545777,"7","US-A03","SPEI_48","WUE_T",0.455220794778637,0.336626815938254,0.579121161520674
"WUE_ET","Saline",-1.38257908545777,"7","US-A03","SPEI_48","WUE_ET",0.565572800128829,0.439428944034509,0.683759070395265
"WUE_T","Saline",-1.38257908545777,"7","US-A03","SPEI_48","WUE_T",0.516458859619247,0.399593234327163,0.631551540705833
"WUE_ET","Upland",-1.35960881925721,"7","US-A03","SPEI_48","WUE_ET",0.489404621205353,0.362569003596037,0.617619290303726
"WUE_T","Upland",-1.35960881925721,"7","US-A03","SPEI_48","WUE_T",0.442526435303764,0.327870866489397,0.563652969504104
"WUE_ET","Freshwater",-1.35960881925721,"7","US-A03","SPEI_48","WUE_ET",0.502231572389319,0.371912043259863,0.632248605702966
"WUE_T","Freshwater",-1.35960881925721,"7","US-A03","SPEI_48","WUE_T",0.455220137190485,0.336626570845565,0.57912013642542
"WUE_ET","Saline",-1.35960881925721,"7","US-A03","SPEI_48","WUE_ET",0.563255159034613,0.437341764286122,0.681511041996027
"WUE_T","Saline",-1.35960881925721,"7","US-A03","SPEI_48","WUE_T",0.516458197432327,0.399592976108018,0.631550557115589
"WUE_ET","Upland",-1.33663855305665,"7","US-A03","SPEI_48","WUE_ET",0.487052454185764,0.360617078313654,0.615166769468128
"WUE_T","Upland",-1.33663855305665,"7","US-A03","SPEI_48","WUE_T",0.442525773360114,0.327870632866943,0.563651910370209
"WUE_ET","Freshwater",-1.33663855305665,"7","US-A03","SPEI_48","WUE_ET",0.499878111380326,0.36991694687955,0.629855747466416
"WUE_T","Freshwater",-1.33663855305665,"7","US-A03","SPEI_48","WUE_T",0.455219471764051,0.336626318819557,0.579119103489317
"WUE_ET","Saline",-1.33663855305665,"7","US-A03","SPEI_48","WUE_ET",0.560937987546216,0.435251013528262,0.679265382720087
"WUE_T","Saline",-1.33663855305665,"7","US-A03","SPEI_48","WUE_T",0.516457527352089,0.399592709789099,0.631549566670511
"WUE_ET","Upland",-1.31366828685608,"7","US-A03","SPEI_48","WUE_ET",0.484704322399301,0.358664880100623,0.612719982916952
"WUE_T","Upland",-1.31366828685608,"7","US-A03","SPEI_48","WUE_T",0.442525103832415,0.327870391951299,0.563650844252987
"WUE_ET","Freshwater",-1.31366828685608,"7","US-A03","SPEI_48","WUE_ET",0.497528120841296,0.367921920371384,0.627467359421812
"WUE_T","Freshwater",-1.31366828685608,"7","US-A03","SPEI_48","WUE_T",0.455218798713619,0.336626059827126,0.579118063169699
"WUE_ET","Saline",-1.31366828685608,"7","US-A03","SPEI_48","WUE_ET",0.558621573519051,0.433156785649488,0.677022600536218
"WUE_T","Saline",-1.31366828685608,"7","US-A03","SPEI_48","WUE_T",0.51645684959431,0.399592435327479,0.631548569814335
"WUE_ET","Upland",-1.29069802065552,"7","US-A03","SPEI_48","WUE_ET",0.482360521257599,0.356712534997481,0.610279454299584
"WUE_T","Upland",-1.29069802065552,"7","US-A03","SPEI_48","WUE_T",0.442524426953457,0.32787014371141,0.563649771651246
"WUE_ET","Freshwater",-1.29069802065552,"7","US-A03","SPEI_48","WUE_ET",0.495181899240693,0.365927088327307,0.625083955499979
"WUE_T","Freshwater",-1.29069802065552,"7","US-A03","SPEI_48","WUE_T",0.455218118273202,0.336625793843258,0.579117015953845
"WUE_ET","Saline",-1.29069802065552,"7","US-A03","SPEI_48","WUE_ET",0.556306218866802,0.43105920940309,0.674783200564387
"WUE_T","Saline",-1.29069802065552,"7","US-A03","SPEI_48","WUE_T",0.51645616439463,0.399592152689364,0.631547567018959
"WUE_ET","Upland",-1.26772775445495,"7","US-A03","SPEI_48","WUE_ET",0.48002135923667,0.354760206984567,0.607845695681257
"WUE_T","Upland",-1.26772775445495,"7","US-A03","SPEI_48","WUE_T",0.442523742974331,0.327869888125754,0.563648693089652
"WUE_ET","Freshwater",-1.26772775445495,"7","US-A03","SPEI_48","WUE_ET",0.492839758410855,0.363932612289356,0.622706040409007
"WUE_T","Freshwater",-1.26772775445495,"7","US-A03","SPEI_48","WUE_T",0.45521743069521,0.336625520852395,0.579115962354885
"WUE_ET","Saline",-1.26772775445495,"7","US-A03","SPEI_48","WUE_ET",0.553992240078238,0.428958456637527,0.672547678137508
"WUE_T","Saline",-1.26772775445495,"7","US-A03","SPEI_48","WUE_T",0.516455472007219,0.399591861851632,0.631546558780465
"WUE_ET","Upland",-1.24475748825439,"7","US-A03","SPEI_48","WUE_ET",0.477687163857171,0.352808104191022,0.60541921186433
"WUE_T","Upland",-1.24475748825439,"7","US-A03","SPEI_48","WUE_T",0.442523052170643,0.327869625185184,0.563647609127943
"WUE_ET","Freshwater",-1.24475748825439,"7","US-A03","SPEI_48","WUE_ET",0.490502029552612,0.361938696803654,0.620334114170446
"WUE_T","Freshwater",-1.24475748825439,"7","US-A03","SPEI_48","WUE_T",0.4552167362567,0.336625240851253,0.579114902920996
"WUE_ET","Saline",-1.24475748825439,"7","US-A03","SPEI_48","WUE_ET",0.551679974235571,0.426854749467435,0.670316522453109
"WUE_T","Saline",-1.24475748825439,"7","US-A03","SPEI_48","WUE_T",0.516454772711064,0.399591562805002,0.631545545627759
"WUE_ET","Upland",-1.22178722205383,"7","US-A03","SPEI_48","WUE_ET",0.475358273318586,0.350856484965293,0.603000477303961
"WUE_T","Upland",-1.22178722205383,"7","US-A03","SPEI_48","WUE_T",0.442522354831441,0.32786935489221,0.563646520339649
"WUE_ET","Freshwater",-1.22178722205383,"7","US-A03","SPEI_48","WUE_ET",0.488169054875345,0.359945595703497,0.617968649269276
"WUE_T","Freshwater",-1.22178722205383,"7","US-A03","SPEI_48","WUE_T",0.455216035248237,0.336624953848106,0.579113838214298
"WUE_ET","Saline",-1.22178722205383,"7","US-A03","SPEI_48","WUE_ET",0.549369770840571,0.424748367201711,0.66809019499486
"WUE_T","Saline",-1.22178722205383,"7","US-A03","SPEI_48","WUE_T",0.516454066798755,0.399591255553241,0.631544528102451
"WUE_ET","Upland",-1.19881695585326,"7","US-A03","SPEI_48","WUE_ET",0.473035041676717,0.348905663071865,0.60058993958555
"WUE_T","Upland",-1.19881695585326,"7","US-A03","SPEI_48","WUE_T",0.442521651263113,0.32786907726321,0.563645427317399
"WUE_ET","Freshwater",-1.19881695585326,"7","US-A03","SPEI_48","WUE_ET",0.485841192796731,0.357953617265443,0.615610094218757
"WUE_T","Freshwater",-1.19881695585326,"7","US-A03","SPEI_48","WUE_T",0.45521532797782,0.336624659864987,0.579112768816164
"WUE_ET","Saline",-1.19881695585326,"7","US-A03","SPEI_48","WUE_ET",0.547061997033632,0.422639652456366,0.665869132353065
"WUE_T","Saline",-1.19881695585326,"7","US-A03","SPEI_48","WUE_T",0.516453354580439,0.399590940115628,0.631543506763823
"WUE_ET","Upland",-1.1758466896527,"7","US-A03","SPEI_48","WUE_ET",0.470717847307667,0.346956014068301,0.598188027986528
"WUE_T","Upland",-1.1758466896527,"7","US-A03","SPEI_48","WUE_T",0.44252094179593,0.32786879233162,0.563644330682415
"WUE_ET","Freshwater",-1.1758466896527,"7","US-A03","SPEI_48","WUE_ET",0.483518826443922,0.355963130539754,0.613258882176246
"WUE_T","Freshwater",-1.1758466896527,"7","US-A03","SPEI_48","WUE_T",0.455214614777457,0.33662435894087,0.579111695336676
"WUE_ET","Saline",-1.1758466896527,"7","US-A03","SPEI_48","WUE_ET",0.544757046125936,0.420529018627424,0.663653753742772
"WUE_T","Saline",-1.1758466896527,"7","US-A03","SPEI_48","WUE_T",0.516452636390442,0.399590616530511,0.63154248219772
"WUE_ET","Upland",-1.15287642345214,"7","US-A03","SPEI_48","WUE_ET",0.468407094951493,0.345007980552417,0.595795150876455
"WUE_T","Upland",-1.15287642345214,"7","US-A03","SPEI_48","WUE_T",0.442520226783898,0.327868500149645,0.563643231082293
"WUE_ET","Freshwater",-1.15287642345214,"7","US-A03","SPEI_48","WUE_ET",0.48120236572959,0.353974570667748,0.610915428430594
"WUE_T","Freshwater",-1.15287642345214,"7","US-A03","SPEI_48","WUE_T",0.455213896003017,0.336624051133374,0.579110618412464
"WUE_ET","Saline",-1.15287642345214,"7","US-A03","SPEI_48","WUE_ET",0.542455339800534,0.418416956109391,0.661444458280338
"WUE_T","Saline",-1.15287642345214,"7","US-A03","SPEI_48","WUE_T",0.516451912587114,0.39959028485722,0.631541455014417
"WUE_ET","Upland",-1.12990615725157,"7","US-A03","SPEI_48","WUE_ET",0.466103214675527,0.343062075346498,0.593411689250031
"WUE_T","Upland",-1.12990615725157,"7","US-A03","SPEI_48","WUE_T",0.442519506602483,0.327868200789206,0.563642129185418
"WUE_ET","Freshwater",-1.12990615725157,"7","US-A03","SPEI_48","WUE_ET",0.478892246341499,0.351988442142337,0.608580124039671
"WUE_T","Freshwater",-1.12990615725157,"7","US-A03","SPEI_48","WUE_T",0.455213172031938,0.336623736519701,0.579109538701191
"WUE_ET","Saline",-1.12990615725157,"7","US-A03","SPEI_48","WUE_ET",0.540157327254325,0.416304036248294,0.659241618713751
"WUE_T","Saline",-1.12990615725157,"7","US-A03","SPEI_48","WUE_T",0.51645118355053,0.399589945177124,0.631540425843302
"WUE_ET","Upland",-1.10693589105101,"7","US-A03","SPEI_48","WUE_ET",0.463806648617865,0.341118878474023,0.591037973050661
"WUE_T","Upland",-1.10693589105101,"7","US-A03","SPEI_48","WUE_T",0.442518781637458,0.327867894339728,0.563641025661195
"WUE_ET","Freshwater",-1.10693589105101,"7","US-A03","SPEI_48","WUE_ET",0.476588916472914,0.350005315874251,0.606253312370329
"WUE_T","Freshwater",-1.10693589105101,"7","US-A03","SPEI_48","WUE_T",0.455212443252023,0.336623415194415,0.579108456861941
"WUE_ET","Saline",-1.10693589105101,"7","US-A03","SPEI_48","WUE_ET",0.537863472116214,0.414190908364549,0.657045559296928
"WUE_T","Saline",-1.10693589105101,"7","US-A03","SPEI_48","WUE_T",0.5164504496712,0.399589597591177,0.631539395314211
"WUE_ET","Upland",-1.08396562485045,"7","US-A03","SPEI_48","WUE_ET",0.461517850804353,0.339179036708759,0.588674279892904
"WUE_T","Upland",-1.08396562485045,"7","US-A03","SPEI_48","WUE_T",0.442518052283614,0.327867580908465,0.563639921177113
"WUE_ET","Freshwater",-1.08396562485045,"7","US-A03","SPEI_48","WUE_ET",0.474292836650427,0.348025828835894,0.603935287748117
"WUE_T","Freshwater",-1.08396562485045,"7","US-A03","SPEI_48","WUE_T",0.455211710060141,0.336623087269766,0.579107373552319
"WUE_ET","Saline",-1.08396562485045,"7","US-A03","SPEI_48","WUE_ET",0.535574252339822,0.412078299649618,0.654856554296867
"WUE_T","Saline",-1.08396562485045,"7","US-A03","SPEI_48","WUE_T",0.516449711348763,0.399589242220282,0.631538364054655
"WUE_ET","Upland",-1.06099535864988,"7","US-A03","SPEI_48","WUE_ET",0.459237304061059,0.337243269502675,0.586320860261643
"WUE_T","Upland",-1.06099535864988,"7","US-A03","SPEI_48","WUE_T",0.442517318953606,0.327867260624398,0.56363881641204
"WUE_ET","Freshwater",-1.06099535864988,"7","US-A03","SPEI_48","WUE_ET",0.472004496717104,0.346050690239029,0.601626320185168
"WUE_T","Freshwater",-1.06099535864988,"7","US-A03","SPEI_48","WUE_T",0.455210972871114,0.336622752879609,0.579106289441646
"WUE_ET","Saline",-1.06099535864988,"7","US-A03","SPEI_48","WUE_ET",0.53329017722663,0.409967022188814,0.652674851025467
"WUE_T","Saline",-1.06099535864988,"7","US-A03","SPEI_48","WUE_T",0.516448969000944,0.399588879209611,0.631537332702304
"WUE_ET","Upland",-1.03802509244932,"7","US-A03","SPEI_48","WUE_ET",0.456965526756516,0.335312370442391,0.583977947974551
"WUE_T","Upland",-1.03802509244932,"7","US-A03","SPEI_48","WUE_T",0.442516582080104,0.32786693364001,0.563637712058514
"WUE_ET","Freshwater",-1.03802509244932,"7","US-A03","SPEI_48","WUE_ET",0.469724422630506,0.344080683211586,0.599326665556175
"WUE_T","Freshwater",-1.03802509244932,"7","US-A03","SPEI_48","WUE_T",0.45521023211989,0.336622412181192,0.579105205213266
"WUE_ET","Saline",-1.03802509244932,"7","US-A03","SPEI_48","WUE_ET",0.53101179437856,0.407857975012689,0.650500679416359
"WUE_T","Saline",-1.03802509244932,"7","US-A03","SPEI_48","WUE_T",0.516448223065726,0.399588508730584,0.631536301907136
"WUE_ET","Upland",-1.01505482624875,"7","US-A03","SPEI_48","WUE_ET",0.454703073033057,0.333387204952564,0.581645762116329
"WUE_T","Upland",-1.01505482624875,"7","US-A03","SPEI_48","WUE_T",0.442515842113978,0.327866600131536,0.563636608818871
"WUE_ET","Freshwater",-1.01505482624875,"7","US-A03","SPEI_48","WUE_ET",0.467453176732599,0.342116662689445,0.597036567339041
"WUE_T","Freshwater",-1.01505482624875,"7","US-A03","SPEI_48","WUE_T",0.455209488259712,0.336622065355408,0.579104121560685
"WUE_ET","Saline",-1.01505482624875,"7","US-A03","SPEI_48","WUE_ET",0.528739690159708,0.405752141945716,0.648334253815083
"WUE_T","Saline",-1.01505482624875,"7","US-A03","SPEI_48","WUE_T",0.516447473999522,0.399588130981137,0.631535272327753
"WUE_ET","Upland",-0.99208456004819,"7","US-A03","SPEI_48","WUE_ET",0.452450535615083,0.331468708011687,0.579324514097612
"WUE_T","Upland",-0.99208456004819,"7","US-A03","SPEI_48","WUE_T",0.442515099523612,0.327866260299446,0.563635507403313
"WUE_ET","Freshwater",-0.99208456004819,"7","US-A03","SPEI_48","WUE_ET",0.465191360607072,0.340159553379389,0.594756263356084
"WUE_T","Freshwater",-0.99208456004819,"7","US-A03","SPEI_48","WUE_T",0.455208741761426,0.336621712607293,0.579103039185661
"WUE_ET","Saline",-0.99208456004819,"7","US-A03","SPEI_48","WUE_ET",0.526474492749792,0.403650589439236,0.646175779597789
"WUE_T","Saline",-0.99208456004819,"7","US-A03","SPEI_48","WUE_T",0.516446722276472,0.399587746186253,0.631534244629562
"WUE_ET","Upland",-0.969114293847627,"7","US-A03","SPEI_48","WUE_ET",0.450208536391668,0.32955787541349,0.577014397875801
"WUE_T","Upland",-0.969114293847627,"7","US-A03","SPEI_48","WUE_T",0.442514354789659,0.32786591436669,0.563634408521426
"WUE_ET","Freshwater",-0.969114293847627,"7","US-A03","SPEI_48","WUE_ET",0.462939605659484,0.338210341016154,0.59248597604061
"WUE_T","Freshwater",-0.969114293847627,"7","US-A03","SPEI_48","WUE_T",0.455207993108216,0.336621354164255,0.579101958789786
"WUE_ET","Saline",-0.969114293847627,"7","US-A03","SPEI_48","WUE_ET",0.524216862897419,0.401554457162708,0.644025444212914
"WUE_T","Saline",-0.969114293847627,"7","US-A03","SPEI_48","WUE_T",0.516445968383136,0.399587354596017,0.631533219476778
"WUE_ET","Upland",-0.946144027647063,"7","US-A03","SPEI_48","WUE_ET",0.447977731335357,0.327655760211165,0.574715602756963
"WUE_T","Upland",-0.946144027647063,"7","US-A03","SPEI_48","WUE_T",0.442513608404827,0.327865562578909,0.563633312881503
"WUE_ET","Freshwater",-0.946144027647063,"7","US-A03","SPEI_48","WUE_ET",0.460698578086951,0.336270069137986,0.590225924731008
"WUE_T","Freshwater",-0.946144027647063,"7","US-A03","SPEI_48","WUE_T",0.455207242795381,0.336620990276316,0.579100881073787
"WUE_ET","Saline",-0.946144027647063,"7","US-A03","SPEI_48","WUE_ET",0.521967499057943,0.39946495430137,0.641883429263275
"WUE_T","Saline",-0.946144027647063,"7","US-A03","SPEI_48","WUE_T",0.516445212818279,0.399586956485839,0.631532197531794
"WUE_ET","Upland",-0.923173761446499,"7","US-A03","SPEI_48","WUE_ET",0.445758820774627,0.325763470462865,0.57242833560028
"WUE_T","Upland",-0.923173761446499,"7","US-A03","SPEI_48","WUE_T",0.442512860875206,0.327865205205206,0.563632221192343
"WUE_ET","Freshwater",-0.923173761446499,"7","US-A03","SPEI_48","WUE_ET",0.458468989233788,0.334339837317711,0.587976347129007
"WUE_T","Freshwater",-0.923173761446499,"7","US-A03","SPEI_48","WUE_T",0.455206491331675,0.336620621216916,0.579099806739281
"WUE_ET","Saline",-0.923173761446499,"7","US-A03","SPEI_48","WUE_ET",0.519727147975476,0.397383357268713,0.639749931502333
"WUE_T","Saline",-0.923173761446499,"7","US-A03","SPEI_48","WUE_T",0.516444456094214,0.399586552157282,0.631531179456891
"WUE_ET","Upland",-0.900203495245936,"7","US-A03","SPEI_48","WUE_ET",0.443552561020362,0.32388216637629,0.570152846739965
"WUE_T","Upland",-0.900203495245936,"7","US-A03","SPEI_48","WUE_T",0.442512112720958,0.327864842538549,0.563631134164169
"WUE_ET","Freshwater",-0.900203495245936,"7","US-A03","SPEI_48","WUE_ET",0.456251607321173,0.33242079890426,0.585737524326666
"WUE_T","Freshwater",-0.900203495245936,"7","US-A03","SPEI_48","WUE_T",0.455205739239996,0.336620247283377,0.579098736489627
"WUE_ET","Saline",-0.900203495245936,"7","US-A03","SPEI_48","WUE_ET",0.517496616711811,0.395311006704875,0.637625187520249
"WUE_T","Saline",-0.900203495245936,"7","US-A03","SPEI_48","WUE_T",0.516443698737499,0.399586141938474,0.631530165915134
"WUE_ET","Upland",-0.877233229045372,"7","US-A03","SPEI_48","WUE_ET",0.441359758870746,0.322013050243841,0.567889430339397
"WUE_T","Upland",-0.877233229045372,"7","US-A03","SPEI_48","WUE_T",0.442511364473312,0.327864474894056,0.563630052504557
"WUE_ET","Freshwater",-0.877233229045372,"7","US-A03","SPEI_48","WUE_ET",0.454047251977571,0.330514151017287,0.583509781015365
"WUE_T","Freshwater",-0.877233229045372,"7","US-A03","SPEI_48","WUE_T",0.455204987054371,0.336619868795183,0.579097671025867
"WUE_ET","Saline",-0.877233229045372,"7","US-A03","SPEI_48","WUE_ET",0.515276767417312,0.393249296394143,0.635509474638638
"WUE_T","Saline",-0.877233229045372,"7","US-A03","SPEI_48","WUE_T",0.516442941285899,0.399585726182204,0.631529157566555
"WUE_ET","Upland",-0.854262962844808,"7","US-A03","SPEI_48","WUE_ET",0.439181250110256,0.320157350578662,0.5656383995075
"WUE_T","Upland",-0.854262962844808,"7","US-A03","SPEI_48","WUE_T",0.442510616668884,0.327864102605635,0.563628976910846
"WUE_ET","Freshwater",-0.854262962844808,"7","US-A03","SPEI_48","WUE_ET",0.451856772664378,0.328621118176954,0.581293461214088
"WUE_T","Freshwater",-0.854262962844808,"7","US-A03","SPEI_48","WUE_T",0.455204235314237,0.336619486090563,0.579096611039221
"WUE_ET","Saline",-0.854262962844808,"7","US-A03","SPEI_48","WUE_ET",0.513068495814426,0.391199655619621,0.63340308808192
"WUE_T","Saline",-0.854262962844808,"7","US-A03","SPEI_48","WUE_T",0.516442184282628,0.39958530526221,0.631528155061023
"WUE_ET","Upland",-0.831292696644245,"7","US-A03","SPEI_48","WUE_ET",0.437017906317283,0.318316316460023,0.563400106332047
"WUE_T","Upland",-0.831292696644245,"7","US-A03","SPEI_48","WUE_T",0.442509869848933,0.327863726025121,0.563627908069637
"WUE_ET","Freshwater",-0.831292696644245,"7","US-A03","SPEI_48","WUE_ET",0.449681055544666,0.32674294710662,0.57908894754609
"WUE_T","Freshwater",-0.831292696644245,"7","US-A03","SPEI_48","WUE_T",0.455203484563704,0.33661909952568,0.579095557210526
"WUE_ET","Saline",-0.831292696644245,"7","US-A03","SPEI_48","WUE_ET",0.510872738253557,0.389163542785752,0.63130636027147
"WUE_T","Saline",-0.831292696644245,"7","US-A03","SPEI_48","WUE_T",0.516441428275607,0.399584879572196,0.631527159037818
"WUE_ET","Upland",-0.808322430443681,"7","US-A03","SPEI_48","WUE_ET",0.43487063158576,0.316491208527058,0.561174945880126
"WUE_T","Upland",-0.808322430443681,"7","US-A03","SPEI_48","WUE_T",0.442509124557833,0.327863345520719,0.563626846655472
"WUE_ET","Freshwater",-0.808322430443681,"7","US-A03","SPEI_48","WUE_ET",0.447521020212554,0.324880897772022,0.576896665040279
"WUE_T","Freshwater",-0.808322430443681,"7","US-A03","SPEI_48","WUE_T",0.455202735350012,0.336618709473068,0.579094510208898
"WUE_ET","Saline",-0.808322430443681,"7","US-A03","SPEI_48","WUE_ET",0.508690468557677,0.387142435262891,0.62921966511561
"WUE_T","Saline",-0.808322430443681,"7","US-A03","SPEI_48","WUE_T",0.516440673815907,0.399584449524088,0.631526170124418
"WUE_ET","Upland",-0.785352164243117,"7","US-A03","SPEI_48","WUE_ET",0.432740359523858,0.314683289953009,0.558963360964192
"WUE_T","Upland",-0.785352164243117,"7","US-A03","SPEI_48","WUE_T",0.442508381341245,0.327862961475193,0.563625793329204
"WUE_ET","Freshwater",-0.785352164243117,"7","US-A03","SPEI_48","WUE_ET",0.445377616695406,0.323036234425166,0.574717085655119
"WUE_T","Freshwater",-0.785352164243117,"7","US-A03","SPEI_48","WUE_T",0.455201988221692,0.33661831631984,0.579093470690086
"WUE_ET","Saline",-0.785352164243117,"7","US-A03","SPEI_48","WUE_ET",0.506522695114233,0.385137819126594,0.627143423058166
"WUE_T","Saline",-0.785352164243117,"7","US-A03","SPEI_48","WUE_T",0.516439921455903,0.399584015546019,0.631525188935014
"WUE_ET","Upland",-0.762381898042554,"7","US-A03","SPEI_48","WUE_ET",0.430628055677997,0.312893819200367,0.55676585597915
"WUE_T","Upland",-0.762381898042554,"7","US-A03","SPEI_48","WUE_T",0.442507640744883,0.327862574284259,0.563624748737347
"WUE_ET","Freshwater",-0.762381898042554,"7","US-A03","SPEI_48","WUE_ET",0.443251827910948,0.32121021863255,0.572550741589674
"WUE_T","Freshwater",-0.762381898042554,"7","US-A03","SPEI_48","WUE_T",0.455201243727333,0.336617920466102,0.579092439295765
"WUE_ET","Saline",-0.762381898042554,"7","US-A03","SPEI_48","WUE_ET",0.50437046346547,0.383151180815012,0.625078114735965
"WUE_T","Saline",-0.762381898042554,"7","US-A03","SPEI_48","WUE_T",0.516439171748027,0.399583578080512,0.631524216069947
"WUE_ET","Upland",-0.73941163184199,"7","US-A03","SPEI_48","WUE_ET",0.428534721525665,0.311124042900047,0.554583014046928
"WUE_T","Upland",-0.73941163184199,"7","US-A03","SPEI_48","WUE_T",0.442506903312798,0.32786218435456,0.563623713510903
"WUE_ET","Freshwater",-0.73941163184199,"7","US-A03","SPEI_48","WUE_ET",0.441144673705167,0.319404102526352,0.570398241768282
"WUE_T","Freshwater",-0.73941163184199,"7","US-A03","SPEI_48","WUE_T",0.455200502413849,0.336617522322975,0.579091416652305
"WUE_ET","Saline",-0.73941163184199,"7","US-A03","SPEI_48","WUE_ET",0.502234860508966,0.381183998853772,0.623024297879401
"WUE_T","Saline",-0.73941163184199,"7","US-A03","SPEI_48","WUE_T",0.516438425243028,0.399583137582195,0.631523252114676
"WUE_ET","Upland",-0.716441365641426,"7","US-A03","SPEI_48","WUE_ET",0.4264613967377,0.309375188608886,0.552415511120368
"WUE_T","Upland",-0.716441365641426,"7","US-A03","SPEI_48","WUE_T",0.442506169585578,0.327861792101415,0.563622688264284
"WUE_ET","Freshwater",-0.716441365641426,"7","US-A03","SPEI_48","WUE_ET",0.439057213150943,0.317619121850415,0.568260285405229
"WUE_T","Freshwater",-0.716441365641426,"7","US-A03","SPEI_48","WUE_T",0.455199764824673,0.336617122310378,0.579090403369626
"WUE_ET","Saline",-0.716441365641426,"7","US-A03","SPEI_48","WUE_ET",0.50011701694881,0.379237735400068,0.62098262141781
"WUE_T","Saline",-0.716441365641426,"7","US-A03","SPEI_48","WUE_T",0.516437682488148,0.399582694515279,0.631522297638842
"WUE_ET","Upland",-0.693471099440863,"7","US-A03","SPEI_48","WUE_ET",0.424409161701461,0.307648458202616,0.550264130143884
"WUE_T","Upland",-0.693471099440863,"7","US-A03","SPEI_48","WUE_T",0.442505440098468,0.327861397946404,0.563621673594266
"WUE_ET","Freshwater",-0.693471099440863,"7","US-A03","SPEI_48","WUE_ET",0.43699054711019,0.315856489647938,0.566137675630982
"WUE_T","Freshwater",-0.693471099440863,"7","US-A03","SPEI_48","WUE_T",0.455199031497872,0.336616720854649,0.579089400040093
"WUE_ET","Saline",-0.693471099440863,"7","US-A03","SPEI_48","WUE_ET",0.498018110018403,0.377313828452729,0.618953839704156
"WUE_T","Saline",-0.693471099440863,"7","US-A03","SPEI_48","WUE_T",0.516436944025225,0.399582249350832,0.631521353195356
"WUE_ET","Upland",-0.670500833240299,"7","US-A03","SPEI_48","WUE_ET",0.422379115746361,0.305945019717015,0.548129727935872
"WUE_T","Upland",-0.670500833240299,"7","US-A03","SPEI_48","WUE_T",0.442504715382677,0.327861002316942,0.563620670083062
"WUE_ET","Freshwater",-0.670500833240299,"7","US-A03","SPEI_48","WUE_ET",0.434945796320633,0.314117387039988,0.564031287706348
"WUE_T","Freshwater",-0.670500833240299,"7","US-A03","SPEI_48","WUE_T",0.455198302967447,0.336616318388023,0.57908840724165
"WUE_ET","Saline",-0.670500833240299,"7","US-A03","SPEI_48","WUE_ET",0.495939341312309,0.37541368244064,0.616938781570792
"WUE_T","Saline",-0.670500833240299,"7","US-A03","SPEI_48","WUE_T",0.516436210392007,0.399581802566373,0.631520419323256
