"metric","water_class","SPEI_value","month_f","site_name","SPEI_timescale","model_group","decline_probability_2_5","decline_probability_2_5_lower","decline_probability_2_5_upper"
"WUE_T","Freshwater",-1.70416281226566,"7","US-A03","SPEI_48","WUE_T",0.455229118942468,0.336629544398863,0.579134546038741
"WUE_ET","Saline",-1.70416281226566,"7","US-A03","SPEI_48","WUE_ET",0.597940950477642,0.46822482690982,0.715257689854959
"WUE_T","Saline",-1.70416281226566,"7","US-A03","SPEI_48","WUE_T",0.516467241978584,0.399596030452246,0.631564449831038
"WUE_ET","Upland",-1.6811925460651,"7","US-A03","SPEI_48","WUE_ET",0.522624011966763,0.389816469223912,0.652307932090423
"WUE_T","Upland",-1.6811925460651,"7","US-A03","SPEI_48","WUE_T",0.442534833468679,0.327873399038305,0.56366688831445
"WUE_ET","Freshwater",-1.6811925460651,"7","US-A03","SPEI_48","WUE_ET",0.535408652060307,0.399798168153915,0.665978123192158
"WUE_T","Freshwater",-1.6811925460651,"7","US-A03","SPEI_48","WUE_T",0.455228579537994,0.336629391880541,0.579133652221725
"WUE_ET","Saline",-1.6811925460651,"7","US-A03","SPEI_48","WUE_ET",0.595639628889399,0.466199371295336,0.713014022199014
"WUE_T","Saline",-1.6811925460651,"7","US-A03","SPEI_48","WUE_T",0.516466698804095,0.399595879971407,0.631563583546252
"WUE_ET","Upland",-1.65822227986454,"7","US-A03","SPEI_48","WUE_ET",0.520239439011815,0.387879592134744,0.64981772145151
"WUE_T","Upland",-1.65822227986454,"7","US-A03","SPEI_48","WUE_T",0.442534288611622,0.32787326241297,0.563665954398937
"WUE_ET","Freshwater",-1.65822227986454,"7","US-A03","SPEI_48","WUE_ET",0.533030879788384,0.397813756911342,0.663563532681307
"WUE_T","Freshwater",-1.65822227986454,"7","US-A03","SPEI_48","WUE_T",0.455228031814675,0.336629232927684,0.579132749075112
"WUE_ET","Saline",-1.65822227986454,"7","US-A03","SPEI_48","WUE_ET",0.593335981291586,0.464167979925316,0.710768868028242
"WUE_T","Saline",-1.65822227986454,"7","US-A03","SPEI_48","WUE_T",0.51646614725247,0.399595722032336,0.631562708883036
"WUE_ET","Upland",-1.63525201366397,"7","US-A03","SPEI_48","WUE_ET",0.517855953224836,0.385940309901572,0.647328717451638
"WUE_T","Upland",-1.63525201366397,"7","US-A03","SPEI_48","WUE_T",0.442533735394882,0.327873119109885,0.563665011266964
"WUE_ET","Freshwater",-1.63525201366397,"7","US-A03","SPEI_48","WUE_ET",0.530653610741215,0.395827197379944,0.66114912955753
"WUE_T","Freshwater",-1.63525201366397,"7","US-A03","SPEI_48","WUE_T",0.455227475687665,0.336629067537703,0.579131836434932
"WUE_ET","Saline",-1.63525201366397,"7","US-A03","SPEI_48","WUE_ET",0.591030166367817,0.462131034895109,0.70852225614867
"WUE_T","Saline",-1.63525201366397,"7","US-A03","SPEI_48","WUE_T",0.516465587238265,0.399595556626502,0.631561825690415
"WUE_ET","Upland",-1.61228174746341,"7","US-A03","SPEI_48","WUE_ET",0.515473723206153,0.383998966378897,0.644840979481792
"WUE_T","Upland",-1.61228174746341,"7","US-A03","SPEI_48","WUE_T",0.442533173743935,0.327872969113236,0.56366405878756
"WUE_ET","Freshwater",-1.61228174746341,"7","US-A03","SPEI_48","WUE_ET",0.528277013722918,0.393838844927159,0.65873495503684
"WUE_T","Freshwater",-1.61228174746341,"7","US-A03","SPEI_48","WUE_T",0.455226911082047,0.336628895700656,0.579130914164747
"WUE_ET","Saline",-1.61228174746341,"7","US-A03","SPEI_48","WUE_ET",0.588722345226873,0.460088882674194,0.706274245568826
"WUE_T","Saline",-1.61228174746341,"7","US-A03","SPEI_48","WUE_T",0.51646501868603,0.399595383737064,0.631560933844098
"WUE_ET","Upland",-1.58931148126285,"7","US-A03","SPEI_48","WUE_ET",0.513092921161748,0.382055860031608,0.642354614155877
"WUE_T","Upland",-1.58931148126285,"7","US-A03","SPEI_48","WUE_T",0.442532603603175,0.327872812399615,0.563663096875955
"WUE_ET","Freshwater",-1.58931148126285,"7","US-A03","SPEI_48","WUE_ET",0.52590126130046,0.391849008703526,0.6563210972096
"WUE_T","Freshwater",-1.58931148126285,"7","US-A03","SPEI_48","WUE_T",0.455226337941919,0.33662871739909,0.579129982173705
"WUE_ET","Saline",-1.58931148126285,"7","US-A03","SPEI_48","WUE_ET",0.586412683389552,0.458041822807944,0.704024939214836
"WUE_T","Saline",-1.58931148126285,"7","US-A03","SPEI_48","WUE_T",0.516464441539467,0.399595203338695,0.631560033263714
"WUE_ET","Upland",-1.56634121506228,"7","US-A03","SPEI_48","WUE_ET",0.510713721971594,0.380111252678596,0.639869766236283
"WUE_T","Upland",-1.56634121506228,"7","US-A03","SPEI_48","WUE_T",0.442532024930375,0.327872648938583,0.5636621254819
"WUE_ET","Freshwater",-1.56634121506228,"7","US-A03","SPEI_48","WUE_ET",0.523526528877951,0.389857960629973,0.653907682019366
"WUE_T","Freshwater",-1.56634121506228,"7","US-A03","SPEI_48","WUE_T",0.455225756224832,0.336628532608593,0.579129040404985
"WUE_ET","Saline",-1.56634121506228,"7","US-A03","SPEI_48","WUE_ET",0.584101349910928,0.45599011704211,0.701774475822527
"WUE_T","Saline",-1.56634121506228,"7","US-A03","SPEI_48","WUE_T",0.516463855755822,0.399595015398211,0.631559123901756
"WUE_ET","Upland",-1.54337094886172,"7","US-A03","SPEI_48","WUE_ET",0.508336304526501,0.37816536837011,0.637386623163912
"WUE_T","Upland",-1.54337094886172,"7","US-A03","SPEI_48","WUE_T",0.442531437699982,0.327872478693055,0.563661144595815
"WUE_ET","Freshwater",-1.54337094886172,"7","US-A03","SPEI_48","WUE_ET",0.521152996034601,0.387865934167155,0.651494877839835
"WUE_T","Freshwater",-1.54337094886172,"7","US-A03","SPEI_48","WUE_T",0.455225165905097,0.33662834129817,0.579128088841901
"WUE_ET","Saline",-1.54337094886172,"7","US-A03","SPEI_48","WUE_ET",0.581788518703369,0.453933987896826,0.699523034315521
"WUE_T","Saline",-1.54337094886172,"7","US-A03","SPEI_48","WUE_T",0.51646326130922,0.39959481987499,0.63155820574938
"WUE_ET","Upland",-1.52040068266115,"7","US-A03","SPEI_48","WUE_ET",0.505960853862227,0.376218390197558,0.634905423181151
"WUE_T","Upland",-1.52040068266115,"7","US-A03","SPEI_48","WUE_T",0.44253084190957,0.327872301619989,0.563660154260874
"WUE_ET","Freshwater",-1.52040068266115,"7","US-A03","SPEI_48","WUE_ET",0.518780848660856,0.385873120882015,0.649082903702291
"WUE_T","Freshwater",-1.52040068266115,"7","US-A03","SPEI_48","WUE_T",0.455224566980274,0.336628143430926,0.579127127519898
"WUE_ET","Saline",-1.52040068266115,"7","US-A03","SPEI_48","WUE_ET",0.579474370647619,0.451873615017813,0.697270841513932
"WUE_T","Saline",-1.52040068266115,"7","US-A03","SPEI_48","WUE_T",0.516462658197194,0.399594616721766,0.631557278847814
"WUE_ET","Upland",-1.49743041646059,"7","US-A03","SPEI_48","WUE_ET",0.503587558620959,0.37427047400216,0.632426438147348
"WUE_T","Upland",-1.49743041646059,"7","US-A03","SPEI_48","WUE_T",0.442530237570075,0.327872117671064,0.563659154552791
"WUE_ET","Freshwater",-1.49743041646059,"7","US-A03","SPEI_48","WUE_ET",0.51641027642977,0.383879684528331,0.646672012233163
"WUE_T","Freshwater",-1.49743041646059,"7","US-A03","SPEI_48","WUE_T",0.455223959461354,0.336627938964742,0.579126156506537
"WUE_ET","Saline",-1.49743041646059,"7","US-A03","SPEI_48","WUE_ET",0.577159091159661,0.449809149733934,0.695018156505155
"WUE_T","Saline",-1.49743041646059,"7","US-A03","SPEI_48","WUE_T",0.516462046430806,0.399594405885364,0.631556343269224
"WUE_ET","Upland",-1.47446015026003,"7","US-A03","SPEI_48","WUE_ET",0.501216611134542,0.37232175335777,0.629949969465708
"WUE_T","Upland",-1.47446015026003,"7","US-A03","SPEI_48","WUE_T",0.44252962470422,0.327871926793209,0.56365814557608
"WUE_ET","Freshwater",-1.47446015026003,"7","US-A03","SPEI_48","WUE_ET",0.514041472884326,0.381885766095747,0.644262485670536
"WUE_T","Freshwater",-1.47446015026003,"7","US-A03","SPEI_48","WUE_T",0.455223343371179,0.336627727852795,0.5791251758978
"WUE_ET","Saline",-1.47446015026003,"7","US-A03","SPEI_48","WUE_ET",0.574842870299789,0.447740720298884,0.692765267017335
"WUE_T","Saline",-1.47446015026003,"7","US-A03","SPEI_48","WUE_T",0.51646142603305,0.3995941873073,0.631555399113165
"WUE_ET","Upland",-1.45148988405946,"7","US-A03","SPEI_48","WUE_ET",0.498848213743739,0.37037233156697,0.62747636854449
"WUE_T","Upland",-1.45148988405946,"7","US-A03","SPEI_48","WUE_T",0.442529003362028,0.327871728930147,0.563657127493271
