"smooth_term","edf","Ref.df","F","p-value"
"s(SPEI_value):model_groupWUE_ET",0.677385865366795,5,0.206075733380302,0.253576054218519
"s(SPEI_value):model_groupWUE_T",0.489230355314551,5,0.215163300277113,0.172479287425742
"s(site_name)",23.9853166999916,36,3.07969276854452,0
