"site_name","metric","SPEI_timescale","month_f","baseline_WUE","baseline_n"
"US-SCg","WUE_T","SPEI_48","3",11.3273179486856,7
"US-SCg","WUE_T","SPEI_48","4",8.50143278545226,5
"US-SCg","WUE_T","SPEI_48","5",1.44965936307932,1
"US-SCs","WUE_ET","SPEI_48","3",4.28684888151651,4
"US-SCs","WUE_ET","SPEI_48","4",3.49363270237172,4
"US-SCs","WUE_ET","SPEI_48","5",4.2197373864255,2
"US-SCs","WUE_ET","SPEI_48","6",3.60012482745638,2
"US-SCs","WUE_T","SPEI_48","3",10.2593527531447,4
"US-SCs","WUE_T","SPEI_48","4",10.7340706923931,4
"US-SCs","WUE_T","SPEI_48","5",7.5251820591801,2
"US-SCs","WUE_T","SPEI_48","6",8.47637483486628,2
"US-Skr","WUE_ET","SPEI_48","2",1.90051668265645,5
"US-Skr","WUE_ET","SPEI_48","3",1.78917021152902,6
"US-Skr","WUE_ET","SPEI_48","4",1.95654159102962,7
"US-Skr","WUE_ET","SPEI_48","5",2.14476068080829,6
"US-Skr","WUE_ET","SPEI_48","6",1.58088219197085,6
"US-Skr","WUE_ET","SPEI_48","7",1.5838076799275,7
"US-Skr","WUE_ET","SPEI_48","8",1.43086190196944,8
"US-Skr","WUE_ET","SPEI_48","9",1.3805376651587,8
"US-Skr","WUE_ET","SPEI_48","10",1.50847332996837,6
"US-Skr","WUE_T","SPEI_48","2",2.86373834333062,5
"US-Skr","WUE_T","SPEI_48","3",2.49324201346308,6
"US-Skr","WUE_T","SPEI_48","4",2.74004629749497,7
"US-Skr","WUE_T","SPEI_48","5",3.04817675523901,6
"US-Skr","WUE_T","SPEI_48","6",2.34810309442236,6
"US-Skr","WUE_T","SPEI_48","7",2.50723284424149,7
"US-Skr","WUE_T","SPEI_48","8",2.05456841184265,8
"US-Skr","WUE_T","SPEI_48","9",1.9648140908077,8
"US-Skr","WUE_T","SPEI_48","10",2.12936848182932,6
"US-Slt","WUE_ET","SPEI_48","5",1.85376787006008,11
"US-Slt","WUE_ET","SPEI_48","6",1.97905755510302,11
"US-Slt","WUE_ET","SPEI_48","7",1.87092612308224,11
"US-Slt","WUE_ET","SPEI_48","8",1.82892364491877,12
"US-Slt","WUE_ET","SPEI_48","9",1.76031760256102,11
"US-Slt","WUE_T","SPEI_48","5",2.37232300192326,11
"US-Slt","WUE_T","SPEI_48","6",2.50896218415104,11
"US-Slt","WUE_T","SPEI_48","7",2.33865845719307,11
"US-Slt","WUE_T","SPEI_48","8",2.41750801240669,12
"US-Slt","WUE_T","SPEI_48","9",2.31696169592268,11
"US-Snd","WUE_ET","SPEI_48","3",2.2885778038747,6
"US-Snd","WUE_ET","SPEI_48","4",2.37098347524877,7
"US-Snd","WUE_ET","SPEI_48","5",2.28962293339427,8
"US-Snd","WUE_ET","SPEI_48","6",1.98821838673033,8
"US-Snd","WUE_ET","SPEI_48","7",1.86387245260309,7
"US-Snd","WUE_ET","SPEI_48","8",1.92670950864682,7
"US-Snd","WUE_ET","SPEI_48","9",1.90411639050969,8
"US-Snd","WUE_T","SPEI_48","3",3.69995909709777,6
"US-Snd","WUE_T","SPEI_48","4",3.70807030253175,7
"US-Snd","WUE_T","SPEI_48","5",3.86484128076084,8
"US-Snd","WUE_T","SPEI_48","6",3.79280630019641,8
"US-Snd","WUE_T","SPEI_48","7",3.66523099888805,7
"US-Snd","WUE_T","SPEI_48","8",3.93575557906903,7
"US-Snd","WUE_T","SPEI_48","9",3.9903041648395,8
"US-Sne","WUE_ET","SPEI_48","6",1.73517401794317,1
"US-Sne","WUE_T","SPEI_48","6",3.16584306093757,1
"US-SO2","WUE_ET","SPEI_48","4",1.37882455176719,6
"US-SO2","WUE_ET","SPEI_48","5",1.88765702957643,7
"US-SO2","WUE_ET","SPEI_48","6",1.72666876930516,6
"US-SO2","WUE_ET","SPEI_48","7",1.25561278572205,5
"US-SO2","WUE_ET","SPEI_48","8",1.16619150782425,2
"US-SO2","WUE_T","SPEI_48","4",5.06237390892774,6
"US-SO2","WUE_T","SPEI_48","5",5.37865895762476,7
"US-SO2","WUE_T","SPEI_48","6",8.72977222020597,6
"US-SO2","WUE_T","SPEI_48","7",8.24253528253725,5
"US-SO2","WUE_T","SPEI_48","8",4.93352248767907,2
"US-SO3","WUE_ET","SPEI_48","3",0.584514087221972,6
"US-SO3","WUE_ET","SPEI_48","4",0.849432060858241,6
"US-SO3","WUE_ET","SPEI_48","5",0.972985596892586,4
"US-SO3","WUE_ET","SPEI_48","6",0.680160300882586,2
"US-SO3","WUE_ET","SPEI_48","7",0.668483719381555,3
"US-SO3","WUE_T","SPEI_48","3",2.50355464215956,6
"US-SO3","WUE_T","SPEI_48","4",3.13468476829732,6
"US-SO3","WUE_T","SPEI_48","5",4.49709229875867,4
"US-SO3","WUE_T","SPEI_48","6",2.97765331272493,2
"US-SO3","WUE_T","SPEI_48","7",4.43623512983466,3
"US-SO4","WUE_ET","SPEI_48","4",1.76373753490931,3
"US-SO4","WUE_ET","SPEI_48","5",1.70571043379475,2
"US-SO4","WUE_ET","SPEI_48","6",2.11799244201234,1
"US-SO4","WUE_ET","SPEI_48","7",1.2815719391836,1
"US-SO4","WUE_ET","SPEI_48","8",0.914114741451497,1
"US-SO4","WUE_T","SPEI_48","4",10.9332712261188,3
"US-SO4","WUE_T","SPEI_48","5",8.83682619145855,2
"US-SO4","WUE_T","SPEI_48","6",17.9173349842262,1
"US-SO4","WUE_T","SPEI_48","7",10.8264164672113,1
"US-SO4","WUE_T","SPEI_48","8",3.57786617226737,1
"US-StJ","WUE_ET","SPEI_48","5",3.247331200631,5
"US-StJ","WUE_ET","SPEI_48","6",3.48576685861019,5
"US-StJ","WUE_ET","SPEI_48","7",4.19941519013108,5
"US-StJ","WUE_ET","SPEI_48","8",4.07112794942199,5
"US-StJ","WUE_ET","SPEI_48","9",3.86027956520629,5
"US-StJ","WUE_T","SPEI_48","5",7.21118227232107,5
"US-StJ","WUE_T","SPEI_48","6",5.55747246303461,5
"US-StJ","WUE_T","SPEI_48","7",6.53492732552212,5
"US-StJ","WUE_T","SPEI_48","8",6.943380640605,5
"US-StJ","WUE_T","SPEI_48","9",8.36695536722426,5
"US-StS","WUE_ET","SPEI_48","6",1.7232397746144,1
"US-StS","WUE_ET","SPEI_48","7",1.50200595103047,1
"US-StS","WUE_ET","SPEI_48","8",1.60036604171278,1
"US-StS","WUE_T","SPEI_48","6",2.34272970072795,1
"US-StS","WUE_T","SPEI_48","7",2.06197071464048,1
"US-StS","WUE_T","SPEI_48","8",2.11822320189961,1
"US-TaS","WUE_ET","SPEI_48","4",0.774202159886014,2
"US-TaS","WUE_ET","SPEI_48","5",0.83757187123584,2
"US-TaS","WUE_ET","SPEI_48","8",0.581369248142613,1
"US-TaS","WUE_T","SPEI_48","4",3.61734557665061,2
"US-TaS","WUE_T","SPEI_48","5",3.72800753598517,2
"US-TaS","WUE_T","SPEI_48","8",2.95317875449676,1
"US-Tw1","WUE_ET","SPEI_48","6",1.5707406345154,4
"US-Tw1","WUE_ET","SPEI_48","7",1.76155665991035,6
"US-Tw1","WUE_ET","SPEI_48","8",1.90869490479829,7
"US-Tw1","WUE_ET","SPEI_48","9",1.81963802259403,8
"US-Tw1","WUE_ET","SPEI_48","10",1.77197976965022,8
"US-Tw1","WUE_T","SPEI_48","6",3.98484256883883,4
"US-Tw1","WUE_T","SPEI_48","7",3.04287955847808,6
"US-Tw1","WUE_T","SPEI_48","8",2.87000338635499,7
"US-Tw1","WUE_T","SPEI_48","9",3.20766575050801,8
"US-Tw1","WUE_T","SPEI_48","10",3.91471629736963,8
"US-Tw2","WUE_ET","SPEI_48","5",8.49181158094632,1
"US-Tw2","WUE_ET","SPEI_48","7",2.50579361854645,1
"US-Tw2","WUE_ET","SPEI_48","8",3.58129048323369,1
"US-Tw2","WUE_ET","SPEI_48","9",2.85084076184559,1
"US-Tw2","WUE_T","SPEI_48","5",35.0486559538897,1
"US-Tw2","WUE_T","SPEI_48","7",4.38834794323656,1
"US-Tw2","WUE_T","SPEI_48","8",5.54061319559454,1
"US-Tw2","WUE_T","SPEI_48","9",6.68225601865057,1
"US-Tw3","WUE_ET","SPEI_48","3",2.39317630370175,2
"US-Tw3","WUE_ET","SPEI_48","4",2.89069642613595,2
"US-Tw3","WUE_ET","SPEI_48","5",2.63105606442871,2
"US-Tw3","WUE_ET","SPEI_48","6",2.14266511711643,2
"US-Tw3","WUE_ET","SPEI_48","7",2.16028380019501,2
"US-Tw3","WUE_ET","SPEI_48","8",1.97266610543974,2
"US-Tw3","WUE_ET","SPEI_48","9",2.61314877661271,3
"US-Tw3","WUE_T","SPEI_48","3",3.94935304220484,2
"US-Tw3","WUE_T","SPEI_48","4",4.39298379410579,2
"US-Tw3","WUE_T","SPEI_48","5",4.00837264934192,2
"US-Tw3","WUE_T","SPEI_48","6",3.78629712088705,2
"US-Tw3","WUE_T","SPEI_48","7",3.59023902379489,2
"US-Tw3","WUE_T","SPEI_48","8",3.69289027413997,2
"US-Tw3","WUE_T","SPEI_48","9",4.50228037809282,3
"US-Tw4","WUE_ET","SPEI_48","5",1.54886333076215,3
"US-Tw4","WUE_ET","SPEI_48","6",1.73981855811713,4
"US-Tw4","WUE_ET","SPEI_48","7",1.785116431649,4
"US-Tw4","WUE_ET","SPEI_48","8",2.00280180342034,4
"US-Tw4","WUE_ET","SPEI_48","9",1.82855908495806,5
"US-Tw4","WUE_ET","SPEI_48","10",2.02541739015435,4
"US-Tw4","WUE_T","SPEI_48","5",4.09199125470028,3
"US-Tw4","WUE_T","SPEI_48","6",3.89275781751462,4
"US-Tw4","WUE_T","SPEI_48","7",3.10110811909968,4
"US-Tw4","WUE_T","SPEI_48","8",3.35711518004723,4
"US-Tw4","WUE_T","SPEI_48","9",3.93435632685852,5
"US-Tw4","WUE_T","SPEI_48","10",4.50417593622675,4
"US-Twt","WUE_ET","SPEI_48","6",1.11707864689093,7
"US-Twt","WUE_ET","SPEI_48","7",1.75845063870636,6
"US-Twt","WUE_ET","SPEI_48","8",2.26453124184832,6
"US-Twt","WUE_ET","SPEI_48","9",1.75193080004955,7
"US-Twt","WUE_T","SPEI_48","6",2.11856774228875,7
"US-Twt","WUE_T","SPEI_48","7",2.892606929107,6
"US-Twt","WUE_T","SPEI_48","8",3.46236859655024,6
"US-Twt","WUE_T","SPEI_48","9",2.9320950739762,7
"US-Upa","WUE_ET","SPEI_48","6",0.377497543968814,1
"US-Upa","WUE_ET","SPEI_48","7",1.04334288479729,1
"US-Upa","WUE_ET","SPEI_48","8",0.859734057656621,1
"US-Upa","WUE_T","SPEI_48","6",0.848953435215791,1
"US-Upa","WUE_T","SPEI_48","7",3.13857582389652,1
"US-Upa","WUE_T","SPEI_48","8",2.36684540507787,1
"US-Wpp","WUE_ET","SPEI_48","4",3.87921267796709,1
"US-Wpp","WUE_ET","SPEI_48","5",4.24260466155082,1
"US-Wpp","WUE_ET","SPEI_48","6",2.69590207185593,1
"US-Wpp","WUE_ET","SPEI_48","7",2.28215689347007,1
"US-Wpp","WUE_ET","SPEI_48","8",2.2740414395012,1
"US-Wpp","WUE_T","SPEI_48","4",5.54941769615662,1
"US-Wpp","WUE_T","SPEI_48","5",5.77020128926907,1
"US-Wpp","WUE_T","SPEI_48","6",4.23522830524504,1
"US-Wpp","WUE_T","SPEI_48","7",7.38576566483596,1
"US-Wpp","WUE_T","SPEI_48","8",7.4810382926728,1
"US-xBA","WUE_ET","SPEI_48","5",3.14755559463656,1
"US-xBA","WUE_ET","SPEI_48","6",1.49245185918718,2
"US-xBA","WUE_ET","SPEI_48","7",0.633738940705848,1
"US-xBA","WUE_ET","SPEI_48","8",2.48652376178305,2
"US-xBA","WUE_T","SPEI_48","5",4.92930117177466,1
"US-xBA","WUE_T","SPEI_48","6",2.86357246580981,2
"US-xBA","WUE_T","SPEI_48","7",1.50838222621327,1
"US-xBA","WUE_T","SPEI_48","8",4.37974171659773,2
"US-xSB","WUE_ET","SPEI_48","3",1.82115965884724,1
"US-xSB","WUE_ET","SPEI_48","4",2.15979297967935,3
"US-xSB","WUE_ET","SPEI_48","5",2.3202383595145,1
"US-xSB","WUE_ET","SPEI_48","6",2.60241874148217,2
"US-xSB","WUE_ET","SPEI_48","7",2.51409653671364,2
"US-xSB","WUE_ET","SPEI_48","8",2.36434885890722,2
"US-xSB","WUE_ET","SPEI_48","9",2.17579702639012,2
"US-xSB","WUE_ET","SPEI_48","10",2.1841764059687,2
"US-xSB","WUE_T","SPEI_48","3",7.42172103865834,1
"US-xSB","WUE_T","SPEI_48","4",7.44544445095892,3
"US-xSB","WUE_T","SPEI_48","5",7.63082984434877,1
"US-xSB","WUE_T","SPEI_48","6",8.40483914957487,2
"US-xSB","WUE_T","SPEI_48","7",6.53257890845466,2
"US-xSB","WUE_T","SPEI_48","8",6.06746356387791,2
"US-xSB","WUE_T","SPEI_48","9",5.83931518697057,2
"US-xSB","WUE_T","SPEI_48","10",6.78965948530679,2
"US-xSE","WUE_ET","SPEI_48","4",2.44260441504767,2
"US-xSE","WUE_ET","SPEI_48","5",3.26148759748035,3
"US-xSE","WUE_ET","SPEI_48","6",1.65557140174006,5
"US-xSE","WUE_ET","SPEI_48","7",2.3480804961408,6
"US-xSE","WUE_ET","SPEI_48","8",2.39619312295761,4
"US-xSE","WUE_ET","SPEI_48","9",2.35786465398811,4
"US-xSE","WUE_ET","SPEI_48","10",2.58885347180054,4
"US-xSE","WUE_T","SPEI_48","4",7.46285736189399,2
"US-xSE","WUE_T","SPEI_48","5",5.43020443887562,3
"US-xSE","WUE_T","SPEI_48","6",2.48974217199693,5
"US-xSE","WUE_T","SPEI_48","7",3.47336341425319,6
"US-xSE","WUE_T","SPEI_48","8",3.6402871145846,4
"US-xSE","WUE_T","SPEI_48","9",3.95308000564316,4
"US-xSE","WUE_T","SPEI_48","10",5.07414779790549,4
