"term","Estimate","Std._Error","t_value","p_value","signif"
"(Intercept)",-2.10214770426465,0.154495697421378,-13.6065129278725,3.91898367096956e-41,"***"
"difference_typeWUE_ET_minus_WUE_E",-1.56211533339529,0.0757332742275647,-20.6265389860396,2.39617500397716e-89,"***"
"difference_typeWUE_E_minus_WUE_T",3.50158232695132,0.0757332742275647,46.2357182185165,0,"***"
