SITENAME,Date,Salinity,TN,TP
SRS4,2/27/2015,9.4,61.439,1.09
SRS4,3/2/2015,8.7,61.448,1.1
SRS4,3/5/2015,8,65.283,0.64
SRS4,3/8/2015,7.6,68.228,0.67
SRS4,3/11/2015,7.3,62.514,1.01
SRS4,3/14/2015,7.7,55.586,0.96
SRS4,3/16/2015,8,63.863,1.28
SRS4,3/19/2015,8.2,61.491,0.77
SRS4,3/22/2015,12.8,60.681,1.4
SRS4,3/25/2015,16.4,54.876,1.12
SRS4,3/28/2015,17.4,51.84,1
SRS4,3/31/2015,13.7,50.712,0.92
SRS4,4/3/2015,13,51.026,1.14
SRS4,4/5/2015,13.2,53.019,1.42
SRS4,4/9/2015,14.7,54.99,0.86
SRS4,4/12/2015,15.1,50.558,0.93
SRS4,4/15/2015,15.9,51.987,0.85
SRS4,4/18/2015,18.1,50.671,0.98
SRS4,4/21/2015,23.7,43.064,0.81
SRS4,4/24/2015,24.9,32.259,0.71
SRS4,4/27/2015,23.9,39.025,0.65
SRS4,4/30/2015,23,41.494,0.73
SRS4,5/3/2015,19.7,35.696,0.53
SRS4,5/4/2015,16.8,35.497,0.59
SRS4,5/7/2015,13.3,41.165,1.23
SRS4,5/10/2015,15.2,36.362,1.28
SRS4,5/13/2015,15.5,36.671,1.31
SRS4,5/16/2015,14.2,37.368,1.14
SRS4,5/19/2015,14.6,38.66,1.35
SRS4,5/22/2015,16,39.152,0.78
SRS4,5/25/2015,16.3,38.539,0.79
SRS4,5/28/2015,15.1,36.849,1.32
SRS4,5/31/2015,14.2,36.496,1.5
SRS4,6/2/2015,15.2,32.252,1.75
SRS4,6/5/2015,16.3,45.947,1.08
SRS4,6/8/2015,16.5,47.745,1.05
SRS4,6/11/2015,14.6,218.302,11.37
SRS4,6/14/2015,12.7,48.044,1.06
SRS4,6/17/2015,10.9,49.526,0.84
SRS4,6/20/2015,10.3,49.349,0.63
SRS4,6/23/2015,9.8,51.361,0.59
SRS4,6/26/2015,9,48.05,0.57
SRS4,6/29/2015,8.7,45.561,0.58
SRS4,6/30/2015,8.4,48.159,0.8
SRS4,7/4/2015,8.6,49.74,0.89
SRS4,7/7/2015,8.9,47.608,0.81
SRS4,7/10/2015,7.7,43.261,0.78
SRS4,7/13/2015,6.6,51.532,0.94
SRS4,7/16/2015,7.4,44.958,1.07
SRS4,7/19/2015,10,45.807,1.3
SRS4,7/22/2015,9.8,39.684,1.16
SRS4,7/25/2015,9.8,39.362,1.12
SRS4,7/28/2015,10.8,38.192,1.1
SRS4,7/31/2015,11.1,34.558,0.71
SRS4,8/3/2015,11.9,30.587,0.48
SRS4,8/6/2015,11.3,31.625,0.68
SRS4,8/9/2015,8.5,32.202,0.69
SRS4,8/11/2015,7.9,30.269,0.7
SRS4,8/15/2015,10.2,40.65,0.96
SRS4,8/18/2015,8.7,53.791,1.11
SRS4,8/21/2015,6.7,54.753,1
SRS4,8/24/2015,5.2,63.215,0.95
SRS4,8/27/2015,4.6,63.502,0.57
SRS4,8/30/2015,3.9,55.509,0.7
SRS4,9/2/2015,3.7,56.014,0.62
SRS4,9/5/2015,3.6,49.714,0.4
SRS4,9/8/2015,2.6,47.054,0.46
SRS4,9/11/2015,2.1,46.753,0.52
SRS4,9/14/2015,1.9,44.585,0.52
SRS4,9/15/2015,2.1,46.792,0.75
SRS4,9/18/2015,2.1,104.987,0.39
SRS4,9/21/2015,1.8,43.744,0.3
SRS4,9/24/2015,1.8,35.445,0.33
SRS4,9/27/2015,2.7,41.023,0.37
SRS4,9/30/2015,8.8,39.304,0.98
SRS4,10/1/2015,12,59.845,-9999
SRS4,10/4/2015,13.3,49.74,1.87
SRS4,10/7/2015,15.1,43.735,1.19
SRS4,10/10/2015,12.3,48.905,0.97
SRS4,10/13/2015,10.8,56.19,1.18
SRS4,10/16/2015,9.4,55.623,1
SRS4,10/19/2015,5.7,56.498,1.04
SRS4,10/22/2015,3.9,61.115,0.92
SRS4,10/25/2015,5.2,54.126,0.7
SRS4,10/28/2015,11.2,49.427,0.91
SRS4,10/31/2015,15.9,45.232,1.37
SRS4,11/3/2015,13.8,46.275,0.83
SRS4,11/6/2015,9.5,53.45,0.76
SRS4,11/9/2015,6.7,55.89,0.75
SRS4,11/10/2015,5.6,56.62,0.93
SRS4,11/13/2015,6.2,54.705,0.68
SRS4,11/16/2015,5.8,53.127,0.48
SRS4,11/19/2015,4.6,53.707,0.43
SRS4,11/22/2015,3.9,56.064,0.51
SRS4,11/25/2015,3.9,52.234,0.63
SRS4,11/28/2015,3.2,52.438,0.53
SRS4,11/30/2015,2.7,53.197,0.59
SRS4,12/4/2015,3.5,55.209,0.55
SRS4,12/7/2015,2.3,49.977,0.46
SRS4,12/10/2015,1.5,40.264,0.31
SRS4,12/13/2015,1.3,46.578,0.42
SRS4,12/16/2015,1.7,47.999,0.38
SRS4,12/19/2015,1.7,48.261,0.47
SRS4,12/22/2015,1.7,51.113,0.38
SRS4,12/25/2015,2.4,52.169,0.43
SRS4,12/28/2015,2.3,50.856,0.46
SRS4,12/31/2015,1.4,54.587,0.52
SRS4,1/3/2016,1.1,56.023,0.5
SRS4,1/5/2016,0.9,59.149,0.55
SRS4,1/8/2016,1.2,52.827,0.32
SRS4,1/11/2016,4.1,56.918,0.48
SRS4,1/14/2016,3.6,50.58,0.29
SRS4,1/17/2016,2.6,64.666,0.31
SRS4,1/20/2016,1.8,49.738,0.31
SRS4,1/23/2016,1.5,48.06,0.29
SRS4,1/26/2016,2.3,51.57,0.36
SRS4,1/29/2016,1.2,44.189,0.36
SRS4,2/1/2016,0.7,38.493,0.33
SRS4,2/4/2016,0.5,40.745,0.27
SRS4,2/7/2016,0.5,47.073,0.33
SRS4,2/10/2016,0.6,45.254,0.33
SRS4,2/11/2016,0.5,52.068,0.43
SRS4,2/14/2016,0.6,41.813,0.31
SRS4,2/17/2016,0.7,39.766,0.36
SRS4,2/20/2016,0.8,39.959,0.34
SRS4,2/23/2016,1.1,44.098,0.39
SRS4,2/26/2016,1.1,44.524,0.6
SRS4,2/29/2016,1.1,43.32,0.35
SRS4,3/3/2016,1.1,46.767,0.44
SRS4,3/6/2016,1.2,48.018,0.5
SRS4,3/8/2016,1.2,51.587,0.54
SRS4,3/11/2016,1.3,57.488,0.5
SRS4,3/14/2016,1.4,53.255,0.61
SRS4,3/17/2016,1.2,53.374,0.56
SRS4,3/20/2016,1.3,52.308,0.43
SRS4,3/23/2016,1.4,54.276,0.4
SRS4,3/26/2016,1.7,54.71,0.54
SRS4,3/29/2016,1.7,55.41,0.65
SRS4,4/1/2016,1.5,54.715,0.44
SRS4,4/4/2016,1.4,54.207,0.72
SRS4,4/7/2016,1.2,51.786,0.48
SRS4,4/10/2016,2.2,54.966,0.64
SRS4,4/12/2016,3,58.783,0.72
SRS4,4/15/2016,2,64.684,0.41
SRS4,4/18/2016,1.8,68.037,0.53
SRS4,4/21/2016,1.7,66.96,0.42
SRS4,4/24/2016,2.1,66.39,0.48
SRS4,4/27/2016,6.1,65.35,0.49
SRS4,4/30/2016,7,61.121,0.43
SRS4,5/3/2016,6.8,64.081,0.43
SRS4,5/6/2016,8.6,59.157,0.46
SRS4,5/8/2016,13.1,54.151,0.65
SRS4,5/12/2016,10.6,49.788,0.36
SRS4,5/15/2016,6.4,72.089,0.42
SRS4,5/18/2016,5.7,60.478,0.32
SRS4,5/21/2016,4.5,59.562,0.29
SRS4,5/24/2016,3.5,62.11,0.29
SRS4,5/27/2016,3.2,62.755,0.36
SRS4,5/30/2016,2.5,64.097,0.33
SRS4,6/2/2016,2.4,111.417,0.3
SRS4,6/5/2016,2.1,55.568,0.39
SRS4,6/7/2016,2.5,54.758,0.37
SRS4,6/11/2016,5.1,56.884,0.41
SRS4,6/14/2016,2.9,57.053,0.32
SRS4,6/17/2016,1.9,55.568,0.31
SRS4,6/20/2016,1.5,56.623,0.4
SRS4,6/23/2016,1.7,58.119,0.45
SRS4,6/26/2016,1.7,49.436,0.25
SRS4,6/29/2016,1.4,49.36,0.32
SRS4,7/2/2016,1.2,49.801,0.28
SRS4,7/5/2016,1.1,45.954,0.39
SRS4,7/8/2016,1,45.96,0.42
SRS4,7/11/2016,1.1,43.919,0.3
SRS4,7/13/2016,1.1,46.068,0.39
SRS4,7/16/2016,1.2,51.045,0.26
SRS4,7/19/2016,1.3,51.03,0.27
SRS4,7/22/2016,1.3,52.437,0.24
SRS4,7/25/2016,1.8,54.322,0.29
SRS4,7/28/2016,1.9,49.461,0.3
SRS4,7/31/2016,1.6,49.12,0.3
SRS4,8/2/2016,1.7,50.206,0.39
SRS4,8/5/2016,1.6,58.825,0.38
SRS4,8/8/2016,2.4,55.902,0.28
SRS4,8/11/2016,1.5,53.382,0.29
SRS4,8/14/2016,1.3,53.741,0.29
SRS4,8/17/2016,1.4,63.766,0.33
SRS4,8/20/2016,1.5,58.962,0.22
SRS4,8/23/2016,3.9,55.465,0.27
SRS4,8/26/2016,3.7,51.766,0.25
SRS4,8/29/2016,2.6,52.518,0.24
SRS4,8/31/2016,3.7,51.575,0.34
SRS4,9/4/2016,5.1,46.134,0.37
SRS4,9/7/2016,2.7,51.761,0.41
SRS4,9/10/2016,1.2,42.813,0.44
SRS4,9/13/2016,0.7,43.043,0.36
SRS4,9/16/2016,0.5,44.577,0.42
SRS4,9/19/2016,0.4,41.927,0.42
SRS4,9/22/2016,0.4,40.446,0.35
SRS4,9/25/2016,0.4,35.234,0.33
SRS4,9/28/2016,0.3,35.974,0.27
SRS4,10/1/2016,0.3,35.476,0.29
SRS4,10/4/2016,0.4,35.543,0.28
SRS4,10/7/2016,0.4,36.945,0.25
SRS4,10/10/2016,0.4,39.231,0.26
SRS4,10/12/2016,0.4,43.254,0.32
SRS4,10/16/2016,0.4,49.903,0.43
SRS4,10/19/2016,2.9,51.51,0.41
SRS4,10/22/2016,2.3,44.893,0.27
SRS4,10/25/2016,1.7,47.918,0.31
SRS4,10/28/2016,1,48.706,0.26
SRS4,11/1/2016,0.7,46.14,0.25
SRS4,11/4/2016,0.5,49.478,0.29
SRS4,11/7/2016,0.5,45.134,0.31
SRS4,11/9/2016,0.6,46.767,0.33
SRS4,11/12/2016,0.7,50.739,0.34
SRS4,11/15/2016,5.2,48.146,0.34
SRS4,11/18/2016,6.3,45.478,0.31
SRS4,11/21/2016,3.5,44.656,0.26
SRS4,11/24/2016,1.9,48.22,0.27
SRS4,11/27/2016,1.3,50.697,0.32
SRS4,11/30/2016,1.2,49.553,0.31
SRS4,12/3/2016,1.1,46.912,0.36
SRS4,12/5/2016,1.2,53.507,0.5
SRS4,12/8/2016,1,61.338,0.73
SRS4,12/11/2016,1.4,70.031,0.51
SRS4,12/14/2016,1.5,65.617,0.75
SRS4,12/17/2016,2.9,59.749,0.61
SRS4,12/20/2016,3,59.778,0.6
SRS4,12/23/2016,2.1,56.572,0.35
SRS4,12/26/2016,1.6,59.852,0.53
SRS4,12/29/2016,1.5,60.253,0.44
SRS4,1/1/2017,1.5,59.495,0.32
SRS4,1/4/2017,1.7,53.622,0.43
SRS4,1/7/2017,1.7,104.526,1.73
SRS4,1/10/2017,2,56.625,0.49
SRS4,1/11/2017,2.1,63.623,0.76
SRS4,1/14/2017,2.7,61.594,1.94
SRS4,1/17/2017,3.1,-9999,-9999
SRS4,1/20/2017,3,54.908,0.39
SRS4,1/23/2017,4.2,51.631,0.37
SRS4,1/26/2017,16.5,35.969,1.66
SRS4,1/29/2017,8.7,44.979,0.53
SRS4,2/1/2017,6.3,46.85,0.35
SRS4,2/4/2017,4.8,52.525,0.42
SRS4,2/7/2017,4.2,77.129,0.58
SRS4,2/8/2017,4.1,56.7,0.62
SRS4,2/11/2017,4,64.736,0.49
SRS4,2/14/2017,4.3,56.925,0.39
SRS4,2/17/2017,4.6,58.538,0.39
SRS4,2/20/2017,5.7,59.482,0.48
SRS4,2/23/2017,6.1,57.394,0.58
SRS4,2/26/2017,10.4,54.924,0.6
SRS4,2/28/2017,12.1,53.294,0.64
SRS4,3/4/2017,10,74.415,1.01
SRS4,3/7/2017,8.1,58.868,0.54
SRS4,3/10/2017,7.6,119.067,0.81
SRS4,3/13/2017,9.4,93.493,0.81
SRS4,3/16/2017,11.5,71.682,0.52
SRS4,3/19/2017,10.2,76.918,0.64
SRS4,3/22/2017,9.3,77.171,0.68
SRS4,3/25/2017,9.3,69.256,0.63
SRS4,3/28/2017,10.1,68.035,0.68
SRS4,3/31/2017,16,43.613,0.69
SRS4,4/3/2017,18.8,41.509,0.84
SRS4,4/4/2017,16.3,43.858,1.16
SRS4,4/7/2017,17.5,158.28,3.7
SRS4,4/10/2017,16.8,162.105,2.45
SRS4,4/13/2017,16.4,92.27,3.04
SRS4,4/16/2017,15.9,121.744,3.2
SRS4,4/19/2017,15.6,109.681,2.19
SRS4,4/22/2017,15,77.378,1.37
SRS4,4/25/2017,17,101.638,1.1
SRS4,4/28/2017,25.5,75.447,1.27
SRS4,5/1/2017,23.3,62.484,2
SRS4,5/4/2017,20.4,58.731,1.65
SRS4,5/7/2017,18.7,56.991,1.54
SRS4,5/9/2017,17.5,48.392,1.45
SRS4,5/13/2017,16.3,51.462,0.77
SRS4,5/16/2017,17.6,50.497,0.87
SRS4,5/19/2017,17.7,49.537,0.95
SRS4,5/22/2017,15.7,51.29,0.86
SRS4,5/25/2017,16.8,53.891,1.09
SRS4,5/28/2017,21.2,53.295,2.64
SRS4,5/31/2017,20.9,44.144,0.74
SRS4,6/3/2017,19.9,43.871,0.73
SRS4,6/6/2017,18.5,48.32,0.73
SRS4,6/9/2017,16.3,40.831,0.65
SRS4,6/12/2017,14.4,37.134,0.92
SRS4,6/13/2017,11,47.515,1.61
SRS4,6/16/2017,9.3,48.039,0.52
SRS4,6/19/2017,6.6,53.259,0.66
SRS4,6/22/2017,4.6,73.383,0.99
SRS4,6/25/2017,3.1,59.594,0.68
SRS4,6/28/2017,3,58.828,0.73
SRS4,7/1/2017,2.2,42.86,0.48
SRS4,7/4/2017,1.7,42.306,0.56
SRS4,7/7/2017,1.6,44.087,0.52
SRS4,7/10/2017,1.8,42.704,0.45
SRS4,7/11/2017,1.7,47.698,0.62
SRS4,7/14/2017,1.7,51.595,0.54
SRS4,7/17/2017,1.4,109.636,2.27
SRS4,7/20/2017,1,53.902,0.67
SRS4,7/23/2017,0.8,48.497,0.51
SRS4,7/26/2017,0.6,50.789,0.57
SRS4,7/29/2017,0.4,45.635,0.54
SRS4,8/1/2017,0.4,51.94,0.69
SRS4,8/4/2017,0.4,50.434,0.7
SRS4,8/7/2017,0.4,51.575,0.8
SRS4,8/9/2017,0.4,60.372,0.82
SRS4,8/12/2017,0.4,51.362,0.57
SRS4,8/15/2017,0.4,50.742,0.49
SRS4,8/18/2017,0.4,48.667,0.56
SRS4,8/21/2017,0.5,48.833,0.46
SRS4,8/24/2017,0.5,48.721,0.44
SRS4,8/27/2017,0.4,43.166,0.41
SRS4,8/30/2017,0.3,36.377,0.44
SRS4,9/2/2017,0.4,40.801,0.47
SRS4,9/5/2017,0.4,38.748,0.51
SRS4,9/8/2017,0.4,40.168,0.59
SRS4,9/11/2017,5.7,36.345,0.46
SRS4,9/14/2017,4.6,43.33,0.42
SRS4,9/17/2017,0.6,31.995,0.54
SRS4,9/20/2017,0.3,31.439,0.54
SRS4,9/23/2017,0.3,35.543,0.59
SRS4,9/26/2017,0.3,34.309,0.53
SRS4,9/29/2017,0.2,36.26,0.89
SRS4,10/2/2017,0.2,31.959,0.59
SRS4,10/5/2017,0.3,33.05,0.72
SRS4,10/6/2017,0.2,34.33,0.96
SRS4,10/9/2017,0.5,40.905,0.65
SRS4,10/12/2017,0.4,47.472,0.45
SRS4,10/15/2017,0.3,39.453,0.59
SRS4,10/18/2017,0.2,50.463,1.12
SRS4,10/21/2017,0.2,49.306,0.52
SRS4,10/24/2017,0.3,37.622,0.56
SRS4,10/27/2017,0.3,45.865,0.48
SRS4,10/30/2017,0.3,38.643,0.68
SRS4,11/1/2017,0.4,37.759,0.56
SRS4,11/4/2017,0.4,34.151,0.73
SRS4,11/7/2017,0.3,33.126,0.5
SRS4,11/10/2017,0.3,34.987,0.69
SRS4,11/13/2017,0.3,37.702,0.55
SRS4,11/16/2017,0.4,36.605,0.65
SRS4,11/19/2017,0.3,33.788,0.46
SRS4,11/22/2017,0.3,33.5,0.51
SRS4,11/25/2017,0.3,34.707,0.42
SRS4,11/28/2017,0.3,35.591,0.64
SRS4,12/1/2017,0.5,39.281,0.71
SRS4,12/4/2017,0.4,38.774,0.51
SRS4,12/6/2017,0.3,37.655,0.69
SRS4,12/10/2017,0.3,56.825,0.5
SRS4,12/13/2017,0.5,63.452,0.68
SRS4,12/16/2017,0.5,59.952,0.66
SRS4,12/19/2017,0.6,66.121,0.71
SRS4,12/22/2017,0.5,60.349,0.79
SRS4,12/25/2017,0.6,79.053,1.11
SRS4,12/28/2017,0.7,61.722,0.64
SRS4,12/31/2017,0.8,62.103,0.54
SRS4,1/3/2018,0.9,62.264,0.51
SRS4,1/6/2018,0.9,64.712,0.73
SRS4,1/9/2018,1.1,60.861,0.52
SRS4,1/11/2018,1.1,64.461,0.52
SRS4,1/14/2018,1,64.755,0.64
SRS4,1/17/2018,1.3,65.672,0.59
SRS4,1/20/2018,1.3,67.089,0.5
SRS4,1/23/2018,1.3,69.269,0.41
SRS4,1/26/2018,1.3,61.67,0.29
SRS4,1/29/2018,1.6,66.175,0.35
SRS4,2/1/2018,1.6,62.138,0.35
SRS4,2/4/2018,1.5,60.652,0.33
SRS4,2/6/2018,1.7,60.455,0.53
SRS4,2/10/2018,1.7,63.754,0.39
SRS4,2/13/2018,1.6,70.939,0.8
SRS4,2/16/2018,1.6,67.934,0.65
SRS4,2/19/2018,1.5,71.141,0.53
SRS4,2/22/2018,1.5,69.619,0.67
SRS4,2/25/2018,1.6,76.993,0.95
SRS4,2/28/2018,1.6,75.498,0.74
SRS4,3/3/2018,1.8,68.154,0.88
SRS4,3/6/2018,2.7,64.074,0.46
SRS4,3/9/2018,3.7,68.344,0.66
SRS4,3/12/2018,4.6,61.61,0.73
SRS4,3/13/2018,2.2,66.009,1.27
SRS4,3/16/2018,2.1,62.354,1.47
SRS4,3/19/2018,4.1,70.198,1.77
SRS4,3/22/2018,5.9,67.671,1.8
SRS4,3/25/2018,5.2,65.484,1.63
SRS4,3/28/2018,4.7,64.017,1.48
SRS4,3/31/2018,5.4,63.523,1.77
SRS4,4/3/2018,9.7,63.952,2.14
SRS4,4/6/2018,10,58.921,2.05
SRS4,4/9/2018,9.2,57.872,2.14
SRS4,4/11/2018,9,62.545,2.85
SRS4,4/14/2018,7.9,67.157,0.64
SRS4,4/17/2018,7.7,62.974,0.77
SRS4,4/20/2018,8.2,60.544,0.76
SRS4,4/23/2018,8.3,57.22,0.56
SRS4,4/26/2018,8.2,59.703,0.65
SRS4,4/29/2018,9,55.386,0.82
SRS4,5/1/2018,10.3,54.819,1.2
SRS4,5/4/2018,9.3,66.447,1.07
SRS4,5/7/2018,8.9,71.75,1.03
SRS4,5/10/2018,11.5,66.782,0.96
SRS4,5/13/2018,10.4,68.182,1.05
SRS4,5/16/2018,14.2,67.67,1.33
SRS4,5/19/2018,18.9,54.229,1.41
SRS4,5/22/2018,16.3,52.539,1.29
SRS4,5/25/2018,10.7,51.85,0.85
SRS4,5/28/2018,7.9,50.957,0.66
SRS4,5/31/2018,6.4,43.679,0.73
SRS4,6/3/2018,3.4,47.122,0.75
SRS4,6/5/2018,2.3,46.826,1.03
SRS4,6/8/2018,1.7,53.312,0.77
SRS4,6/11/2018,1.6,46.253,0.8
SRS4,6/14/2018,1.2,51.178,0.82
SRS4,6/17/2018,1,43.045,0.71
SRS4,6/20/2018,0.9,42.43,0.7
SRS4,6/23/2018,0.7,41.573,0.82
SRS4,6/26/2018,0.8,41.483,0.82
SRS4,6/29/2018,0.8,40.048,1.16
SRS4,7/2/2018,0.7,38.089,1.31
SRS4,7/3/2018,0.3,43.984,1.25
SRS4,7/6/2018,0.7,67.979,0.82
SRS4,7/9/2018,0.6,66.523,0.79
SRS4,7/12/2018,0.5,58.681,0.71
SRS4,7/15/2018,0.5,56.979,0.54
SRS4,7/18/2018,0.4,58.733,0.56
SRS4,7/21/2018,0.4,61.526,1.41
SRS4,7/24/2018,0.4,58.571,0.47
SRS4,7/27/2018,0.5,55.076,0.42
SRS4,7/30/2018,0.5,54.634,0.37
SRS4,8/2/2018,0.5,56.025,0.35
SRS4,8/5/2018,0.5,55.581,0.41
SRS4,8/7/2018,0.7,66.687,0.48
SRS4,8/11/2018,0.8,194.394,2.89
SRS4,8/14/2018,0.8,155.307,2.56
SRS4,8/17/2018,0.9,131.867,1.11
SRS4,8/20/2018,1,224.714,1.04
SRS4,8/23/2018,1,130.684,0.98
SRS4,8/26/2018,0.8,120.584,1.02
SRS4,8/29/2018,0.7,119.604,0.97
SRS4,9/1/2018,0.7,92.422,0.74
SRS4,9/4/2018,0.7,79.694,0.72
SRS4,9/7/2018,0.6,72.254,0.87
SRS4,9/9/2018,0.6,79.797,1.26
SRS4,9/13/2018,2,-9999,-9999
SRS4,9/16/2018,0.7,52.852,0.64
SRS4,9/19/2018,0.3,55.921,0.5
SRS4,9/22/2018,0.3,60.112,0.45
SRS4,9/25/2018,0.3,57.395,0.35
SRS4,9/28/2018,0.3,59.291,0.41
SRS4,10/1/2018,0.4,53.635,0.28
SRS4,10/4/2018,0.5,57.404,0.42
SRS4,10/7/2018,0.5,59.993,0.35
SRS4,10/10/2018,0.4,55.028,0.37
SRS4,10/11/2018,0.5,96.186,2.46
SRS4,10/14/2018,0.7,23.852,0.37
SRS4,10/17/2018,0.5,24.783,0.45
SRS4,10/20/2018,0.6,31.385,0.61
SRS4,10/23/2018,0.5,25.886,0.31
SRS4,10/26/2018,1.5,25.63,0.29
SRS4,10/29/2018,1.5,26.208,0.27
SRS4,11/1/2018,1.2,26.369,0.32
SRS4,11/4/2018,1.5,27.789,0.35
SRS4,11/5/2018,1.1,28.278,0.37
SRS4,11/8/2018,0.9,58.224,0.74
SRS4,11/11/2018,0.8,57.101,0.84
SRS4,11/14/2018,0.8,58.185,0.81
SRS4,11/17/2018,0.8,56.47,0.53
SRS4,11/20/2018,0.9,61.449,0.64
SRS4,11/23/2018,0.9,60.736,0.56
SRS4,11/26/2018,1.8,57.156,0.6
SRS4,11/29/2018,4.9,57.71,0.57
SRS4,12/2/2018,3.6,55.308,0.53
SRS4,12/4/2018,3.8,66.503,0.7
SRS4,12/7/2018,3.3,62.74,3.04
SRS4,12/10/2018,2.5,61.734,1.03
SRS4,12/13/2018,2.2,59.889,0.74
SRS4,12/16/2018,1.9,74.756,0.53
SRS4,12/19/2018,1.7,60.57,0.67
SRS4,12/22/2018,6.7,62.447,1.08
SRS4,12/25/2018,10,41.409,0.62
SRS4,12/28/2018,6.4,41.837,0.47
SRS4,12/31/2018,4.9,46.461,0.55
SRS4,1/3/2019,3.8,54.601,0.58
SRS4,1/6/2019,3.1,53.615,0.6
SRS4,1/9/2019,2.9,54.881,0.6
SRS4,1/12/2019,2.8,53.187,0.73
SRS4,1/14/2019,2.8,91.156,0.84
SRS4,1/17/2019,2.7,72.871,0.46
SRS4,1/20/2019,3.2,77.304,0.55
SRS4,1/23/2019,7.4,74.813,0.58
SRS4,1/26/2019,7.2,66.197,0.46
SRS4,1/29/2019,4.8,69.959,0.46
SRS4,2/1/2019,4,70.492,0.34
SRS4,2/4/2019,3.7,73.911,0.42
SRS4,2/7/2019,4,70.517,0.51
SRS4,2/10/2019,4.3,66.903,0.66
SRS4,2/13/2019,4,-9999,-9999
SRS4,2/14/2019,2.3,197.364,2.08
SRS4,2/17/2019,3.3,66.464,0.56
SRS4,2/20/2019,5.2,59.207,0.79
SRS4,2/23/2019,5.5,60.328,0.7
SRS4,2/26/2019,5.4,58.048,0.51
SRS4,3/1/2019,4.7,57.261,0.56
SRS4,3/4/2019,4.8,54.54,0.59
SRS4,3/7/2019,5.4,53.214,0.69
SRS4,3/10/2019,6.1,51.803,0.82
SRS4,3/11/2019,8.1,56.457,1.66
SRS4,3/14/2019,9,60.445,0.63
SRS4,3/17/2019,9.3,69.637,0.73
SRS4,3/20/2019,10.7,62.627,0.68
SRS4,3/23/2019,11.5,77.152,1.01
SRS4,3/26/2019,15.9,55.567,0.74
SRS4,3/29/2019,14.4,58.782,0.72
SRS4,4/1/2019,13.6,59.473,0.58
SRS4,4/4/2019,16.2,55.666,0.77
SRS4,4/7/2019,16,54.197,0.66
SRS4,4/10/2019,15.7,53.559,0.73
SRS4,4/11/2019,14.8,155.193,2.31
SRS4,4/14/2019,16.8,60.966,0.97
SRS4,4/17/2019,15.2,63.486,0.85
SRS4,4/20/2019,13.8,69.083,1.06
SRS4,4/23/2019,15.3,62.577,0.82
SRS4,4/26/2019,14.2,63.194,0.85
SRS4,4/29/2019,14.2,63.603,1.01
SRS4,5/2/2019,13.6,68.77,1.24
SRS4,5/5/2019,13.9,67.579,1.02
SRS4,5/8/2019,16.7,60.372,1.07
SRS4,5/11/2019,16.2,55.772,0.82
SRS4,5/13/2019,15.4,66.194,1.07
SRS4,5/17/2019,17.2,67.857,0.92
SRS4,5/20/2019,16.4,67.857,0.95
SRS4,5/23/2019,15.7,64.286,0.97
SRS4,5/26/2019,14.1,65,0.85
SRS4,5/29/2019,13.2,61.429,0.66
SRS4,6/1/2019,14.8,62.857,1
SRS4,6/3/2019,16.3,125.714,1.34
SRS4,6/6/2019,22,89.524,2.13
SRS4,6/9/2019,22.3,91.905,1.9
SRS4,6/12/2019,19.5,91.667,1.64
SRS4,6/15/2019,14.8,72.857,1.42
SRS4,6/18/2019,10,57.857,0.62
SRS4,6/21/2019,6.1,57.381,0.55
SRS4,6/24/2019,3.9,56.429,0.53
SRS4,6/27/2019,2.7,61.19,0.75
SRS4,6/30/2019,2.6,66.19,0.9
SRS4,7/3/2019,2,75.952,0.54
SRS4,7/6/2019,3.2,61.667,0.65
SRS4,7/9/2019,2.7,59.048,0.73
SRS4,7/12/2019,2,55.952,0.66
SRS4,7/15/2019,1.8,61.19,0.91
SRS4,7/16/2019,1.6,83.333,1.4
SRS4,7/19/2019,1.8,45,0.51
SRS4,7/22/2019,1.8,54.286,0.93
SRS4,7/25/2019,1.6,48.571,0.61
SRS4,7/28/2019,1.8,50,1.37
SRS4,7/31/2019,1.9,45.714,0.57
SRS4,8/3/2019,2.4,47.857,0.81
SRS4,8/5/2019,5.6,55,1.24
SRS4,8/8/2019,4.4,54.286,1.15
SRS4,8/11/2019,2.4,55,1.25
SRS4,8/14/2019,1.5,65,1.15
SRS4,8/17/2019,1.2,53.571,1.03
SRS4,8/20/2019,1,50,1.02
SRS4,8/23/2019,0.8,50,0.69
SRS4,8/26/2019,0.6,52.857,0.81
SRS4,8/29/2019,0.6,52.857,0.66
SRS4,9/1/2019,0.6,57.857,0.74
SRS4,9/4/2019,0.8,55,0.66
SRS4,9/7/2019,0.9,57.143,0.8
SRS4,9/10/2019,0.8,61.429,0.93
SRS4,9/12/2019,0.7,71.429,1.22
SRS4,9/15/2019,0.8,72.857,1.2
SRS4,9/18/2019,0.7,75.476,1.21
SRS4,9/21/2019,0.8,82.857,1.4
SRS4,9/24/2019,1.5,70.476,0.93
SRS4,9/27/2019,6.4,57.619,0.88
SRS4,9/30/2019,10,52.143,0.83
SRS4,10/1/2019,4.5,89.643,1.64
SRS4,10/4/2019,7.8,59.048,1.05
SRS4,10/7/2019,8.3,61.429,1.18
SRS4,10/10/2019,9.2,65,1.54
SRS4,10/13/2019,7.1,65.714,1.29
SRS4,10/16/2019,7.2,65,1.34
SRS4,10/19/2019,11.8,61.429,1.79
SRS4,10/22/2019,8.7,55.238,1.2
