SITENAME,Date,Salinity,TN,TP
SRS2,3/27/2001,-9999,119.999,0.1
SRS2,3/30/2001,-9999,120.455,0.2
SRS2,4/2/2001,-9999,113.406,0.13
SRS2,4/5/2001,-9999,117.903,0.17
SRS2,4/8/2001,-9999,131.149,0.14
SRS2,4/11/2001,-9999,127.686,0.17
SRS2,4/13/2001,-9999,149.928,0.4
SRS2,7/12/2001,-9999,215.14,0.85
SRS2,7/15/2001,-9999,139.202,0.25
SRS2,7/18/2001,-9999,147.927,0.26
SRS2,7/21/2001,-9999,120.796,0.28
SRS2,7/23/2001,-9999,111.46,0.28
SRS2,7/26/2001,-9999,85.162,0.33
SRS2,7/29/2001,-9999,92.197,0.25
SRS2,8/1/2001,-9999,95.772,0.35
SRS2,8/4/2001,-9999,70.35,0.18
SRS2,8/7/2001,-9999,54.02,0.19
SRS2,8/10/2001,-9999,69.701,0.17
SRS2,8/13/2001,-9999,60.914,0.13
SRS2,8/16/2001,-9999,73.158,0.1
SRS2,8/19/2001,-9999,62.521,0.08
SRS2,8/22/2001,-9999,68.861,0.05
SRS2,8/25/2001,-9999,73.919,0.11
SRS2,8/28/2001,-9999,77.99,0.08
SRS2,8/31/2001,-9999,71.981,0.1
SRS2,9/3/2001,-9999,69.462,0.11
SRS2,9/5/2001,-9999,72.722,0.18
SRS2,9/8/2001,-9999,39.621,-9999
SRS2,9/11/2001,-9999,26.487,0.11
SRS2,9/14/2001,-9999,38.022,0.09
SRS2,9/17/2001,-9999,48.284,0.09
SRS2,9/20/2001,-9999,39.551,0.09
SRS2,9/23/2001,-9999,53.156,0.09
SRS2,9/26/2001,-9999,41.597,0.11
SRS2,9/29/2001,-9999,35.715,0.15
SRS2,10/2/2001,-9999,33.746,0.15
SRS2,10/5/2001,-9999,35.641,0.15
SRS2,10/8/2001,-9999,35.275,0.11
SRS2,10/11/2001,-9999,32.663,0.11
SRS2,10/14/2001,-9999,29.155,0.11
SRS2,10/17/2001,-9999,-9999,-9999
SRS2,10/20/2001,-9999,-9999,0.47
SRS2,10/23/2001,-9999,62.593,0.15
SRS2,10/26/2001,-9999,54.156,0.08
SRS2,10/29/2001,-9999,76.402,0.67
SRS2,11/1/2001,-9999,80.923,0.13
SRS2,11/4/2001,-9999,67.752,0.6
SRS2,11/7/2001,-9999,53.132,0.73
SRS2,11/10/2001,-9999,82.154,0.6
SRS2,11/13/2001,-9999,68.301,1.08
SRS2,11/16/2001,-9999,55.892,0.46
SRS2,11/19/2001,-9999,54.283,0.17
SRS2,11/22/2001,-9999,45.021,0.04
SRS2,11/25/2001,-9999,68.311,0.04
SRS2,11/28/2001,-9999,61.841,0.1
SRS2,12/1/2001,-9999,72.825,0.22
SRS2,12/4/2001,-9999,74.663,0.16
SRS2,12/7/2001,-9999,58.723,0.07
SRS2,12/10/2001,-9999,46.733,0.07
SRS2,12/13/2001,-9999,52.113,0.08
SRS2,12/16/2001,-9999,61.556,0.05
SRS2,12/19/2001,-9999,51.368,0.1
SRS2,12/22/2001,-9999,65.836,0.06
SRS2,12/25/2001,-9999,55.306,0.05
SRS2,12/28/2001,-9999,50.533,0.07
SRS2,12/31/2001,-9999,52.766,0.04
SRS2,1/3/2002,-9999,58.976,0.06
SRS2,1/6/2002,-9999,37.524,0.04
SRS2,1/9/2002,-9999,48.577,0.06
SRS2,1/12/2002,-9999,88.292,0.04
SRS2,1/15/2002,-9999,52.135,-9999
SRS2,1/18/2002,-9999,54.82,0.17
SRS2,1/21/2002,-9999,40.701,0.2
SRS2,1/24/2002,-9999,48.86,0.11
SRS2,1/27/2002,-9999,51.379,0.27
SRS2,1/30/2002,-9999,46.185,0.23
SRS2,2/2/2002,-9999,60.125,0.08
SRS2,2/3/2002,-9999,51.622,0.17
SRS2,2/13/2002,-9999,28.267,0.23
SRS2,2/16/2002,-9999,26.977,0.3
SRS2,2/19/2002,-9999,35.408,0.27
SRS2,2/22/2002,-9999,27.086,0.27
SRS2,2/25/2002,-9999,28.673,0.47
SRS2,2/28/2002,-9999,23.311,0.18
SRS2,3/3/2002,-9999,21.966,0.17
SRS2,3/6/2002,-9999,25.107,0.19
SRS2,3/8/2002,-9999,31.141,0.23
SRS2,3/11/2002,-9999,32.577,0.15
SRS2,3/14/2002,-9999,33.402,0.19
SRS2,3/17/2002,-9999,31.229,0.22
SRS2,3/20/2002,-9999,26.843,0.25
SRS2,3/23/2002,-9999,44.638,0.28
SRS2,3/26/2002,-9999,37.44,0.54
SRS2,3/29/2002,-9999,38.571,0.33
SRS2,4/1/2002,-9999,41.161,0.35
SRS2,4/4/2002,-9999,48.118,0.28
SRS2,4/5/2002,-9999,47.436,0.27
SRS2,4/9/2002,-9999,108.355,0.3
SRS2,4/12/2002,-9999,115.084,0.21
SRS2,4/15/2002,-9999,113.801,0.26
SRS2,4/18/2002,-9999,104.836,0.31
SRS2,4/21/2002,-9999,103.443,0.32
SRS2,4/24/2002,-9999,129.184,0.31
SRS2,6/9/2002,-9999,95.008,0.33
SRS2,6/12/2002,-9999,80.312,0.64
SRS2,6/15/2002,-9999,68.902,0.25
SRS2,6/18/2002,-9999,55.877,0.42
SRS2,6/21/2002,-9999,60.234,0.46
SRS2,6/24/2002,-9999,96.876,0.89
SRS2,6/27/2002,-9999,71.873,0.58
SRS2,6/30/2002,-9999,64.025,0.77
SRS2,7/3/2002,-9999,73.77,0.58
SRS2,7/6/2002,-9999,73.484,0.25
SRS2,7/9/2002,-9999,52.196,0.16
SRS2,7/12/2002,-9999,82.324,0.14
SRS2,7/15/2002,-9999,56.894,0.22
SRS2,7/16/2002,-9999,73.361,0.48
SRS2,7/19/2002,-9999,51.582,0.07
SRS2,7/22/2002,-9999,45.312,0.08
SRS2,7/25/2002,-9999,44.702,0.06
SRS2,7/28/2002,-9999,47.698,0.08
SRS2,7/31/2002,-9999,41.176,0.08
SRS2,8/3/2002,-9999,44.782,0.14
SRS2,8/6/2002,-9999,43.451,0.08
SRS2,8/9/2002,-9999,44.661,0.05
SRS2,8/12/2002,-9999,39.517,0.07
SRS2,8/15/2002,-9999,42.193,0.06
SRS2,8/18/2002,-9999,50.205,0.08
SRS2,8/21/2002,-9999,44.174,0.06
SRS2,8/24/2002,-9999,54.924,0.16
SRS2,8/27/2002,-9999,-9999,-9999
SRS2,9/2/2002,-9999,50.193,0.14
SRS2,9/8/2002,-9999,46.548,0.16
SRS2,9/14/2002,-9999,68.525,0.15
SRS2,9/17/2002,-9999,54.652,0.09
SRS2,9/20/2002,-9999,-9999,0.12
SRS2,9/23/2002,-9999,-9999,0.06
SRS2,9/24/2002,-9999,-9999,0.05
SRS2,9/27/2002,-9999,38.351,0.08
SRS2,9/30/2002,-9999,38.009,0.08
SRS2,10/3/2002,-9999,34.867,0.05
SRS2,10/6/2002,-9999,37.362,0.05
SRS2,10/9/2002,-9999,39.222,0.06
SRS2,10/12/2002,-9999,42.232,0.06
SRS2,10/15/2002,-9999,38.953,0.05
SRS2,10/18/2002,-9999,34.351,0.04
SRS2,10/21/2002,-9999,63.03,0.11
SRS2,10/24/2002,-9999,60.751,0.08
SRS2,10/27/2002,-9999,40.185,0.09
SRS2,10/30/2002,-9999,43.049,0.08
SRS2,11/2/2002,-9999,59.698,0.07
SRS2,11/5/2002,-9999,60.418,0.07
SRS2,11/8/2002,-9999,39.119,0.08
SRS2,11/11/2002,-9999,54.842,0.09
SRS2,11/14/2002,-9999,38.589,0.06
SRS2,11/17/2002,-9999,38,0.19
SRS2,11/19/2002,-9999,46.043,0.12
SRS2,11/22/2002,-9999,58.153,0.11
SRS2,11/25/2002,-9999,67.849,0.09
SRS2,11/28/2002,-9999,55.304,0.09
SRS2,12/1/2002,-9999,43.284,0.1
SRS2,12/4/2002,-9999,49.519,0.08
SRS2,12/7/2002,-9999,60.034,0.11
SRS2,12/10/2002,-9999,51.636,0.1
SRS2,12/13/2002,-9999,75.34,0.13
SRS2,12/16/2002,-9999,70.524,-9999
SRS2,12/18/2002,-9999,75,0.27
SRS2,12/22/2002,-9999,49.964,0.1
SRS2,12/25/2002,-9999,48.43,0.09
SRS2,12/28/2002,-9999,47.099,0.05
SRS2,12/31/2002,-9999,55.572,0.06
SRS2,1/3/2003,-9999,54.569,0.06
SRS2,1/6/2003,-9999,50.971,0.08
SRS2,1/9/2003,-9999,50.801,0.05
SRS2,1/12/2003,-9999,48.994,0.08
SRS2,1/15/2003,-9999,53.985,0.1
SRS2,1/17/2003,-9999,63.632,0.11
SRS2,1/20/2003,-9999,74.187,0.1
SRS2,1/23/2003,-9999,65.285,0.1
SRS2,1/26/2003,-9999,74.634,0.11
SRS2,1/29/2003,-9999,68.151,0.09
SRS2,2/1/2003,-9999,71.296,0.11
SRS2,2/4/2003,-9999,71.085,0.1
SRS2,2/7/2003,-9999,75.203,0.17
SRS2,2/10/2003,-9999,104.026,0.1
SRS2,2/13/2003,-9999,82.856,0.12
SRS2,2/16/2003,-9999,78.55,0.08
SRS2,2/19/2003,-9999,84.608,0.05
SRS2,2/20/2003,-9999,130.32,0.18
SRS2,2/23/2003,-9999,26.308,0.18
SRS2,2/26/2003,-9999,23.996,0.11
SRS2,3/1/2003,-9999,25.89,0.13
SRS2,3/4/2003,-9999,26.525,0.12
SRS2,3/7/2003,-9999,25.905,0.13
SRS2,3/10/2003,-9999,30.795,0.13
SRS2,3/13/2003,-9999,25.208,0.14
SRS2,3/16/2003,-9999,27.98,0.14
SRS2,3/19/2003,-9999,22.913,0.14
SRS2,3/22/2003,-9999,26.189,0.14
SRS2,3/24/2003,-9999,22.761,0.15
SRS2,3/28/2003,-9999,223.681,0.27
SRS2,3/31/2003,-9999,125.194,0.13
SRS2,4/3/2003,-9999,224.435,0.13
SRS2,4/6/2003,-9999,126.625,0.15
SRS2,4/9/2003,-9999,167.112,0.19
SRS2,4/12/2003,-9999,115.233,0.11
SRS2,4/15/2003,-9999,166.619,0.12
SRS2,4/18/2003,-9999,178.956,0.12
SRS2,4/21/2003,-9999,138.855,0.16
SRS2,4/23/2003,-9999,109.686,0.15
SRS2,4/27/2003,-9999,67.718,0.29
SRS2,4/30/2003,-9999,59.896,0.14
SRS2,5/18/2003,-9999,81.921,0.16
SRS2,5/21/2003,-9999,55.114,0.1
SRS2,5/24/2003,-9999,55.945,0.15
SRS2,5/27/2003,-9999,53.6,0.07
SRS2,5/30/2003,-9999,41.221,0.09
SRS2,6/2/2003,-9999,45.422,0.06
SRS2,6/5/2003,-9999,40.069,0.11
SRS2,6/8/2003,-9999,40.658,0.06
SRS2,6/10/2003,-9999,31.562,0.09
SRS2,6/13/2003,-9999,59.903,0.19
SRS2,6/16/2003,-9999,49.116,0.16
SRS2,6/19/2003,-9999,50.118,0.15
SRS2,6/22/2003,-9999,59.99,0.19
SRS2,6/25/2003,-9999,91.737,0.13
SRS2,6/28/2003,-9999,50.724,0.15
SRS2,7/1/2003,-9999,56.456,0.15
SRS2,7/4/2003,-9999,63.05,0.13
SRS2,7/7/2003,-9999,51.828,0.17
SRS2,7/10/2003,-9999,69.388,0.12
SRS2,7/13/2003,-9999,43.538,0.12
SRS2,7/16/2003,-9999,32.49,-9999
SRS2,7/19/2003,-9999,57.094,-9999
SRS2,7/22/2003,-9999,39.243,0.24
SRS2,7/24/2003,-9999,40.996,0.28
SRS2,7/27/2003,-9999,68.854,0.06
SRS2,7/30/2003,-9999,52.256,0.02
SRS2,8/2/2003,-9999,50.175,0.02
SRS2,8/5/2003,-9999,49.39,0.02
SRS2,8/8/2003,-9999,56.205,0.11
SRS2,8/11/2003,-9999,54.293,0.05
SRS2,8/14/2003,-9999,44.701,0.05
SRS2,8/17/2003,-9999,48.159,0.1
SRS2,8/18/2003,-9999,82.364,0.16
SRS2,8/21/2003,-9999,42.279,0.08
SRS2,8/24/2003,-9999,64.075,0.07
SRS2,8/27/2003,-9999,45.777,0.08
SRS2,8/30/2003,-9999,34.598,0.07
SRS2,9/2/2003,-9999,-9999,0.08
SRS2,9/5/2003,-9999,38.032,-9999
SRS2,9/8/2003,-9999,55.186,0.17
SRS2,9/9/2003,-9999,37.879,0.15
SRS2,9/12/2003,-9999,35.47,0.08
SRS2,9/15/2003,-9999,39.758,0.08
SRS2,9/18/2003,-9999,79.298,-9999
SRS2,9/21/2003,-9999,29.127,0.13
SRS2,9/24/2003,-9999,26.678,0.12
SRS2,9/27/2003,-9999,28.904,0.1
SRS2,9/30/2003,-9999,28.389,0.08
SRS2,10/3/2003,-9999,28.315,0.09
SRS2,10/6/2003,-9999,35.723,0.08
SRS2,10/9/2003,-9999,30.649,0.08
SRS2,10/12/2003,-9999,27.328,0.11
SRS2,10/15/2003,-9999,32.696,0.12
SRS2,10/16/2003,-9999,32.707,0.1
SRS2,10/19/2003,-9999,20.474,0.22
SRS2,10/22/2003,-9999,32.785,0.22
SRS2,10/25/2003,-9999,29.01,0.2
SRS2,10/28/2003,-9999,44.675,0.2
SRS2,10/31/2003,-9999,33.142,0.19
SRS2,11/3/2003,-9999,34.367,0.14
SRS2,11/6/2003,-9999,35.22,0.15
SRS2,11/9/2003,-9999,25.417,0.25
SRS2,11/10/2003,-9999,33.257,0.3
SRS2,11/13/2003,-9999,36.633,0.1
SRS2,11/16/2003,-9999,32.135,0.12
SRS2,11/19/2003,-9999,30.919,0.12
SRS2,11/22/2003,-9999,29.232,0.13
SRS2,11/24/2003,-9999,28.378,0.09
SRS2,12/12/2003,-9999,31.999,0.07
SRS2,12/15/2003,-9999,32.22,0.04
SRS2,12/18/2003,-9999,36.647,0.05
SRS2,12/21/2003,-9999,33.421,0.27
SRS2,12/24/2003,-9999,31.011,0.3
SRS2,12/27/2003,-9999,32.008,0.11
SRS2,12/30/2003,-9999,36.982,0.18
SRS2,1/2/2004,-9999,36.901,0.13
SRS2,1/5/2004,-9999,29.91,0.12
SRS2,1/6/2004,-9999,27.689,0.14
SRS2,1/9/2004,-9999,35.304,0.08
SRS2,1/12/2004,-9999,43.268,0.13
SRS2,1/15/2004,-9999,30.405,0.36
SRS2,1/18/2004,-9999,37.727,0.29
SRS2,1/21/2004,-9999,22.753,0.17
SRS2,1/24/2004,-9999,37.169,0.11
SRS2,1/27/2004,-9999,36.546,0.07
SRS2,1/30/2004,-9999,46.454,0.07
SRS2,2/2/2004,-9999,63.557,0.06
SRS2,2/5/2004,-9999,33.175,0.07
SRS2,2/8/2004,-9999,35.024,0.07
SRS2,2/10/2004,-9999,39.376,0.09
SRS2,2/13/2004,-9999,37.45,0.09
SRS2,2/16/2004,-9999,33.833,0.11
SRS2,2/19/2004,-9999,35.539,0.09
SRS2,2/22/2004,-9999,38.291,0.1
SRS2,2/25/2004,-9999,40.305,0.16
SRS2,2/28/2004,-9999,26.352,0.14
SRS2,3/2/2004,-9999,33.772,0.11
SRS2,3/5/2004,-9999,47.952,0.09
SRS2,3/8/2004,-9999,29.365,0.09
SRS2,3/11/2004,-9999,34.666,0.09
SRS2,3/14/2004,-9999,31.74,0.08
SRS2,3/15/2004,-9999,36.023,0.09
SRS2,3/18/2004,-9999,38.578,0.12
SRS2,3/21/2004,-9999,41.175,0.23
SRS2,3/24/2004,-9999,37.795,0.12
SRS2,3/27/2004,-9999,47.378,0.09
SRS2,3/30/2004,-9999,43.613,0.1
SRS2,4/2/2004,-9999,45.77,0.08
SRS2,4/5/2004,-9999,54.471,0.09
SRS2,4/8/2004,-9999,47.482,0.09
SRS2,4/11/2004,-9999,48.959,0.07
SRS2,4/14/2004,-9999,42.957,0.08
SRS2,4/17/2004,-9999,38.143,-9999
SRS2,4/20/2004,-9999,57.903,-9999
SRS2,4/23/2004,-9999,65.982,0.12
SRS2,4/26/2004,-9999,55.173,0.1
SRS2,4/29/2004,-9999,64.875,0.1
SRS2,5/2/2004,-9999,57.938,0.17
SRS2,5/4/2004,-9999,68.756,0.15
SRS2,5/8/2004,-9999,71.951,0.18
SRS2,5/11/2004,-9999,91.377,0.12
SRS2,6/27/2004,-9999,90.608,0.19
SRS2,6/30/2004,-9999,90.298,0.17
SRS2,7/3/2004,-9999,90.982,0.2
SRS2,7/6/2004,-9999,108.561,0.22
SRS2,7/9/2004,-9999,103.303,0.23
SRS2,7/12/2004,-9999,75.042,0.19
SRS2,7/15/2004,-9999,81.676,0.25
SRS2,7/18/2004,-9999,69.079,0.2
SRS2,7/21/2004,-9999,78.46,0.26
SRS2,7/24/2004,-9999,81.278,0.24
SRS2,7/27/2004,-9999,69.44,0.26
SRS2,7/29/2004,-9999,57.398,0.29
SRS2,8/1/2004,-9999,155.486,0.15
SRS2,8/4/2004,-9999,109.339,0.14
SRS2,8/7/2004,-9999,92.114,0.13
SRS2,8/10/2004,-9999,88.427,0.12
SRS2,8/13/2004,-9999,75.185,0.15
SRS2,8/16/2004,-9999,47.736,0.2
SRS2,8/17/2004,-9999,78.369,-9999
SRS2,8/20/2004,-9999,60.337,0.12
SRS2,8/23/2004,-9999,47.531,0.11
SRS2,8/26/2004,-9999,51.197,0.1
SRS2,8/29/2004,-9999,42.294,0.09
SRS2,9/1/2004,-9999,44.128,0.1
SRS2,9/4/2004,-9999,37.053,-9999
SRS2,9/7/2004,-9999,31.039,0.21
SRS2,9/8/2004,-9999,41.737,0.26
SRS2,9/11/2004,-9999,50.82,0.09
SRS2,9/14/2004,-9999,60.065,0.17
SRS2,9/17/2004,-9999,57.633,0.18
SRS2,9/20/2004,-9999,69.114,0.14
SRS2,9/23/2004,-9999,65.376,0.16
SRS2,9/26/2004,-9999,53.876,0.1
SRS2,9/29/2004,-9999,54.621,0.12
SRS2,10/2/2004,-9999,64.689,0.11
SRS2,10/5/2004,-9999,51.87,0.1
SRS2,10/8/2004,-9999,54.058,0.1
SRS2,10/11/2004,-9999,39.681,0.12
SRS2,10/13/2004,-9999,52.869,0.14
SRS2,10/17/2004,-9999,88.644,0.17
SRS2,10/20/2004,-9999,33.149,0.1
SRS2,10/23/2004,-9999,56.233,0.11
SRS2,10/26/2004,-9999,61.468,0.12
SRS2,10/29/2004,-9999,66.226,0.11
SRS2,11/1/2004,-9999,66.717,0.15
SRS2,11/4/2004,-9999,47.871,0.13
SRS2,11/7/2004,-9999,52.59,0.14
SRS2,11/10/2004,-9999,41.989,0.1
SRS2,11/13/2004,-9999,41.024,0.1
SRS2,11/16/2004,-9999,41.459,0.13
SRS2,11/17/2004,-9999,41.072,0.14
SRS2,11/20/2004,-9999,27.359,0.13
SRS2,11/23/2004,-9999,26.808,0.12
SRS2,11/26/2004,-9999,24.67,0.12
SRS2,11/29/2004,-9999,24.548,0.11
SRS2,12/2/2004,-9999,25.553,0.13
SRS2,12/5/2004,-9999,30.797,0.12
SRS2,12/7/2004,-9999,29.44,0.16
SRS2,12/10/2004,-9999,64.967,0.09
SRS2,12/13/2004,-9999,37.706,0.09
SRS2,12/16/2004,-9999,30.396,0.06
SRS2,12/19/2004,-9999,29.723,0.06
SRS2,12/22/2004,-9999,25.497,0.06
SRS2,12/25/2004,-9999,31.987,0.06
SRS2,12/28/2004,-9999,30.788,0.08
SRS2,12/31/2004,-9999,31.16,0.08
SRS2,1/3/2005,-9999,30.762,0.12
SRS2,1/5/2005,-9999,41.349,0.09
SRS2,1/8/2005,-9999,77.026,0.15
SRS2,1/11/2005,-9999,73.311,0.13
SRS2,1/14/2005,-9999,61.164,0.13
SRS2,1/17/2005,-9999,72.228,0.12
SRS2,1/20/2005,-9999,59.506,0.1
SRS2,1/23/2005,-9999,65.74,0.16
SRS2,1/26/2005,-9999,65.603,0.12
SRS2,1/29/2005,-9999,66.663,0.09
SRS2,2/1/2005,-9999,42.499,0.11
SRS2,2/4/2005,-9999,46.494,0.12
SRS2,2/7/2005,-9999,61.527,0.16
SRS2,2/10/2005,-9999,47.292,0.07
SRS2,2/13/2005,-9999,62.111,0.12
SRS2,2/16/2005,-9999,63.02,0.12
SRS2,2/19/2005,-9999,77.849,0.14
SRS2,2/22/2005,-9999,76.866,0.12
SRS2,2/25/2005,-9999,75.919,0.14
SRS2,2/28/2005,-9999,81.994,0.16
SRS2,3/3/2005,-9999,88.411,0.17
SRS2,3/6/2005,-9999,92.613,0.18
SRS2,3/9/2005,-9999,103.277,0.16
SRS2,3/12/2005,-9999,98.442,0.16
SRS2,3/15/2005,-9999,98.981,0.17
SRS2,3/16/2005,-9999,107.943,0.23
SRS2,3/19/2005,-9999,169.1,0.09
SRS2,3/22/2005,-9999,124.905,0.08
SRS2,3/25/2005,-9999,132.855,0.09
SRS2,3/28/2005,-9999,147.729,0.08
SRS2,3/31/2005,-9999,130.282,0.13
SRS2,4/3/2005,-9999,156.648,0.11
SRS2,4/6/2005,-9999,156.187,0.11
SRS2,4/9/2005,-9999,171.094,0.11
SRS2,4/12/2005,-9999,192.688,0.11
SRS2,4/13/2005,-9999,190.843,0.14
SRS2,4/16/2005,-9999,88.853,0.24
SRS2,4/19/2005,-9999,122.247,0.15
SRS2,4/22/2005,-9999,122.934,0.16
SRS2,4/24/2005,-9999,119.487,0.17
SRS2,7/3/2005,-9999,61.051,0.21
SRS2,7/6/2005,-9999,40.997,0.16
SRS2,7/9/2005,-9999,43.878,0.17
SRS2,7/12/2005,-9999,37.94,0.17
SRS2,7/15/2005,-9999,36.111,0.19
SRS2,7/17/2005,-9999,35.44,0.21
SRS2,7/21/2005,-9999,65.154,0.08
SRS2,7/24/2005,-9999,64.33,0.22
SRS2,7/27/2005,-9999,54.993,0.08
SRS2,7/30/2005,-9999,68.277,0.09
SRS2,8/2/2005,-9999,68.013,0.08
SRS2,8/5/2005,-9999,63.708,0.12
SRS2,8/8/2005,-9999,68.576,0.11
SRS2,8/11/2005,-9999,61.069,0.1
SRS2,8/14/2005,-9999,61.448,0.1
SRS2,8/17/2005,-9999,69.933,0.09
SRS2,8/20/2005,-9999,66.422,0.09
SRS2,8/22/2005,-9999,71.186,0.13
SRS2,8/26/2005,-9999,73.94,-9999
SRS2,8/29/2005,-9999,27.819,0.11
SRS2,9/1/2005,-9999,47.511,0.12
SRS2,9/4/2005,-9999,42.673,0.24
SRS2,9/7/2005,-9999,59.982,0.23
SRS2,9/10/2005,-9999,49.068,0.15
SRS2,9/13/2005,-9999,36.487,0.11
SRS2,9/16/2005,-9999,66.231,0.13
SRS2,9/19/2005,-9999,44.763,0.13
SRS2,9/22/2005,-9999,34.613,0.14
SRS2,9/23/2005,-9999,34.503,0.12
SRS2,9/26/2005,-9999,23.845,0.2
SRS2,9/29/2005,-9999,23.54,0.25
SRS2,10/2/2005,-9999,33.389,0.21
SRS2,10/5/2005,-9999,33.539,0.32
SRS2,10/8/2005,-9999,24.476,0.22
SRS2,10/11/2005,-9999,21.923,0.23
SRS2,10/14/2005,-9999,23.42,0.24
SRS2,10/17/2005,-9999,25.887,0.29
SRS2,10/18/2005,-9999,37.138,0.33
SRS2,10/21/2005,-9999,20.534,0.09
SRS2,10/24/2005,-9999,38.264,-9999
SRS2,10/27/2005,-9999,26.769,0.13
SRS2,10/30/2005,-9999,19.156,0.12
SRS2,11/2/2005,-9999,21.479,0.14
SRS2,11/5/2005,-9999,20.497,0.15
SRS2,11/8/2005,-9999,23.112,0.12
SRS2,11/10/2005,-9999,20.966,0.19
SRS2,11/13/2005,-9999,35.926,0.22
SRS2,11/16/2005,-9999,33.291,0.26
SRS2,11/19/2005,-9999,35.217,0.28
SRS2,11/22/2005,-9999,32.589,0.19
SRS2,11/25/2005,-9999,40.621,0.41
SRS2,11/28/2005,-9999,45.873,0.25
SRS2,12/1/2005,-9999,32.849,0.21
SRS2,12/4/2005,-9999,31.909,0.25
SRS2,12/7/2005,-9999,35.085,0.3
SRS2,12/10/2005,-9999,37.305,0.27
SRS2,12/13/2005,-9999,40.833,0.23
SRS2,12/16/2005,-9999,35.949,0.27
SRS2,12/18/2005,-9999,34.571,0.18
SRS2,12/22/2005,-9999,31.726,0.15
SRS2,12/25/2005,-9999,39.982,0.18
SRS2,12/28/2005,-9999,29.17,0.18
SRS2,12/31/2005,-9999,30.429,0.19
SRS2,1/3/2006,-9999,24.439,0.23
SRS2,1/6/2006,-9999,22.653,0.17
SRS2,1/9/2006,-9999,21.659,0.16
SRS2,1/12/2006,-9999,23.115,0.18
SRS2,1/15/2006,-9999,23.642,0.18
SRS2,1/17/2006,-9999,25.823,0.18
SRS2,2/12/2006,-9999,37.935,0.3
SRS2,2/15/2006,-9999,27.492,0.24
SRS2,2/18/2006,-9999,30.351,0.26
SRS2,2/21/2006,-9999,30.39,0.29
SRS2,2/24/2006,-9999,27.869,0.28
SRS2,2/27/2006,-9999,26.583,0.27
SRS2,3/1/2006,-9999,30.764,0.29
SRS2,3/5/2006,-9999,31.203,0.39
SRS2,3/8/2006,-9999,28.393,0.39
SRS2,3/11/2006,-9999,33.836,0.32
SRS2,3/14/2006,-9999,30.174,0.26
SRS2,3/17/2006,-9999,31.932,0.27
SRS2,3/20/2006,-9999,34.833,0.26
SRS2,3/23/2006,-9999,36.867,0.29
SRS2,3/26/2006,-9999,41.98,0.36
SRS2,3/29/2006,-9999,40.361,0.28
SRS2,4/1/2006,-9999,40.033,0.28
SRS2,4/4/2006,-9999,41.311,0.31
SRS2,4/6/2006,-9999,42.186,0.39
SRS2,4/9/2006,-9999,66.935,1.29
SRS2,4/12/2006,-9999,77.279,1.32
SRS2,4/15/2006,-9999,75.855,1.36
SRS2,4/18/2006,-9999,67.955,1.38
SRS2,4/21/2006,-9999,78.658,1.38
SRS2,4/22/2006,-9999,86.595,1.51
SRS2,5/19/2006,-9999,81.942,0.43
SRS2,5/22/2006,-9999,88.561,0.47
SRS2,5/25/2006,-9999,94.625,0.49
SRS2,5/28/2006,-9999,74.74,0.43
SRS2,5/31/2006,-9999,63.827,0.39
SRS2,6/3/2006,-9999,51.371,0.34
SRS2,6/6/2006,-9999,39.631,0.39
SRS2,6/9/2006,-9999,48.725,0.44
SRS2,6/12/2006,-9999,42.064,0.48
SRS2,6/14/2006,-9999,44.839,0.5
SRS2,6/18/2006,-9999,45.311,0.24
SRS2,6/21/2006,-9999,31.21,0.27
SRS2,6/24/2006,-9999,40.177,0.27
SRS2,6/27/2006,-9999,42.778,0.28
SRS2,6/30/2006,-9999,38.405,0.33
SRS2,7/3/2006,-9999,38.931,0.26
SRS2,7/6/2006,-9999,38.042,0.29
SRS2,7/9/2006,-9999,45.745,0.22
SRS2,7/12/2006,-9999,35.847,0.24
SRS2,7/15/2006,-9999,28.133,0.22
SRS2,7/18/2006,-9999,32.138,0.25
SRS2,7/21/2006,-9999,31.891,0.3
SRS2,7/24/2006,-9999,30.358,0.24
SRS2,7/27/2006,-9999,28.291,0.24
SRS2,7/30/2006,-9999,33.373,0.25
SRS2,7/31/2006,-9999,31.313,0.28
SRS2,8/12/2006,-9999,36.787,0.22
SRS2,8/15/2006,-9999,35.808,0.14
SRS2,8/18/2006,-9999,32.576,0.14
SRS2,8/21/2006,-9999,32.875,0.19
SRS2,8/24/2006,-9999,33.611,0.15
SRS2,8/27/2006,-9999,40.113,0.19
SRS2,8/30/2006,-9999,36.879,0.2
SRS2,9/1/2006,-9999,35.846,0.2
SRS2,9/4/2006,-9999,54.441,0.15
SRS2,9/7/2006,-9999,53.97,0.15
SRS2,9/10/2006,-9999,46.51,0.2
SRS2,9/13/2006,-9999,50.971,0.12
SRS2,9/16/2006,-9999,58.384,0.12
SRS2,9/19/2006,-9999,57.272,0.14
SRS2,9/21/2006,-9999,61.876,0.2
SRS2,9/24/2006,-9999,35.931,0.15
SRS2,9/27/2006,-9999,41.103,0.17
SRS2,9/30/2006,-9999,37.829,0.22
SRS2,10/3/2006,-9999,32.467,0.22
SRS2,10/6/2006,-9999,36.021,0.15
SRS2,10/8/2006,-9999,36.899,0.19
SRS2,10/12/2006,-9999,28.687,0.38
SRS2,10/15/2006,-9999,29.139,0.41
