"term","npar","AIC","LRT","Pr(Chi)"
"<none>",NA,3812.28754763738,NA,NA
"Trans_ratio_z",1,3834.63252084856,24.3449732111844,8.05366307131328e-07
"month_f",9,3822.37104398671,28.083496349328,0.000923700016766166
"metric:timescale:anomaly_class:water_class",2,3814.63497820445,6.3474305670702,0.0418478321638574
