"site_name","timescale","metric","month_f","baseline_mean","baseline_median","baseline_n"
"US-GCE","SPEI_48","WUE_ET","9",0.647253286500477,0.647253286500477,2
"US-GCE","SPEI_48","WUE_ET","10",0.303440127022417,0.303440127022417,1
"US-GCE","SPEI_48","WUE_T","2",1.69773466017601,1.69773466017601,2
"US-GCE","SPEI_48","WUE_T","3",1.1879127769753,1.1879127769753,2
"US-GCE","SPEI_48","WUE_T","4",1.30214162598406,1.43526478564505,3
"US-GCE","SPEI_48","WUE_T","5",0.997142679847075,0.997142679847075,2
"US-GCE","SPEI_48","WUE_T","6",1.25062714793909,1.25062714793909,1
"US-GCE","SPEI_48","WUE_T","7",2.01121839124688,2.01121839124688,1
"US-GCE","SPEI_48","WUE_T","8",0.966716591967331,0.966716591967331,2
"US-GCE","SPEI_48","WUE_T","9",1.0513088743368,1.0513088743368,2
"US-GCE","SPEI_48","WUE_T","10",0.590824045541042,0.590824045541042,1
"US-HB1","SPEI_6","WUE_ET","4",0.966889154217464,0.923481631941563,4
"US-HB1","SPEI_6","WUE_ET","5",1.12581626578556,1.13629037826531,6
"US-HB1","SPEI_6","WUE_ET","6",1.1600090925964,1.1523173059348,5
"US-HB1","SPEI_6","WUE_ET","7",1.10675451012157,1.13088429069312,5
"US-HB1","SPEI_6","WUE_ET","8",1.09893315865337,1.10819034114064,4
"US-HB1","SPEI_6","WUE_ET","9",1.03388081435183,0.952949468232165,4
"US-HB1","SPEI_6","WUE_ET","10",1.24844014417013,1.23979115465888,3
"US-HB1","SPEI_6","WUE_T","4",1.58439583251364,1.5360421879154,4
"US-HB1","SPEI_6","WUE_T","5",1.77964480335798,1.77935942796019,6
"US-HB1","SPEI_6","WUE_T","6",1.90762724753114,1.88353342002721,5
"US-HB1","SPEI_6","WUE_T","7",1.96772685594721,1.97988784621926,5
"US-HB1","SPEI_6","WUE_T","8",1.99401155456183,1.897498321323,4
"US-HB1","SPEI_6","WUE_T","9",1.93522507334875,1.71107648243811,4
"US-HB1","SPEI_6","WUE_T","10",2.37029101790361,2.40022153661599,3
"US-HB1","SPEI_48","WUE_ET","4",0.893443048019743,0.915715330605837,3
"US-HB1","SPEI_48","WUE_ET","5",1.09901343186051,1.09901343186051,2
"US-HB1","SPEI_48","WUE_ET","6",1.10774310190712,1.1523173059348,3
"US-HB1","SPEI_48","WUE_ET","7",1.16283171459129,1.16283171459129,2
"US-HB1","SPEI_48","WUE_ET","8",1.12560310836922,1.12560310836922,2
"US-HB1","SPEI_48","WUE_ET","9",1.00596272632607,0.956423418259774,3
"US-HB1","SPEI_48","WUE_ET","10",1.22988042359242,1.22988042359242,2
"US-HB1","SPEI_48","WUE_T","4",1.45662756000339,1.50314110636739,3
"US-HB1","SPEI_48","WUE_T","5",1.78114497484862,1.78114497484862,2
"US-HB1","SPEI_48","WUE_T","6",1.8358625981982,1.88353342002721,3
"US-HB1","SPEI_48","WUE_T","7",1.99877126867442,1.99877126867442,2
"US-HB1","SPEI_48","WUE_T","8",2.19699572319064,2.19699572319064,2
"US-HB1","SPEI_48","WUE_T","9",1.75722682485507,1.89122045573019,3
"US-HB1","SPEI_48","WUE_T","10",2.35532575854742,2.35532575854742,2
"US-HB2","SPEI_6","WUE_ET","3",2.62934485554525,2.60250233885809,4
"US-HB2","SPEI_6","WUE_ET","4",2.47320292983763,2.51038997933003,4
"US-HB2","SPEI_6","WUE_ET","5",2.58712972918455,2.49365087432368,5
"US-HB2","SPEI_6","WUE_ET","6",2.30128810030992,2.35001802961366,4
"US-HB2","SPEI_6","WUE_ET","7",2.21334396065759,2.30021088110788,4
"US-HB2","SPEI_6","WUE_ET","8",2.40474390821336,2.53064910982546,4
"US-HB2","SPEI_6","WUE_ET","9",2.39688899447088,2.34522339829357,4
"US-HB2","SPEI_6","WUE_ET","10",2.37229175570353,2.51991210991762,5
"US-HB2","SPEI_6","WUE_T","3",4.43812997066254,4.39075840911746,4
"US-HB2","SPEI_6","WUE_T","4",4.02709547029322,4.24591446987696,4
"US-HB2","SPEI_6","WUE_T","5",4.09659001821787,3.97234765393266,5
"US-HB2","SPEI_6","WUE_T","6",3.49078351225844,3.51821141461677,4
"US-HB2","SPEI_6","WUE_T","7",3.28072355810294,3.3945635345297,4
"US-HB2","SPEI_6","WUE_T","8",3.81033485896094,4.06230638366969,4
"US-HB2","SPEI_6","WUE_T","9",3.8492607160599,3.72909407159102,4
"US-HB2","SPEI_6","WUE_T","10",3.79204791243931,3.62619001143028,5
"US-HB2","SPEI_48","WUE_ET","3",2.35305264122848,2.31565104466237,3
"US-HB2","SPEI_48","WUE_ET","4",2.212807535368,2.17188205116323,3
"US-HB2","SPEI_48","WUE_ET","5",2.40538530194218,2.40538530194218,1
"US-HB2","SPEI_48","WUE_ET","6",2.19678188162586,2.19678188162586,2
"US-HB2","SPEI_48","WUE_ET","7",2.40202292879498,2.40202292879498,1
"US-HB2","SPEI_48","WUE_ET","8",2.40833392363831,2.40833392363831,1
"US-HB2","SPEI_48","WUE_ET","9",2.33622288695167,2.33622288695167,2
"US-HB2","SPEI_48","WUE_ET","10",2.38212421711679,2.51991210991762,3
"US-HB2","SPEI_48","WUE_T","3",3.70792139754324,3.48625686662013,3
"US-HB2","SPEI_48","WUE_T","4",3.4914715407412,3.74553818414146,3
"US-HB2","SPEI_48","WUE_T","5",3.97234765393266,3.97234765393266,1
"US-HB2","SPEI_48","WUE_T","6",3.22598264068624,3.22598264068624,2
"US-HB2","SPEI_48","WUE_T","7",3.64423203123561,3.64423203123561,1
"US-HB2","SPEI_48","WUE_T","8",3.66466106997218,3.66466106997218,1
"US-HB2","SPEI_48","WUE_T","9",3.36115025557793,3.36115025557793,2
"US-HB2","SPEI_48","WUE_T","10",3.65954370042949,3.62619001143028,3
"US-HB3","SPEI_6","WUE_ET","4",2.83245211318097,2.7459356741192,3
"US-HB3","SPEI_6","WUE_ET","5",2.97575361720576,2.97717970270926,5
"US-HB3","SPEI_6","WUE_ET","6",2.68875911424434,2.73988348984368,4
"US-HB3","SPEI_6","WUE_ET","7",2.55583173423432,2.54205937164806,4
"US-HB3","SPEI_6","WUE_ET","8",2.63429742559669,2.71475613008134,4
"US-HB3","SPEI_6","WUE_ET","9",2.57097215324273,2.54695296205286,4
"US-HB3","SPEI_6","WUE_ET","10",2.78618917702544,2.8103112818726,4
"US-HB3","SPEI_6","WUE_T","4",4.38996565814316,4.23741224622828,3
"US-HB3","SPEI_6","WUE_T","5",4.67765466640115,4.53237462385236,5
"US-HB3","SPEI_6","WUE_T","6",3.81575191210721,3.82345021484411,4
"US-HB3","SPEI_6","WUE_T","7",3.6619897108295,3.65762981927306,4
"US-HB3","SPEI_6","WUE_T","8",3.93449552968733,4.0405870511873,4
"US-HB3","SPEI_6","WUE_T","9",3.54870782564861,3.53518676541819,4
"US-HB3","SPEI_6","WUE_T","10",4.39014038493263,4.19283826532693,4
"US-HB3","SPEI_48","WUE_ET","4",2.89075869106229,2.7459356741192,3
"US-HB3","SPEI_48","WUE_ET","5",2.97717970270926,2.97717970270926,1
"US-HB3","SPEI_48","WUE_ET","6",2.73988348984368,2.73988348984368,2
"US-HB3","SPEI_48","WUE_ET","7",2.685192074729,2.685192074729,1
"US-HB3","SPEI_48","WUE_ET","8",2.65001377203203,2.65001377203203,1
"US-HB3","SPEI_48","WUE_ET","9",2.73642496873769,2.73642496873769,2
"US-HB3","SPEI_48","WUE_ET","10",2.8103112818726,2.8103112818726,2
"US-HB3","SPEI_48","WUE_T","4",4.42247587979113,4.32412860436312,3
"US-HB3","SPEI_48","WUE_T","5",4.53237462385236,4.53237462385236,1
"US-HB3","SPEI_48","WUE_T","6",3.82345021484411,3.82345021484411,2
"US-HB3","SPEI_48","WUE_T","7",3.63196820959775,3.63196820959775,1
"US-HB3","SPEI_48","WUE_T","8",3.71675843908899,3.71675843908899,1
"US-HB3","SPEI_48","WUE_T","9",3.6497874411591,3.6497874411591,2
"US-HB3","SPEI_48","WUE_T","10",4.19283826532693,4.19283826532693,2
"US-KPL","SPEI_6","WUE_ET","6",1.62823054875426,1.62823054875426,2
"US-KPL","SPEI_6","WUE_ET","7",2.98510469162584,2.98510469162584,2
"US-KPL","SPEI_6","WUE_ET","8",2.49946705762815,2.49946705762815,1
"US-KPL","SPEI_6","WUE_T","6",3.5860377440892,3.5860377440892,2
"US-KPL","SPEI_6","WUE_T","7",7.26010615085936,7.26010615085936,2
"US-KPL","SPEI_6","WUE_T","8",5.24180021852055,5.24180021852055,1
"US-KPL","SPEI_48","WUE_ET","6",1.62823054875426,1.62823054875426,2
"US-KPL","SPEI_48","WUE_ET","7",2.98510469162584,2.98510469162584,2
"US-KPL","SPEI_48","WUE_ET","8",2.49946705762815,2.49946705762815,1
"US-KPL","SPEI_48","WUE_T","6",3.5860377440892,3.5860377440892,2
"US-KPL","SPEI_48","WUE_T","7",7.26010615085936,7.26010615085936,2
"US-KPL","SPEI_48","WUE_T","8",5.24180021852055,5.24180021852055,1
"US-KS1","SPEI_6","WUE_ET","4",2.37551232004796,2.37551232004796,1
"US-KS1","SPEI_6","WUE_ET","5",1.99302181699428,1.99302181699428,1
"US-KS1","SPEI_6","WUE_ET","6",3.27605231040652,3.27605231040652,1
"US-KS1","SPEI_6","WUE_ET","7",2.87152127719913,2.87152127719913,1
"US-KS1","SPEI_6","WUE_ET","8",1.85088984450094,1.85088984450094,1
"US-KS1","SPEI_6","WUE_ET","9",1.8234245287404,1.8234245287404,1
"US-KS1","SPEI_6","WUE_ET","10",2.99606117130693,2.99606117130693,1
"US-KS1","SPEI_6","WUE_ET","11",2.81668890332174,2.81668890332174,1
"US-KS1","SPEI_6","WUE_T","4",3.64667445883325,3.64667445883325,1
"US-KS1","SPEI_6","WUE_T","5",3.12167126417718,3.12167126417718,1
"US-KS1","SPEI_6","WUE_T","6",6.39468417362462,6.39468417362462,1
"US-KS1","SPEI_6","WUE_T","7",4.85210505306993,4.85210505306993,1
"US-KS1","SPEI_6","WUE_T","8",2.92044983369787,2.92044983369787,1
"US-KS1","SPEI_6","WUE_T","9",2.46954670444233,2.46954670444233,1
"US-KS1","SPEI_6","WUE_T","10",4.38481556921852,4.38481556921852,1
"US-KS1","SPEI_6","WUE_T","11",4.15764894118229,4.15764894118229,1
"US-KS1","SPEI_48","WUE_ET","4",2.37551232004796,2.37551232004796,1
"US-KS1","SPEI_48","WUE_ET","5",1.99302181699428,1.99302181699428,1
"US-KS1","SPEI_48","WUE_ET","6",3.27605231040652,3.27605231040652,1
"US-KS1","SPEI_48","WUE_ET","7",2.87152127719913,2.87152127719913,1
"US-KS1","SPEI_48","WUE_ET","8",1.85088984450094,1.85088984450094,1
"US-KS1","SPEI_48","WUE_ET","9",1.8234245287404,1.8234245287404,1
"US-KS1","SPEI_48","WUE_ET","10",2.99606117130693,2.99606117130693,1
"US-KS1","SPEI_48","WUE_ET","11",2.81668890332174,2.81668890332174,1
"US-KS1","SPEI_48","WUE_T","4",3.64667445883325,3.64667445883325,1
"US-KS1","SPEI_48","WUE_T","5",3.12167126417718,3.12167126417718,1
"US-KS1","SPEI_48","WUE_T","6",6.39468417362462,6.39468417362462,1
"US-KS1","SPEI_48","WUE_T","7",4.85210505306993,4.85210505306993,1
"US-KS1","SPEI_48","WUE_T","8",2.92044983369787,2.92044983369787,1
"US-KS1","SPEI_48","WUE_T","9",2.46954670444233,2.46954670444233,1
"US-KS1","SPEI_48","WUE_T","10",4.38481556921852,4.38481556921852,1
"US-KS1","SPEI_48","WUE_T","11",4.15764894118229,4.15764894118229,1
"US-KS2","SPEI_6","WUE_ET","4",2.53414028181831,2.22403421133215,5
"US-KS2","SPEI_6","WUE_ET","5",2.57293932242476,2.55143045202447,3
"US-KS2","SPEI_6","WUE_ET","6",2.22387365654361,1.84577761952139,5
"US-KS2","SPEI_6","WUE_ET","7",2.23574910077516,1.69720842872703,5
"US-KS2","SPEI_6","WUE_ET","8",2.00741187732627,1.76886205285047,5
"US-KS2","SPEI_6","WUE_ET","9",2.24451014574414,2.22680747493094,4
"US-KS2","SPEI_6","WUE_ET","10",2.68316415761796,3.02573581038091,5
"US-KS2","SPEI_6","WUE_T","4",3.65311707411938,3.41729620573507,5
"US-KS2","SPEI_6","WUE_T","5",3.53620305357423,3.1969911240874,3
"US-KS2","SPEI_6","WUE_T","6",3.01580655484209,2.30693664270434,5
"US-KS2","SPEI_6","WUE_T","7",2.99379512774052,2.04440453446254,5
"US-KS2","SPEI_6","WUE_T","8",2.76108554792426,2.23865419110076,5
"US-KS2","SPEI_6","WUE_T","9",3.2104774490845,3.19280710101488,4
"US-KS2","SPEI_6","WUE_T","10",3.95862085104597,4.54859119691884,5
"US-KS2","SPEI_48","WUE_ET","4",2.57372645543116,2.46073075936584,6
"US-KS2","SPEI_48","WUE_ET","5",2.65560622883125,2.71125202552475,6
"US-KS2","SPEI_48","WUE_ET","6",2.25921696029578,2.1645157398828,6
"US-KS2","SPEI_48","WUE_ET","7",2.20901900324813,1.75297005927907,7
"US-KS2","SPEI_48","WUE_ET","8",1.96561703451555,1.76886205285047,7
"US-KS2","SPEI_48","WUE_ET","9",2.27766306658791,2.34396890827545,6
"US-KS2","SPEI_48","WUE_ET","10",2.68316415761796,3.02573581038091,5
"US-KS2","SPEI_48","WUE_T","4",3.62622761610503,3.48386805279927,6
"US-KS2","SPEI_48","WUE_T","5",3.59407275997285,3.49795856316867,6
"US-KS2","SPEI_48","WUE_T","6",3.14203044009655,2.73533333905649,6
"US-KS2","SPEI_48","WUE_T","7",2.90089737850842,2.29259305231244,7
"US-KS2","SPEI_48","WUE_T","8",2.71364550705178,2.23865419110076,7
"US-KS2","SPEI_48","WUE_T","9",3.24392936649265,3.24493194048283,6
"US-KS2","SPEI_48","WUE_T","10",3.95862085104597,4.54859119691884,5
"US-KS3","SPEI_6","WUE_ET","5",1.13679968718434,1.13679968718434,1
"US-KS3","SPEI_6","WUE_ET","10",1.71171354058297,1.71171354058297,1
"US-KS3","SPEI_6","WUE_T","5",1.84089364508282,1.84089364508282,1
"US-KS3","SPEI_6","WUE_T","10",3.15469601770597,3.15469601770597,1
"US-KS4","SPEI_6","WUE_ET","3",1.81480656707594,1.50015483829344,3
"US-KS4","SPEI_6","WUE_ET","4",1.57672052973813,1.5754890396093,5
"US-KS4","SPEI_6","WUE_ET","5",1.78103725989446,1.89382491009642,4
"US-KS4","SPEI_6","WUE_ET","6",2.05288031492103,2.05288031492103,2
"US-KS4","SPEI_6","WUE_ET","7",1.97597996440548,1.97597996440548,2
"US-KS4","SPEI_6","WUE_ET","8",1.8846833472438,1.8846833472438,2
"US-KS4","SPEI_6","WUE_ET","9",2.25412305813471,2.25412305813471,2
"US-KS4","SPEI_6","WUE_ET","10",2.1300753515898,2.1300753515898,2
"US-KS4","SPEI_6","WUE_T","3",9.06586273176814,7.02486638082036,3
"US-KS4","SPEI_6","WUE_T","4",6.92164880097965,6.65642316750421,5
"US-KS4","SPEI_6","WUE_T","5",8.35163805792646,7.62243960607748,4
"US-KS4","SPEI_6","WUE_T","6",6.72348122040528,6.72348122040528,2
"US-KS4","SPEI_6","WUE_T","7",8.38559412605077,8.38559412605077,2
"US-KS4","SPEI_6","WUE_T","8",7.4118642827545,7.4118642827545,2
"US-KS4","SPEI_6","WUE_T","9",11.0152494514676,11.0152494514676,2
"US-KS4","SPEI_6","WUE_T","10",8.53619725566259,8.53619725566259,2
"US-KS4","SPEI_48","WUE_ET","3",1.43963009238513,1.43963009238513,1
"US-KS4","SPEI_48","WUE_ET","4",2.3286612523255,2.3286612523255,1
"US-KS4","SPEI_48","WUE_ET","5",2.97828560030015,2.97828560030015,1
"US-KS4","SPEI_48","WUE_ET","6",2.15635063762058,2.15635063762058,1
"US-KS4","SPEI_48","WUE_ET","7",2.01413936900852,2.01413936900852,1
"US-KS4","SPEI_48","WUE_ET","9",2.10417206371144,2.10417206371144,1
"US-KS4","SPEI_48","WUE_T","3",7.02486638082036,7.02486638082036,1
"US-KS4","SPEI_48","WUE_T","4",14.5899866077466,14.5899866077466,1
"US-KS4","SPEI_48","WUE_T","5",12.1586400118096,12.1586400118096,1
"US-KS4","SPEI_48","WUE_T","6",6.72016914877001,6.72016914877001,1
"US-KS4","SPEI_48","WUE_T","7",10.4131493084255,10.4131493084255,1
"US-KS4","SPEI_48","WUE_T","9",7.28338229116339,7.28338229116339,1
"US-LA2","SPEI_6","WUE_ET","3",0.94891835114121,0.94891835114121,1
"US-LA2","SPEI_6","WUE_ET","4",3.0991240133673,3.17011231261384,4
"US-LA2","SPEI_6","WUE_ET","5",3.10775645560798,2.93882017069543,4
"US-LA2","SPEI_6","WUE_ET","6",3.20584952740989,3.54899895327795,3
"US-LA2","SPEI_6","WUE_ET","7",3.41988407162604,3.2775331633532,3
"US-LA2","SPEI_6","WUE_ET","8",3.12266518792413,3.12266518792413,2
"US-LA2","SPEI_6","WUE_ET","9",2.58429870756377,2.58429870756377,2
"US-LA2","SPEI_6","WUE_ET","10",2.16181216173231,2.06606920653299,3
"US-LA2","SPEI_6","WUE_T","3",2.47374032650316,2.47374032650316,1
"US-LA2","SPEI_6","WUE_T","4",5.03172053222928,4.50702334686205,4
"US-LA2","SPEI_6","WUE_T","5",4.83464347631829,4.37572121618547,4
"US-LA2","SPEI_6","WUE_T","6",5.57353542463726,6.48546843785959,3
"US-LA2","SPEI_6","WUE_T","7",6.31385535342823,5.47268749832395,3
"US-LA2","SPEI_6","WUE_T","8",5.70242622256754,5.70242622256754,2
"US-LA2","SPEI_6","WUE_T","9",4.15670894768016,4.15670894768016,2
"US-LA2","SPEI_6","WUE_T","10",4.43027336664569,3.4947152483321,3
"US-LA2","SPEI_48","WUE_ET","3",0.931432402394904,0.931432402394904,2
"US-LA2","SPEI_48","WUE_ET","4",2.86017418967598,2.95998589689972,4
"US-LA2","SPEI_48","WUE_ET","5",3.09431122687541,2.91192971323029,4
"US-LA2","SPEI_48","WUE_ET","6",2.96976945285369,3.03427481447587,4
"US-LA2","SPEI_48","WUE_ET","7",3.14173655224504,3.18443932700807,4
"US-LA2","SPEI_48","WUE_ET","8",2.37989774555235,2.17773669545522,5
"US-LA2","SPEI_48","WUE_ET","9",2.07076214202194,1.96176537804842,5
"US-LA2","SPEI_48","WUE_ET","10",2.05302817568769,1.91806935022564,5
"US-LA2","SPEI_48","WUE_T","3",1.92313476351382,1.92313476351382,2
"US-LA2","SPEI_48","WUE_T","4",4.64771633318819,4.11567361179964,4
"US-LA2","SPEI_48","WUE_T","5",4.70965049194991,4.1257352474487,4
"US-LA2","SPEI_48","WUE_T","6",4.45557480868645,4.21268982634008,4
"US-LA2","SPEI_48","WUE_T","7",5.55751057254505,5.34163151614591,4
"US-LA2","SPEI_48","WUE_T","8",4.26464058991842,4.66624964303145,5
"US-LA2","SPEI_48","WUE_T","9",3.29435255765712,3.31104227906708,5
"US-LA2","SPEI_48","WUE_T","10",3.90720742240332,3.44771088323577,5
"US-LA3","SPEI_6","WUE_ET","3",2.99874214679558,2.99874214679558,1
"US-LA3","SPEI_6","WUE_ET","4",2.96606955637078,2.96606955637078,1
"US-LA3","SPEI_6","WUE_ET","5",2.0589377415788,2.0589377415788,1
"US-LA3","SPEI_6","WUE_ET","6",2.38305137406336,2.38305137406336,1
"US-LA3","SPEI_6","WUE_ET","7",2.32887857226909,2.32887857226909,2
"US-LA3","SPEI_6","WUE_ET","8",2.56878069335895,2.56878069335895,2
"US-LA3","SPEI_6","WUE_T","3",6.05875295085585,6.05875295085585,1
"US-LA3","SPEI_6","WUE_T","4",5.24584302034327,5.24584302034327,1
"US-LA3","SPEI_6","WUE_T","5",3.43994896298401,3.43994896298401,1
"US-LA3","SPEI_6","WUE_T","6",3.88611779060944,3.88611779060944,1
"US-LA3","SPEI_6","WUE_T","7",4.83183172410862,4.83183172410862,2
"US-LA3","SPEI_6","WUE_T","8",4.34442927145875,4.34442927145875,2
"US-LA3","SPEI_48","WUE_ET","3",2.54620616142363,2.99874214679558,3
"US-LA3","SPEI_48","WUE_ET","4",2.26556771046111,2.10557198364114,3
"US-LA3","SPEI_48","WUE_ET","5",2.31060824717327,2.0589377415788,3
"US-LA3","SPEI_48","WUE_ET","6",2.36613748519054,2.44985065855118,4
"US-LA3","SPEI_48","WUE_ET","7",2.37596541783897,2.3313765293332,4
"US-LA3","SPEI_48","WUE_ET","8",2.49540761484504,2.34866145781724,3
"US-LA3","SPEI_48","WUE_ET","9",2.03273103334622,2.03273103334622,1
"US-LA3","SPEI_48","WUE_ET","10",1.76681616899471,1.76681616899471,1
"US-LA3","SPEI_48","WUE_T","3",5.33501757983963,6.05875295085585,3
"US-LA3","SPEI_48","WUE_T","4",4.07858513532113,3.78490976185781,3
"US-LA3","SPEI_48","WUE_T","5",4.08107956338784,4.11106351331254,3
"US-LA3","SPEI_48","WUE_T","6",4.27876586867356,4.22542484738617,4
"US-LA3","SPEI_48","WUE_T","7",4.91753518268543,4.83183172410862,4
"US-LA3","SPEI_48","WUE_T","8",4.26454475559629,4.30590770870506,3
"US-LA3","SPEI_48","WUE_T","9",4.31810137573226,4.31810137573226,1
"US-LA3","SPEI_48","WUE_T","10",5.78298810880976,5.78298810880976,1
"US-MCP","SPEI_6","WUE_ET","3",2.52767090292335,2.52767090292335,2
"US-MCP","SPEI_6","WUE_ET","4",3.1102864604257,3.1102864604257,2
"US-MCP","SPEI_6","WUE_ET","5",4.7047095200503,4.7047095200503,2
"US-MCP","SPEI_6","WUE_ET","6",5.50968470779057,5.50968470779057,2
"US-MCP","SPEI_6","WUE_ET","7",5.32389524436133,5.45268164338937,3
"US-MCP","SPEI_6","WUE_ET","8",4.31367424798011,4.31367424798011,2
"US-MCP","SPEI_6","WUE_ET","9",4.51121709084105,4.51121709084105,2
"US-MCP","SPEI_6","WUE_T","3",5.60444164057696,5.60444164057696,2
"US-MCP","SPEI_6","WUE_T","4",6.61749451317973,6.61749451317973,2
"US-MCP","SPEI_6","WUE_T","5",8.48328005059095,8.48328005059095,2
"US-MCP","SPEI_6","WUE_T","6",9.95000606285065,9.95000606285065,2
"US-MCP","SPEI_6","WUE_T","7",9.11762084067655,9.85795326025103,3
"US-MCP","SPEI_6","WUE_T","8",7.60555242523701,7.60555242523701,2
"US-MCP","SPEI_6","WUE_T","9",6.70757392202036,6.70757392202036,2
"US-MCP","SPEI_48","WUE_ET","3",2.52767090292335,2.52767090292335,2
"US-MCP","SPEI_48","WUE_ET","4",3.1102864604257,3.1102864604257,2
"US-MCP","SPEI_48","WUE_ET","5",4.7047095200503,4.7047095200503,2
"US-MCP","SPEI_48","WUE_ET","6",4.75388487567538,4.94837243838123,3
"US-MCP","SPEI_48","WUE_ET","7",5.32389524436133,5.45268164338937,3
"US-MCP","SPEI_48","WUE_ET","8",4.46273598825727,4.48723983689626,3
"US-MCP","SPEI_48","WUE_ET","9",4.37624931831204,4.4063727424512,3
"US-MCP","SPEI_48","WUE_T","3",5.60444164057696,5.60444164057696,2
"US-MCP","SPEI_48","WUE_T","4",6.61749451317973,6.61749451317973,2
"US-MCP","SPEI_48","WUE_T","5",8.48328005059095,8.48328005059095,2
"US-MCP","SPEI_48","WUE_T","6",8.25800320623835,8.84780095326418,3
"US-MCP","SPEI_48","WUE_T","7",9.11762084067655,9.85795326025103,3
"US-MCP","SPEI_48","WUE_T","8",7.3956217043568,6.97576026259639,3
"US-MCP","SPEI_48","WUE_T","9",6.79258670856147,6.83407200629368,3
"US-MRf","SPEI_6","WUE_ET","3",6.05400411548394,6.27722290050949,5
"US-MRf","SPEI_6","WUE_ET","4",5.9381542006255,6.13213617036631,4
"US-MRf","SPEI_6","WUE_ET","5",6.56393049740429,7.09764979687544,4
"US-MRf","SPEI_6","WUE_ET","6",6.36372985584039,6.69227315875985,4
"US-MRf","SPEI_6","WUE_ET","7",5.00112941353447,4.98289802288576,5
"US-MRf","SPEI_6","WUE_ET","8",5.57578986253416,5.45865050257156,3
"US-MRf","SPEI_6","WUE_ET","9",4.57863052501406,4.15294861234242,3
"US-MRf","SPEI_6","WUE_ET","10",5.47067267014329,5.47067267014329,2
"US-MRf","SPEI_6","WUE_T","3",9.93766761669805,10.1330828499593,5
"US-MRf","SPEI_6","WUE_T","4",10.6484686935282,10.8337780778033,4
"US-MRf","SPEI_6","WUE_T","5",9.95715154967485,10.1173129541707,4
"US-MRf","SPEI_6","WUE_T","6",9.7977769849983,8.8304077931107,4
"US-MRf","SPEI_6","WUE_T","7",6.93036214160543,6.75108511803702,5
"US-MRf","SPEI_6","WUE_T","8",8.01748843316008,8.05778306543127,3
"US-MRf","SPEI_6","WUE_T","9",7.16442856287437,6.59718332311098,3
"US-MRf","SPEI_6","WUE_T","10",7.9963446850284,7.9963446850284,2
"US-MRf","SPEI_48","WUE_ET","3",5.91439135899709,6.16864651470889,4
"US-MRf","SPEI_48","WUE_ET","4",5.81661551578172,5.88905880067876,4
"US-MRf","SPEI_48","WUE_ET","5",6.38744792661628,6.66848609818818,5
"US-MRf","SPEI_48","WUE_ET","6",6.47162879223465,6.90322453781172,5
"US-MRf","SPEI_48","WUE_ET","7",5.00112941353447,4.98289802288576,5
"US-MRf","SPEI_48","WUE_ET","8",5.56989230002525,5.58389259894816,6
"US-MRf","SPEI_48","WUE_ET","9",4.4121385081938,4.15294861234242,5
"US-MRf","SPEI_48","WUE_ET","10",5.61773570898458,5.76479874782587,4
"US-MRf","SPEI_48","WUE_T","3",9.88881380838274,10.1394245646402,4
"US-MRf","SPEI_48","WUE_T","4",9.47830163410558,8.49344395895805,4
"US-MRf","SPEI_48","WUE_T","5",9.84730182769606,9.40790293978089,5
"US-MRf","SPEI_48","WUE_T","6",10.149931394285,9.73537476254214,5
"US-MRf","SPEI_48","WUE_T","7",6.93036214160543,6.75108511803702,5
"US-MRf","SPEI_48","WUE_T","8",8.2144238693028,8.15243138062577,6
"US-MRf","SPEI_48","WUE_T","9",7.42955123012441,6.59718332311098,5
"US-MRf","SPEI_48","WUE_T","10",9.29068630302089,9.4422652466218,4
"US-Myb","SPEI_6","WUE_ET","5",1.62975574812013,1.72810032746228,5
"US-Myb","SPEI_6","WUE_ET","6",1.6048996094014,1.46418207202016,4
"US-Myb","SPEI_6","WUE_ET","7",1.57940506935218,1.47665935218721,7
"US-Myb","SPEI_6","WUE_ET","8",1.64649404108996,1.75009789241876,8
"US-Myb","SPEI_6","WUE_ET","9",1.51487877576706,1.34330475362506,7
"US-Myb","SPEI_6","WUE_ET","10",1.39857808178219,1.46327776109601,7
"US-Myb","SPEI_6","WUE_T","5",2.62145881178161,2.62216924407061,5
"US-Myb","SPEI_6","WUE_T","6",2.47425587055755,2.36026948913234,4
"US-Myb","SPEI_6","WUE_T","7",2.40824988264851,2.28841815088218,7
"US-Myb","SPEI_6","WUE_T","8",2.56696545127348,2.56930880061286,8
"US-Myb","SPEI_6","WUE_T","9",2.66053611579914,2.66357679235203,7
"US-Myb","SPEI_6","WUE_T","10",2.68377685932359,2.72570591909663,7
"US-Myb","SPEI_48","WUE_ET","5",1.49024252540651,1.40093239410948,7
"US-Myb","SPEI_48","WUE_ET","6",1.68942123684195,1.71078193957468,7
"US-Myb","SPEI_48","WUE_ET","7",1.7259064081639,1.82045059505,6
"US-Myb","SPEI_48","WUE_ET","8",1.72861881943644,1.80466182456472,6
"US-Myb","SPEI_48","WUE_ET","9",1.45651295936944,1.33054988666527,7
"US-Myb","SPEI_48","WUE_ET","10",1.33134316601123,1.38167374589778,7
"US-Myb","SPEI_48","WUE_T","5",2.47965682487749,2.36620198730686,7
"US-Myb","SPEI_48","WUE_T","6",2.58149204345068,2.69323062499594,7
"US-Myb","SPEI_48","WUE_T","7",2.53822725227502,2.62504211127807,6
"US-Myb","SPEI_48","WUE_T","8",2.6451226746057,2.71777220115669,6
