"term","npar","AIC","LRT","Pr(Chi)"
"<none>",NA,2210.86750703502,NA,NA
"Trans_ratio_z",1,2214.25819504958,5.39068801456233,0.0202444871657239
"month_f",9,2232.77185959882,39.9043525637962,7.90777443030387e-06
"metric:timescale:anomaly_class:water_class",2,2212.04439291386,5.17688587884095,0.0751369418203415
