"term","npar","AIC","LRT","Pr(Chi)"
"<none>",NA,16333.8127664168,NA,NA
"Trans_ratio_z",1,16536.467257137,204.654490720226,2.01453420814037e-46
"month_f",9,16328.2041241805,12.3913577636904,0.192134563004497
"metric:timescale:anomaly_class:water_class",4,16331.0360235446,5.22325712775273,0.265147297570059
