"site_name","Year","month","water_class","timescale","anomaly_class","SPEI_value","metric","WUE_value","baseline_mean","WUE_response","WUE_response_magnitude","response_direction","wue_fitted","wue_residual"
"US-A10",2017,8,"Saline","SPEI_6","Wet",1.27610933971509,"WUE_ET",3.27961624070583,2.89382783852184,0.385788402183989,0.385788402183989,"Increase_or_no_decrease",3.18048048899266,0.0991357517131721
"US-A10",2018,6,"Saline","SPEI_6","Near-normal",-0.931263055134853,"WUE_ET",0.442762775755079,0.80583330909744,-0.363070533342362,0.363070533342362,"Decrease",2.37220415940437,-1.92944138364929
"US-A10",2018,7,"Saline","SPEI_6","Wet",1.22417946361043,"WUE_ET",1.5152590120906,3.0386534491789,-1.5233944370883,1.5233944370883,"Decrease",2.67744519192384,-1.16218617983324
"US-A10",2019,6,"Saline","SPEI_6","Wet",1.51288657531447,"WUE_ET",2.69182131759743,0.80583330909744,1.88598800849999,1.88598800849999,"Increase_or_no_decrease",2.88984727364325,-0.198025956045817
"US-A10",2019,7,"Saline","SPEI_6","Wet",2.08315119402239,"WUE_ET",3.55005140690628,3.0386534491789,0.511397957727379,0.511397957727379,"Increase_or_no_decrease",2.82196310531549,0.728088301590791
"US-A10",2019,8,"Saline","SPEI_6","Wet",2.32410702923455,"WUE_ET",3.80466923003134,2.89382783852184,0.910841391509505,0.910841391509505,"Increase_or_no_decrease",3.42426037556802,0.38040885446332
"US-A10",2020,6,"Saline","SPEI_6","Near-normal",-0.502570715242709,"WUE_ET",1.65994197182531,0.80583330909744,0.854108662727868,0.854108662727868,"Increase_or_no_decrease",2.45797610658211,-0.798034134756803
"US-A10",2020,7,"Saline","SPEI_6","Near-normal",-0.0955843335293993,"WUE_ET",2.82638049447132,3.0386534491789,-0.212272954707585,0.212272954707585,"Decrease",2.31545985957209,0.510920634899225
"US-A10",2021,6,"Saline","SPEI_6","Dry",-2.30350603485103,"WUE_ET",3.40736655875294,0.80583330909744,2.6015332496555,2.6015332496555,"Increase_or_no_decrease",2.72266786801356,0.684698690739382
"US-A10",2021,7,"Saline","SPEI_6","Near-normal",0.751465268090171,"WUE_ET",3.26061953355555,3.0386534491789,0.221966084376649,0.221966084376649,"Increase_or_no_decrease",2.53432272071427,0.726296812841281
"US-A10",2021,8,"Saline","SPEI_6","Near-normal",0.713262817911714,"WUE_ET",2.47165746136779,2.89382783852184,-0.422170377154044,0.422170377154044,"Decrease",2.30276239618922,0.168895065178577
"US-A10",2022,6,"Saline","SPEI_6","Dry",-1.07208459282663,"WUE_ET",2.36228037593647,0.80583330909744,1.55644706683903,1.55644706683903,"Increase_or_no_decrease",3.22797101762728,-0.865690641690804
"US-A10",2022,7,"Saline","SPEI_6","Near-normal",0.188224177526074,"WUE_ET",3.0436983263543,3.0386534491789,0.0050448771753997,0.0050448771753997,"Increase_or_no_decrease",2.5319330358645,0.511765290489804
"US-A10",2022,8,"Saline","SPEI_6","Near-normal",0.875656436686815,"WUE_ET",3.47773646061565,2.89382783852184,0.583908622093813,0.583908622093813,"Increase_or_no_decrease",2.99275173487908,0.484984725736573
"US-Atq",1999,5,"Freshwater","SPEI_6","Near-normal",-0.237733498584041,"WUE_ET",1.05338516507606,0.46490111561799,0.588484049458069,0.588484049458069,"Increase_or_no_decrease",1.22845753392297,-0.175072368846906
"US-Atq",1999,6,"Freshwater","SPEI_6","Near-normal",-0.765491511930511,"WUE_ET",0.880116781802001,0.757058004048022,0.123058777753979,0.123058777753979,"Increase_or_no_decrease",0.342380140058876,0.537736641743125
"US-Atq",1999,7,"Freshwater","SPEI_6","Near-normal",-0.965958229121338,"WUE_ET",0.784769218764388,0.895084701977832,-0.110315483213444,0.110315483213444,"Decrease",0.726688999092998,0.0580802196713899
"US-Atq",1999,8,"Freshwater","SPEI_6","Near-normal",-0.868914752650102,"WUE_ET",0.868099602536919,0.92707070507405,-0.0589711025371303,0.0589711025371303,"Decrease",1.24234191157108,-0.374242309034159
"US-Atq",2000,6,"Freshwater","SPEI_6","Near-normal",0.120529785730222,"WUE_ET",1.70685022129003,0.757058004048022,0.949792217242005,0.949792217242005,"Increase_or_no_decrease",1.22452699515473,0.482323226135295
"US-Atq",2000,7,"Freshwater","SPEI_6","Near-normal",0.0044928130631821,"WUE_ET",0.699194506071659,0.895084701977832,-0.195890195906173,0.195890195906173,"Decrease",0.139406208095803,0.559788297975856
"US-Atq",2000,8,"Freshwater","SPEI_6","Near-normal",0.596427472682547,"WUE_ET",0.779824701907922,0.92707070507405,-0.147246003166128,0.147246003166128,"Decrease",0.953315614093222,-0.1734909121853
"US-Atq",2001,7,"Freshwater","SPEI_6","Near-normal",-0.0850464440244445,"WUE_ET",2.30946995525795,0.895084701977832,1.41438525328012,1.41438525328012,"Increase_or_no_decrease",0.894142033381774,1.41532792187618
"US-Atq",2001,8,"Freshwater","SPEI_6","Near-normal",0.262432830279066,"WUE_ET",1.19391668044768,0.92707070507405,0.266845975373632,0.266845975373632,"Increase_or_no_decrease",1.2867028705855,-0.0927861901378175
"US-Atq",2002,6,"Freshwater","SPEI_6","Near-normal",-0.167312952060691,"WUE_ET",1.83586925605014,0.757058004048022,1.07881125200211,1.07881125200211,"Increase_or_no_decrease",1.07557538653097,0.760293869519167
"US-Atq",2002,7,"Freshwater","SPEI_6","Near-normal",-0.58906248222628,"WUE_ET",1.23127071459441,0.895084701977832,0.336186012616582,0.336186012616582,"Increase_or_no_decrease",1.62496057957493,-0.393689864980515
"US-Atq",2002,8,"Freshwater","SPEI_6","Near-normal",-0.284625002703465,"WUE_ET",1.45303203273891,0.92707070507405,0.525961327664856,0.525961327664856,"Increase_or_no_decrease",1.75197742047573,-0.298945387736828
"US-Atq",2003,5,"Freshwater","SPEI_6","Wet",1.11626585131927,"WUE_ET",0.186414555432115,0.46490111561799,-0.278486560185875,0.278486560185875,"Decrease",0.147876326325149,0.0385382291069665
"US-Atq",2003,6,"Freshwater","SPEI_6","Near-normal",-0.291572629562029,"WUE_ET",0.0375191855611649,0.757058004048022,-0.719538818486857,0.719538818486857,"Decrease",-0.00186567576681385,0.0393848613279787
"US-Atq",2003,7,"Freshwater","SPEI_6","Near-normal",0.611588207306786,"WUE_ET",0.13234308689892,0.895084701977832,-0.762741615078912,0.762741615078912,"Decrease",0.639045428046056,-0.506702341147136
"US-Atq",2003,8,"Freshwater","SPEI_6","Near-normal",0.644365191428225,"WUE_ET",0.326661449267632,0.92707070507405,-0.600409255806418,0.600409255806418,"Decrease",0.29239149117796,0.0342699580896721
"US-Atq",2004,5,"Freshwater","SPEI_6","Near-normal",0.789042290060433,"WUE_ET",0.0380323377903169,0.46490111561799,-0.426868777827674,0.426868777827674,"Decrease",0.0350552923772978,0.00297704541301914
"US-Atq",2004,6,"Freshwater","SPEI_6","Near-normal",0.315829821693298,"WUE_ET",0.188288028253254,0.757058004048022,-0.568769975794767,0.568769975794767,"Decrease",0.122852502080185,0.0654355261730696
"US-Atq",2004,7,"Freshwater","SPEI_6","Near-normal",0.780811525677507,"WUE_ET",0.506101704611959,0.895084701977832,-0.388982997365873,0.388982997365873,"Decrease",0.616118237209573,-0.110016532597614
"US-Atq",2004,8,"Freshwater","SPEI_6","Near-normal",0.251572446497339,"WUE_ET",0.639708107166567,0.92707070507405,-0.287362597907483,0.287362597907483,"Decrease",0.883632121379501,-0.243924014212934
"US-Atq",2005,6,"Freshwater","SPEI_6","Near-normal",0.0866449663687904,"WUE_ET",0.200689472742068,0.757058004048022,-0.556368531305954,0.556368531305954,"Decrease",0.163461115122096,0.0372283576199719
