"term","npar","AIC","LRT","Pr(Chi)"
"<none>",NA,55801.9722789774,NA,NA
"SPEI_z",1,55826.7083022132,26.7360232357314,2.33232628457719e-07
"SPEI_timescale",6,55790.0143723135,0.0420933361165226,0.999998470508469
"coast_region",3,55805.714532433,9.74225345556624,0.0208890587939943
"water_class",2,55800.4359949787,2.46371600127168,0.291750002094658
"month_f",10,55969.6499360652,187.677657087756,5.94760049336222e-35
