"term","npar","AIC","LRT","Pr(Chi)"
"<none>",NA,55813.0641750692,NA,NA
"month_f",10,55982.2078853098,189.143710240583,2.94688517371673e-35
"SPEI_z:SPEI_timescale:water_class",12,55796.1813341201,7.11715905094024,0.849774998755163
