"site_name","Year","month","water_class","difference_type","Trans_ratio","Trans_ratio_z","WUE_difference","smooth_fitted","smooth_residual"
"US-Tw2",2012,7,"Upland","WUE_ET_minus_WUE_T",0.571010697182399,0.089284078573545,-1.88255432469011,-2.08575922991375,0.203204905223641
"US-Tw2",2012,8,"Upland","WUE_ET_minus_WUE_T",0.64637078186242,0.518890242818344,-1.95932271236085,-1.73140403584183,-0.227918676519019
"US-Tw2",2012,9,"Upland","WUE_ET_minus_WUE_T",0.426628485033906,-0.733797379066281,-3.83141525680498,-3.40304246696074,-0.428372789844238
"US-Tw3",2013,6,"Freshwater","WUE_ET_minus_WUE_T",0.579128752938961,0.135562779155029,-1.72024661544996,-1.36505533057519,-0.355191284874772
"US-Tw3",2013,7,"Freshwater","WUE_ET_minus_WUE_T",0.66771306080047,0.640556435601284,-1.24802890106066,-1.09868504605023,-0.14934385501043
"US-Tw3",2013,8,"Freshwater","WUE_ET_minus_WUE_T",0.537358396656201,-0.102558006111713,-1.96561875876459,-2.02243726837713,0.0568185096125489
"US-Tw3",2014,3,"Freshwater","WUE_ET_minus_WUE_T",0.575688151393071,0.11594889948517,-2.1367876461515,-1.57549443360303,-0.561293212548471
"US-Tw3",2014,4,"Freshwater","WUE_ET_minus_WUE_T",0.673925582761686,0.675972236172323,-1.64271311987098,-1.0747397573532,-0.567973362517773
"US-Tw3",2014,7,"Freshwater","WUE_ET_minus_WUE_T",0.637446220342442,0.468013884883715,-1.60397833615612,-1.24199264478926,-0.36198569136686
"US-Tw3",2015,4,"Freshwater","WUE_ET_minus_WUE_T",0.610847461578784,0.316382012724245,-1.35219067673623,-1.3755814982233,0.0233908214870704
"US-Tw3",2015,5,"Freshwater","WUE_ET_minus_WUE_T",0.719637156808222,0.936560770156955,-1.29298953314142,-0.944816858756201,-0.348172674385222
"US-Tw3",2015,6,"Freshwater","WUE_ET_minus_WUE_T",0.649697644525728,0.537855729837386,-1.25607447642541,-1.02158729389163,-0.234487182533773
"US-Tw3",2015,7,"Freshwater","WUE_ET_minus_WUE_T",0.612823478937812,0.327646719255529,-1.52186047802784,-1.36086707369144,-0.160993404336397
"US-Tw3",2015,8,"Freshwater","WUE_ET_minus_WUE_T",0.590410603498916,0.199877363795224,-1.74121476700371,-1.75352035830545,0.012305591301736
"US-Tw3",2015,9,"Freshwater","WUE_ET_minus_WUE_T",0.350458045947796,-1.16802314066897,-3.44242997033422,-2.91390387872706,-0.528526091607153
"US-Tw3",2016,4,"Freshwater","WUE_ET_minus_WUE_T",0.636654774009987,0.463502077014402,-1.3618616160687,-1.25086495019614,-0.11099666587256
"US-Tw3",2016,5,"Freshwater","WUE_ET_minus_WUE_T",0.714229479083936,0.905733155054521,-1.16810541739228,-0.969223460254171,-0.198881957138106
"US-Tw3",2016,6,"Freshwater","WUE_ET_minus_WUE_T",0.550385652670668,-0.0282933670687329,-1.56701739209128,-1.51056943224752,-0.0564479598437586
"US-Tw3",2016,7,"Freshwater","WUE_ET_minus_WUE_T",0.529322813249782,-0.148366555549502,-1.6118815461391,-1.78179913041609,0.16991758427699
"US-Tw3",2016,8,"Freshwater","WUE_ET_minus_WUE_T",0.529874089153906,-0.145223890203295,-1.47482957863586,-2.06148883502671,0.586659256390851
"US-Tw3",2016,9,"Freshwater","WUE_ET_minus_WUE_T",0.646945641618663,0.522167352921213,-1.6486280648043,-1.30266814278479,-0.34595992201951
"US-Tw3",2017,3,"Freshwater","WUE_ET_minus_WUE_T",0.676202530307996,0.688952459133992,-1.2428406788673,-1.09024170875456,-0.152598970112743
"US-Tw3",2017,5,"Freshwater","WUE_ET_minus_WUE_T",0.676865195812128,0.692730124546876,-1.18407610707023,-1.1406038504207,-0.0434722566495305
"US-Tw3",2017,7,"Freshwater","WUE_ET_minus_WUE_T",0.414519864724156,-0.802825140216706,-2.45678853305054,-2.42233605202718,-0.0344524810233633
"US-Tw3",2017,8,"Freshwater","WUE_ET_minus_WUE_T",0.385767766356916,-0.966732582014123,-3.42227615899634,-2.87632361279027,-0.545952546206067
"US-Tw3",2018,5,"Freshwater","WUE_ET_minus_WUE_T",0.638218242874463,0.472414963254318,-1.5438344070621,-1.32293555956138,-0.220898847500721
"US-Tw3",2018,6,"Freshwater","WUE_ET_minus_WUE_T",0.430346937370404,-0.712599551967321,-1.7154559432714,-2.16753881780813,0.452082874536733
"US-Tw4",2014,8,"Freshwater","WUE_ET_minus_WUE_T",0.32185186135949,-1.33109876998709,-2.04907935325579,-2.97522013766948,0.926140784413685
"US-Tw4",2015,5,"Freshwater","WUE_ET_minus_WUE_T",0.440449693604111,-0.655006644896002,-1.59120680298223,-2.06534366195621,0.474136858973977
"US-Tw4",2015,6,"Freshwater","WUE_ET_minus_WUE_T",0.416366349559933,-0.7922988613384,-1.49432817961613,-1.95911268842913,0.464784508812998
"US-Tw4",2015,7,"Freshwater","WUE_ET_minus_WUE_T",0.497147631199102,-0.331788012722247,-1.22282890930551,-1.66311929452547,0.440290385219955
"US-Tw4",2015,8,"Freshwater","WUE_ET_minus_WUE_T",0.541901249414646,-0.0766605093590109,-1.38598346257266,-1.70856765481518,0.322584192242523
"US-Tw4",2015,9,"Freshwater","WUE_ET_minus_WUE_T",0.456576157744294,-0.563074311864374,-2.048117031088,-1.99442005053745,-0.0536969805505514
"US-Tw4",2015,10,"Freshwater","WUE_ET_minus_WUE_T",0.376364128032389,-1.02034001899749,-2.9115011336758,-2.54898681156819,-0.362514322107612
"US-Tw4",2016,5,"Freshwater","WUE_ET_minus_WUE_T",0.529911328015725,-0.14501160216441,-1.34505027885661,-1.57303941760093,0.227989138744318
"US-Tw4",2016,6,"Freshwater","WUE_ET_minus_WUE_T",0.513826934483136,-0.236704102764415,-1.29809696650738,-1.41136319249562,0.113266225988245
"US-Tw4",2016,7,"Freshwater","WUE_ET_minus_WUE_T",0.507502427297783,-0.272758298883952,-1.32628982144047,-1.60721577085904,0.280925949418568
"US-Tw4",2016,9,"Freshwater","WUE_ET_minus_WUE_T",0.408493084369141,-0.837182081322294,-2.09890971444284,-2.27365340212814,0.174743687685305
"US-Tw4",2017,5,"Freshwater","WUE_ET_minus_WUE_T",0.358116215177394,-1.1243661208841,-1.89682205566776,-2.55554798560662,0.65872592993887
"US-Tw4",2017,7,"Freshwater","WUE_ET_minus_WUE_T",0.561916490356084,0.0374406215486423,-1.03952170919332,-1.32344880485397,0.283927095660654
"US-Tw4",2017,8,"Freshwater","WUE_ET_minus_WUE_T",0.611483643670839,0.320008703823245,-1.12189513127476,-1.35966132102171,0.237766189746948
"US-Tw4",2018,5,"Freshwater","WUE_ET_minus_WUE_T",0.41248366316108,-0.814432939582333,-2.60389531179059,-2.22868378611282,-0.375211525677763
"US-Tw4",2018,6,"Freshwater","WUE_ET_minus_WUE_T",0.551686086945255,-0.0208799653597256,-1.32627304554586,-1.21358935474682,-0.112683690799041
"US-Tw4",2018,7,"Freshwater","WUE_ET_minus_WUE_T",0.633169677630969,0.443634545100516,-1.08430201868609,-0.972177862861076,-0.112124155825018
"US-Tw4",2018,8,"Freshwater","WUE_ET_minus_WUE_T",0.594163329029874,0.221270572516577,-1.69507796152211,-1.44464608668854,-0.250431874833571
"US-Tw4",2018,9,"Freshwater","WUE_ET_minus_WUE_T",0.488788377768442,-0.379441711859448,-2.15181968736288,-1.81471093702552,-0.337108750337362
"US-Tw4",2018,10,"Freshwater","WUE_ET_minus_WUE_T",0.486518327108643,-0.392382617655119,-2.07042323504781,-1.9100156070401,-0.160407628007714
"US-Tw4",2019,6,"Freshwater","WUE_ET_minus_WUE_T",0.411366423487215,-0.820802001571437,-2.05749912069576,-1.98862865462564,-0.068870466070122
"US-Tw4",2019,8,"Freshwater","WUE_ET_minus_WUE_T",0.540178677376841,-0.0864803970215391,-1.47552830474166,-1.71748716293749,0.24195885819583
"US-Tw4",2019,9,"Freshwater","WUE_ET_minus_WUE_T",0.529049338059846,-0.149925558937883,-1.69476464633454,-1.59890689526783,-0.0958577510667069
"US-Tw4",2020,5,"Freshwater","WUE_ET_minus_WUE_T",0.42770757210181,-0.727645814108561,-2.59048236267257,-2.13927019080373,-0.451212171868838
"US-Tw4",2020,7,"Freshwater","WUE_ET_minus_WUE_T",0.50998350681595,-0.258614378272504,-1.88093808514936,-1.59391656727112,-0.287021517878236
"US-Tw4",2021,7,"Freshwater","WUE_ET_minus_WUE_T",0.616199811261217,0.34689421857606,-1.19299873476893,-1.05413017515741,-0.138868559611528
"US-Tw4",2021,8,"Freshwater","WUE_ET_minus_WUE_T",0.617626467820031,0.355027177217616,-1.42817509189167,-1.32978054341747,-0.0983945484741999
"US-Tw4",2021,9,"Freshwater","WUE_ET_minus_WUE_T",0.529130594681034,-0.149462338315235,-1.84454156663134,-1.59848089474256,-0.246060671888772
"US-Tw4",2022,6,"Freshwater","WUE_ET_minus_WUE_T",0.49255019314615,-0.357996684536613,-1.79773311820314,-1.52612449281275,-0.271608625390389
"US-Tw4",2022,8,"Freshwater","WUE_ET_minus_WUE_T",0.659000488335095,0.590888566284955,-1.06864291742863,-1.1318843444913,0.0632414270626735
"US-Tw4",2022,9,"Freshwater","WUE_ET_minus_WUE_T",0.581953465796702,0.15166565458384,-1.51608312953937,-1.32864950851155,-0.187433621027816
"US-Tw4",2022,10,"Freshwater","WUE_ET_minus_WUE_T",0.544709902638881,-0.0606491852810088,-2.02338589085024,-1.60031285336744,-0.423073037482797
"US-Tw4",2023,8,"Freshwater","WUE_ET_minus_WUE_T",0.581244837487852,0.147625968443191,-1.49451447036885,-1.50877592507365,0.0142614547048026
"US-Tw4",2023,10,"Freshwater","WUE_ET_minus_WUE_T",0.459869474222607,-0.544300061995901,-2.62687444150176,-2.05860747153668,-0.568266969965082
"US-Tw4",2024,5,"Freshwater","WUE_ET_minus_WUE_T",0.244705283075024,-1.77088922035778,-4.19023710312833,-3.24800900918677,-0.942228093941559
"US-Tw4",2024,6,"Freshwater","WUE_ET_minus_WUE_T",0.498637159392145,-0.323296640979964,-1.42954888140158,-1.49301387676587,0.0634649953642836
"US-Tw4",2024,8,"Freshwater","WUE_ET_minus_WUE_T",0.613532776956054,0.331690223216775,-1.26319050895964,-1.34967887551732,0.0864883665576834
"US-Tw4",2024,9,"Freshwater","WUE_ET_minus_WUE_T",0.56792647234582,0.0717018000060917,-1.56991718388534,-1.39901993476525,-0.170897249120093
"US-Tw5",2018,5,"Freshwater","WUE_ET_minus_WUE_T",0.294955931056296,-1.48442473160737,-1.73337279787394,-2.83624199084031,1.10286919296637
"US-Tw5",2018,6,"Freshwater","WUE_ET_minus_WUE_T",0.556354874747603,0.00573545085106577,-0.659306614026769,-1.0839409509273,0.424634336900527
"US-Tw5",2018,7,"Freshwater","WUE_ET_minus_WUE_T",0.598067023618998,0.243524412409898,-0.79252508165532,-1.03703659375663,0.244511512101306
"US-Tw5",2018,8,"Freshwater","WUE_ET_minus_WUE_T",0.608541488549129,0.303236323831665,-1.14619796843675,-1.26824013068768,0.122042162250925
"US-Tw5",2018,9,"Freshwater","WUE_ET_minus_WUE_T",0.589292535268709,0.193503578444759,-1.30008728281114,-1.18637676895057,-0.113710513860565
"US-Tw5",2019,4,"Freshwater","WUE_ET_minus_WUE_T",0.284441702191429,-1.54436332578234,-3.72083127938974,-2.82097061218572,-0.899860667204019
"US-Tw5",2019,6,"Freshwater","WUE_ET_minus_WUE_T",0.437532435175135,-0.671637096004234,-1.78493824809047,-1.72975118011643,-0.0551870679740438
"US-Tw5",2019,8,"Freshwater","WUE_ET_minus_WUE_T",0.527080840861148,-0.161147395198415,-1.73513782709699,-1.68004948069075,-0.0550883464062437
"US-Tw5",2019,9,"Freshwater","WUE_ET_minus_WUE_T",0.5377515441616,-0.100316785278512,-1.81905203431828,-1.44771001863685,-0.371342015681427
"US-Twt",2009,6,"Upland","WUE_ET_minus_WUE_T",0.458471089108399,-0.552271853264481,-1.1993050980974,-2.31533633404673,1.11603123594933
"US-Twt",2009,7,"Upland","WUE_ET_minus_WUE_T",0.622390246145122,0.382184107073046,-0.912709564524699,-1.03994870518588,0.127239140661184
"US-Twt",2009,8,"Upland","WUE_ET_minus_WUE_T",0.62329801347309,0.387359027476215,-1.07773470584477,-1.31528757266014,0.237552866815372
"US-Twt",2009,9,"Upland","WUE_ET_minus_WUE_T",0.571933843928225,0.0945466726137894,-0.965691392096963,-1.59590483788807,0.630213445791103
"US-Twt",2010,6,"Upland","WUE_ET_minus_WUE_T",0.51704167273687,-0.218377804750003,-0.705975230651904,-1.8450531927709,1.139077962119
"US-Twt",2010,9,"Upland","WUE_ET_minus_WUE_T",0.655011182600143,0.568146681876661,-1.22921860418962,-0.910405131202727,-0.318813472986888
"US-Twt",2011,9,"Upland","WUE_ET_minus_WUE_T",0.594012669752328,0.2204117073148,-1.22328949608808,-1.38937777653816,0.166088280450076
"US-Twt",2012,6,"Upland","WUE_ET_minus_WUE_T",0.641947537286899,0.493674597909308,-0.177945221693867,-0.730553294955776,0.552608073261909
"US-Twt",2012,7,"Upland","WUE_ET_minus_WUE_T",0.566230113691311,0.0620313473010368,-0.764901374135413,-1.54454877409089,0.779647399955481
"US-Twt",2012,8,"Upland","WUE_ET_minus_WUE_T",0.627433617034329,0.410934913707298,-1.25760351562539,-1.28278616039893,0.0251826447735368
"US-Twt",2012,9,"Upland","WUE_ET_minus_WUE_T",0.631325739279309,0.433122782995631,-1.1693855368271,-1.07633912129145,-0.0930464155356476
"US-Twt",2013,6,"Upland","WUE_ET_minus_WUE_T",0.498997707496293,-0.321241259955563,-2.5072552036903,-2.00064816789421,-0.506607035796086
"US-Twt",2013,7,"Upland","WUE_ET_minus_WUE_T",0.638659463790351,0.474930236771646,-1.55213525758405,-0.916068403698417,-0.636066853885638
"US-Twt",2014,7,"Upland","WUE_ET_minus_WUE_T",0.609035516999562,0.306052637912515,-1.44243983822045,-1.15061636219125,-0.291823476029202
"US-Twt",2014,8,"Upland","WUE_ET_minus_WUE_T",0.656031849182698,0.573965208452975,-1.11564921473636,-1.08045125880231,-0.0351979559340438
"US-Twt",2015,6,"Upland","WUE_ET_minus_WUE_T",0.512856528866657,-0.242236106031494,-0.603277320964414,-1.88205802143894,1.27878070047453
"US-Twt",2015,7,"Upland","WUE_ET_minus_WUE_T",0.53668633222826,-0.106389252085484,-1.23442977545959,-1.82698571215364,0.592555936694044
"US-Twt",2015,8,"Upland","WUE_ET_minus_WUE_T",0.601880965851961,0.265266599939436,-1.30864183350465,-1.4954436962688,0.186801862764143
"US-Twt",2016,7,"Upland","WUE_ET_minus_WUE_T",0.52641550608965,-0.164940277336697,-1.35757546050171,-1.92235450163123,0.56477904112952
"US-Twt",2016,8,"Upland","WUE_ET_minus_WUE_T",0.641771003824074,0.492668231420372,-1.37542008005953,-1.17640326225354,-0.199016817805987
"US-Twt",2016,9,"Upland","WUE_ET_minus_WUE_T",0.563563025114843,0.0468270425566551,-1.75239214521451,-1.67615950342597,-0.0762326417885404
"US-Upa",1994,6,"Freshwater","WUE_ET_minus_WUE_T",0.444662249199639,-0.630992077253901,-0.471455891246977,-1.27817967519176,0.806723783944781
"US-Upa",1994,8,"Freshwater","WUE_ET_minus_WUE_T",0.363240478576307,-1.09515416932202,-1.50711134742125,-2.2060509893795,0.698939641958249
"US-Wpp",2015,5,"Upland","WUE_ET_minus_WUE_T",0.73526111982278,1.02562848882376,-1.52759662771825,-1.09455719590493,-0.433039431813317
"US-Wpp",2015,8,"Upland","WUE_ET_minus_WUE_T",0.303974040839823,-1.43301508193288,-5.20699685317159,-5.15430075051871,-0.05269610265288
"US-xBA",2017,8,"Freshwater","WUE_ET_minus_WUE_T",0.512794400326822,-0.242590282964841,-1.3076708704484,-2.28189558872539,0.974224718276984
"US-xBA",2020,6,"Freshwater","WUE_ET_minus_WUE_T",0.483960719730127,-0.406962801583968,-1.22889797352077,-1.99365572205563,0.764757748534862
"US-xBA",2020,7,"Freshwater","WUE_ET_minus_WUE_T",0.645295534009249,0.512760564119404,-0.99807938048436,-1.33464105047827,0.336561669993913
"US-xBA",2021,6,"Freshwater","WUE_ET_minus_WUE_T",0.66359289009183,0.617068527623365,-1.05299354273699,-1.08609723712737,0.0331036943903829
"US-xBA",2021,8,"Freshwater","WUE_ET_minus_WUE_T",0.372328598414851,-1.04334541246338,-6.18471553755268,-3.08757748287788,-3.0971380546748
"US-xBA",2022,6,"Freshwater","WUE_ET_minus_WUE_T",0.549559164075301,-0.0330049407984502,-1.22564899461621,-1.64492198881717,0.419272994200965
"US-xBA",2022,7,"Freshwater","WUE_ET_minus_WUE_T",0.560111464713933,0.0271506896068093,-2.4656197114271,-1.75303993439003,-0.712579777037071
"US-xBA",2023,8,"Freshwater","WUE_ET_minus_WUE_T",0.592003778408681,0.208959595653924,-2.47876503918097,-1.87574446745912,-0.603020571721858
"US-xSB",2018,6,"Upland","WUE_ET_minus_WUE_T",0.411358162418931,-0.820849095545298,-2.56861541883507,-3.18360774512467,0.614992326289598
"US-xSB",2018,8,"Upland","WUE_ET_minus_WUE_T",0.299545342379705,-1.45826181786911,-3.83165981693829,-5.16143072997295,1.32977091303465
"US-xSB",2019,4,"Upland","WUE_ET_minus_WUE_T",0.381568066536204,-0.990673862582164,-1.66608603974839,-3.61593946166003,1.94985342191164
"US-xSB",2019,5,"Upland","WUE_ET_minus_WUE_T",0.312417512221863,-1.38488128048149,-4.18477105344933,-4.69356953048774,0.508798477038414
"US-xSB",2019,10,"Upland","WUE_ET_minus_WUE_T",0.268964145083692,-1.63259642649033,-5.78092037486462,-5.83012013013987,0.0491997552752537
"US-xSB",2020,4,"Upland","WUE_ET_minus_WUE_T",0.369166251092764,-1.06137304484755,-3.57660577871223,-3.74823124040219,0.17162546168996
"US-xSB",2020,5,"Upland","WUE_ET_minus_WUE_T",0.30406107944247,-1.43251889989722,-5.31059148483427,-4.86537916136288,-0.445212323471386
"US-xSB",2020,6,"Upland","WUE_ET_minus_WUE_T",0.419391073205383,-0.775055781945116,-3.45885504986004,-3.12071851717527,-0.338136532684768
"US-xSB",2020,7,"Upland","WUE_ET_minus_WUE_T",0.426568611456998,-0.734138701104654,-2.46332677615365,-3.22840126317814,0.765074487024495
"US-xSB",2020,8,"Upland","WUE_ET_minus_WUE_T",0.426324911624014,-0.735527963748399,-2.3381061106699,-3.51280188797934,1.17469577730944
"US-xSB",2020,9,"Upland","WUE_ET_minus_WUE_T",0.508179077665565,-0.268900909786365,-1.91886103185241,-2.70870042831822,0.78983939646581
"US-xSB",2020,10,"Upland","WUE_ET_minus_WUE_T",0.436703720055017,-0.676361362511063,-2.71940767836664,-3.34246070189872,0.623053023532076
"US-xSB",2021,4,"Upland","WUE_ET_minus_WUE_T",0.333003668987945,-1.26752552269047,-4.14436934741952,-4.24279877453162,0.0984294271121033
"US-xSB",2021,6,"Upland","WUE_ET_minus_WUE_T",0.249383211132841,-1.7442216981799,-8.14598576632537,-6.05524524135108,-2.0907405249743
"US-xSB",2021,7,"Upland","WUE_ET_minus_WUE_T",0.364421414094637,-1.08842199564674,-5.5736379673284,-3.79818114566186,-1.77545682166653
"US-xSB",2021,8,"Upland","WUE_ET_minus_WUE_T",0.371143199103148,-1.0501030329406,-5.06812329927148,-4.00355399111724,-1.06456930815424
"US-xSB",2021,9,"Upland","WUE_ET_minus_WUE_T",0.304601348282282,-1.4294389826583,-5.40817528930848,-4.87524003193983,-0.532935257368651
"US-xSB",2022,3,"Upland","WUE_ET_minus_WUE_T",0.24538239167993,-1.76702921898218,-5.60056137981111,-6.37411941417568,0.773558034364575
"US-xSB",2022,4,"Upland","WUE_ET_minus_WUE_T",0.279163158876127,-1.57445478276671,-4.55706127750051,-5.37316347298308,0.816102195482564
"US-xSB",2022,9,"Upland","WUE_ET_minus_WUE_T",0.279282479574307,-1.57377456979087,-7.71963219103004,-5.47098205428179,-2.24865013674824
"US-xSB",2023,3,"Upland","WUE_ET_minus_WUE_T",0.23156829421056,-1.84577941481221,-6.04739628456589,-6.8273415494267,0.779945264860809
"US-xSB",2023,4,"Upland","WUE_ET_minus_WUE_T",0.305535584636027,-1.42411316995341,-5.25157910602237,-4.75459410728326,-0.496984998739109
"US-xSB",2023,5,"Upland","WUE_ET_minus_WUE_T",0.348993529110098,-1.17637192986934,-4.96835348051479,-4.08120810926651,-0.887145371248275
"US-xSB",2023,6,"Upland","WUE_ET_minus_WUE_T",0.377413943717411,-1.0143553217732,-3.89397050242706,-3.49139966836904,-0.402570834058019
"US-xSB",2023,7,"Upland","WUE_ET_minus_WUE_T",0.37275187243517,-1.04093244903499,-3.63581724301801,-3.70325053359801,0.067433290580003
"US-xSB",2023,9,"Upland","WUE_ET_minus_WUE_T",0.394238520811978,-0.918443247611828,-3.37866716680164,-3.59643283766214,0.217765670860495
"US-xSB",2023,10,"Upland","WUE_ET_minus_WUE_T",0.175774197834071,-2.16384550820346,-13.2026070717762,-9.06038237504714,-4.14222469672906
"US-xSB",2024,3,"Upland","WUE_ET_minus_WUE_T",0.18864567717648,-2.09046890715626,-8.95571781412018,-8.39648305727048,-0.559234756849698
"US-xSB",2024,4,"Upland","WUE_ET_minus_WUE_T",0.304866306531188,-1.4279285319007,-4.58141846067062,-4.76872128785381,0.187302827183185
"US-xSB",2024,5,"Upland","WUE_ET_minus_WUE_T",0.196410884407462,-2.04620169451667,-10.4012655672584,-8.15108614231988,-2.25017942493847
"US-xSB",2024,7,"Upland","WUE_ET_minus_WUE_T",0.312814940502997,-1.38261565617725,-4.28223405303475,-4.60107350068653,0.318839447651786
"US-xSB",2024,8,"Upland","WUE_ET_minus_WUE_T",0.379215240103514,-1.00408664924733,-2.91610787104496,-3.91733927030284,1.00123139925789
"US-xSB",2024,9,"Upland","WUE_ET_minus_WUE_T",0.365717967080678,-1.08103072004721,-4.63747829759918,-3.88886887044508,-0.7486094271541
"US-xSB",2024,10,"Upland","WUE_ET_minus_WUE_T",0.334341947035707,-1.25989638451696,-4.84466922654561,-4.40485825007701,-0.439810976468598
"US-xSE",2017,9,"Upland","WUE_ET_minus_WUE_T",0.498185595121564,-0.32587087898697,-2.54378118790255,-2.91483018817123,0.371049000268682
"US-xSE",2017,10,"Upland","WUE_ET_minus_WUE_T",0.503623390307907,-0.294871572897111,-2.09115917310895,-2.95202438812592,0.860865215016974
"US-xSE",2018,6,"Upland","WUE_ET_minus_WUE_T",0.694114956856959,0.791066050097839,-0.10079740273511,-1.06239109844323,0.961593695708116
"US-xSE",2019,6,"Upland","WUE_ET_minus_WUE_T",0.588195875956182,0.187251839175378,-0.489826399297234,-1.81412666608357,1.32430026678633
"US-xSE",2019,7,"Upland","WUE_ET_minus_WUE_T",0.69436811913744,0.792509255432742,-0.436098762029705,-1.22317582381768,0.787077061787972
"US-xSE",2019,8,"Upland","WUE_ET_minus_WUE_T",0.715977307971897,0.915697024754264,-0.467619220703598,-1.40615421124204,0.938534990538439
"US-xSE",2020,5,"Upland","WUE_ET_minus_WUE_T",0.596130444272305,0.232484530641971,-2.09315167182984,-1.98826309480795,-0.10488857702189
"US-xSE",2020,6,"Upland","WUE_ET_minus_WUE_T",0.668479577755267,0.644926128259896,-0.836604137049663,-1.19925396846333,0.362649831413668
"US-xSE",2020,7,"Upland","WUE_ET_minus_WUE_T",0.726006254258267,0.972869162548404,-0.647043794209707,-1.08063613786495,0.433592343655242
"US-xSE",2020,9,"Upland","WUE_ET_minus_WUE_T",0.643508289133467,0.502571995211724,-1.22498473673664,-1.62701161577107,0.402026879034429
"US-xSE",2021,5,"Upland","WUE_ET_minus_WUE_T",0.629313893709765,0.421653830142744,-2.35443503981812,-1.70974564168553,-0.644689398132592
"US-xSE",2021,6,"Upland","WUE_ET_minus_WUE_T",0.701640711037733,0.833968209780643,-1.64792703239147,-1.02633926432312,-0.621587768068355
"US-xSE",2021,7,"Upland","WUE_ET_minus_WUE_T",0.67966841382414,0.708710464043516,-1.71722335552824,-1.2985700429211,-0.418653312607148
"US-xSE",2021,8,"Upland","WUE_ET_minus_WUE_T",0.630916679412021,0.430790850364736,-2.18498384022423,-1.89544829967588,-0.289535540548346
"US-xSE",2021,9,"Upland","WUE_ET_minus_WUE_T",0.67614386725638,0.688618037952079,-1.49635857640988,-1.42377493438611,-0.0725836420237682
"US-xSE",2021,10,"Upland","WUE_ET_minus_WUE_T",0.665309960684087,0.626857053127402,-2.36921974850152,-1.56881339788034,-0.800406350621174
"US-xSE",2022,5,"Upland","WUE_ET_minus_WUE_T",0.580857162320278,0.145415943833722,-2.93672944961576,-2.12929945481859,-0.80742999479717
"US-xSE",2022,6,"Upland","WUE_ET_minus_WUE_T",0.692538214401191,0.782077494932322,-1.42557709625828,-1.07015201957825,-0.355425076680035
"US-xSE",2022,7,"Upland","WUE_ET_minus_WUE_T",0.647548999899577,0.525606924915186,-2.01211917333619,-1.49318343312695,-0.518935740209244
"US-xSE",2022,8,"Upland","WUE_ET_minus_WUE_T",0.700782486157661,0.829075716621264,-1.20061182187494,-1.47497407790852,0.274362256033577
"US-xSE",2022,9,"Upland","WUE_ET_minus_WUE_T",0.671525252810677,0.662288645614364,-1.34607798190629,-1.44969528316936,0.103617301263074
"US-xSE",2022,10,"Upland","WUE_ET_minus_WUE_T",0.563303553671865,0.045347870501286,-1.85755971698781,-2.40091445187375,0.543354734885939
"US-xSE",2023,4,"Upland","WUE_ET_minus_WUE_T",0.498490458820628,-0.324132938737454,-3.50310169379749,-2.81139246976799,-0.691709224029497
"US-xSE",2023,6,"Upland","WUE_ET_minus_WUE_T",0.652294745054313,0.552661052853951,-2.43918900540742,-1.2994665186825,-1.13972248672492
"US-xSE",2023,8,"Upland","WUE_ET_minus_WUE_T",0.682648214862924,0.725697452578895,-1.54792737983888,-1.56526372962005,0.0173363497811734
"US-xSE",2023,9,"Upland","WUE_ET_minus_WUE_T",0.61327766523955,0.330235904707892,-1.92536370702905,-1.86004613340868,-0.0653175736203693
"US-xSE",2024,4,"Upland","WUE_ET_minus_WUE_T",0.417920670383862,-0.783438125446063,-4.62945315464742,-3.42064972389149,-1.20880343075593
"US-xSE",2024,5,"Upland","WUE_ET_minus_WUE_T",0.640053610202087,0.482877864416768,-1.4762694027402,-1.63009438430361,0.153824981563402
"US-xSE",2024,7,"Upland","WUE_ET_minus_WUE_T",0.679542960241253,0.707995289256179,-1.79025215107536,-1.2992459973957,-0.491006153679656
"US-xSE",2024,8,"Upland","WUE_ET_minus_WUE_T",0.647530156256116,0.525499502724486,-2.05981518375663,-1.7758897299503,-0.28392545380633
"US-xSE",2024,9,"Upland","WUE_ET_minus_WUE_T",0.511863286134351,-0.247898297126444,-4.63280281799953,-2.79818579146066,-1.83461702653887
"US-A03",2015,6,"Saline","WUE_ET_minus_WUE_E",0.252954658982922,-1.72386190136984,-0.311737133150896,-0.843004260250153,0.531267127099257
"US-A03",2017,7,"Saline","WUE_ET_minus_WUE_E",0.250778861320323,-1.73626549794183,-0.831667024026123,-1.09901490307952,0.267347879053402
"US-A03",2018,7,"Saline","WUE_ET_minus_WUE_E",0.187789984600124,-2.09534696438062,-0.45565160642132,-0.945823821396384,0.490172214975063
"US-A03",2019,6,"Saline","WUE_ET_minus_WUE_E",0.302171321440203,-1.44329186664948,-0.519455366265494,-1.00085148383488,0.481396117569383
"US-A03",2019,7,"Saline","WUE_ET_minus_WUE_E",0.331341995117861,-1.27699824741715,-1.28628813770926,-1.37507906734405,0.0887909296347864
"US-A03",2020,6,"Saline","WUE_ET_minus_WUE_E",0.314167304335341,-1.37490621899782,-0.693493988660262,-1.04523993592401,0.351745947263746
"US-A03",2020,8,"Saline","WUE_ET_minus_WUE_E",0.192817354833588,-2.06668737288192,-0.519034062567388,-0.823355636912394,0.304321574345006
